rank,name,singer,last_week,peak_pos,weeks_on_chart,chart_date,year,week
60,Cowgirls,Morgan Wallen Featuring ERNEST,54,40,4,2023-04-08,2023,14
61,Next Thing You Know,Jordan Davis,55,55,10,2023-04-08,2023,14
62,Nonsense,Sabrina Carpenter,69,56,11,2023-04-08,2023,14
63,"Bzrp Music Sessions, Vol. 53",Bizarrap & Shakira,53,9,11,2023-04-08,2023,14
64,Tennessee Orange,Megan Moroney,68,53,16,2023-04-08,2023,14
65,Nobody Gets Me,SZA,52,10,16,2023-04-08,2023,14
66,Special,Lizzo Featuring SZA,63,52,7,2023-04-08,2023,14
67,AMG,"Gabito Ballesteros, Peso Pluma & Natanael Cano",70,66,10,2023-04-08,2023,14
68,In Ha Mood,Ice Spice,60,58,8,2023-04-08,2023,14
69,Don't Play With It,Lola Brooke X Latto X Yung Miami Or Featuring Billy B,-,1,-,2023-04-08,2023,14
70,Ceilings,Lizzy McAlpine,56,54,6,2023-04-08,2023,14
71,Love Again,The Kid LAROI,65,40,9,2023-04-08,2023,14
72,Trance,"Metro Boomin, Travis Scott & Young Thug",66,42,8,2023-04-08,2023,14
73,Yandel 150,Yandel & Feid,71,71,7,2023-04-08,2023,14
74,ICU,Coco Jones,88,2,88,2023-04-08,2023,14
75,Dancin' In The Country,Tyler Hubbard,83,6,83,2023-04-08,2023,14
76,Por Las Noches,Peso Pluma,72,72,3,2023-04-08,2023,14
77,Sunrise,Morgan Wallen,62,30,4,2023-04-08,2023,14
78,PRC,Peso Pluma X Natanael Cano,73,73,7,2023-04-08,2023,14
79,'98 Braves,Morgan Wallen,61,27,4,2023-04-08,2023,14
80,River,Miley Cyrus,59,32,3,2023-04-08,2023,14
81,Dogtooth,"Tyler, The Creator",-,1,-,2023-04-08,2023,14
82,Slut Me Out,NLE Choppa,-,2,-,2023-04-08,2023,14
83,Forever,Lil Baby Featuring Fridayy,74,8,12,2023-04-08,2023,14
84,Watch This (ARIZONATEARS Pluggnb Remix),Lil Uzi Vert,75,56,6,2023-04-08,2023,14
85,Dawns,Zach Bryan Featuring Maggie Rogers,76,42,9,2023-04-08,2023,14
86,The Light,Juice WRLD,-,1,-,2023-04-08,2023,14
87,Que Vuelvas,Carin Leon X Grupo Frontera,78,50,14,2023-04-08,2023,14
88,Heaven,Niall Horan,82,62,5,2023-04-08,2023,14
89,Human,Cody Johnson,91,84,9,2023-04-08,2023,14
90,Dying Man,Morgan Wallen,79,43,4,2023-04-08,2023,14
91,Low,SZA,81,17,16,2023-04-08,2023,14
92,Gold,Dierks Bentley,93,90,4,2023-04-08,2023,14
93,Coco Chanel,Eladio Carrion & Bad Bunny,87,87,2,2023-04-08,2023,14
94,Cupid,Fifty Fifty,100,2,100,2023-04-08,2023,14
95,El Gordo Trae El Mando,Chino Pacas,84,84,2,2023-04-08,2023,14
96,Eat Your Young,Hozier,67,67,2,2023-04-08,2023,14
97,Ch y La Pizza,Fuerza Regida X Natanael Cano,-,1,-,2023-04-08,2023,14
98,Whiskey Friends,Morgan Wallen,80,35,4,2023-04-08,2023,14
99,Moonlight,Kali Uchis,92,92,2,2023-04-08,2023,14
100,Memory Lane,Old Dominion,-,1,-,2023-04-08,2023,14
1,Last Night,Morgan Wallen,3,10,3,2023-04-15,2023,15
2,Kill Bill,SZA,4,17,4,2023-04-15,2023,15
3,Flowers,Miley Cyrus,2,1,12,2023-04-15,2023,15
4,Creepin',"Metro Boomin, The Weeknd & 21 Savage",5,3,18,2023-04-15,2023,15
5,Die For You,The Weeknd & Ariana Grande,6,1,36,2023-04-15,2023,15
6,"Boy's A Liar, Pt. 2",PinkPantheress & Ice Spice,7,3,9,2023-04-15,2023,15
7,Calm Down,Rema & Selena Gomez,8,31,8,2023-04-15,2023,15
8,Anti-Hero,Taylor Swift,9,1,24,2023-04-15,2023,15
9,Players,Coi Leray,10,14,10,2023-04-15,2023,15
10,Rock And A Hard Place,Bailey Zimmerman,13,43,13,2023-04-15,2023,15
11,Lavender Haze,Taylor Swift,16,2,24,2023-04-15,2023,15
12,You Proof,Morgan Wallen,11,5,47,2023-04-15,2023,15
13,As It Was,Harry Styles,12,1,53,2023-04-15,2023,15
14,Favorite Song,Toosii,17,7,17,2023-04-15,2023,15
15,Sure Thing,Miguel,18,36,18,2023-04-15,2023,15
16,Fight The Feeling,Rod Wave,-,1,-,2023-04-15,2023,15
17,Ella Baila Sola,Eslabon Armado X Peso Pluma,31,3,31,2023-04-15,2023,15
18,I'm Good (Blue),David Guetta & Bebe Rexha,15,4,32,2023-04-15,2023,15
19,Under The Influence,Chris Brown,14,12,30,2023-04-15,2023,15
20,Thought You Should Know,Morgan Wallen,19,7,34,2023-04-15,2023,15
21,Thinkin' Bout Me,Morgan Wallen,20,9,5,2023-04-15,2023,15
22,Unholy,Sam Smith & Kim Petras,23,1,28,2023-04-15,2023,15
23,Escapism,RAYE Featuring 070 Shake,22,22,18,2023-04-15,2023,15
24,One Thing At A Time,Morgan Wallen,25,10,18,2023-04-15,2023,15
25,Just Wanna Rock,Lil Uzi Vert,21,10,21,2023-04-15,2023,15
26,La Bebe,Yng Lvcas x Peso Pluma,34,3,34,2023-04-15,2023,15
27,Something In The Orange,Zach Bryan,10,50,10,2023-04-15,2023,15
28,Thank God,Kane Brown With Katelyn Brown,29,13,30,2023-04-15,2023,15
29,Heart Like A Truck,Lainey Wilson,32,21,32,2023-04-15,2023,15
30,Rich Flex,Drake & 21 Savage,2,22,2,2023-04-15,2023,15
31,TQG,Karol G x Shakira,28,7,6,2023-04-15,2023,15
32,Fast Car,Luke Combs,44,2,44,2023-04-15,2023,15
33,Dogtooth,"Tyler, The Creator",81,2,81,2023-04-15,2023,15
34,Cuff It,Beyonce,36,6,36,2023-04-15,2023,15
35,Snooze,SZA,37,29,17,2023-04-15,2023,15
36,Love You Anyway,Luke Combs,24,15,8,2023-04-15,2023,15
37,Wait In The Truck,HARDY Featuring Lainey Wilson,40,23,31,2023-04-15,2023,15
38,Superhero (Heroes & Villains),"Metro Boomin, Future & Chris Brown",8,18,8,2023-04-15,2023,15
39,Eyes Closed,Ed Sheeran,26,26,2,2023-04-15,2023,15
40,Until I Found You,Stephen Sanchez,35,23,35,2023-04-15,2023,15
41,Spin Bout U,Drake & 21 Savage,5,22,5,2023-04-15,2023,15
42,5 Leaf Clover,Luke Combs,33,33,3,2023-04-15,2023,15
43,Slut Me Out,NLE Choppa,82,3,82,2023-04-15,2023,15
44,Bloody Mary,Lady Gaga,43,41,14,2023-04-15,2023,15
45,Like Crazy,Jimin,1,1,2,2023-04-15,2023,15
46,"Going, Going, Gone",Luke Combs,42,23,21,2023-04-15,2023,15
47,Golden Hour,JVKE,46,10,32,2023-04-15,2023,15
48,Sorry Not Sorry,"Tyler, The Creator",-,1,-,2023-04-15,2023,15
49,Shirt,SZA,45,11,23,2023-04-15,2023,15
50,Handle On You,Parker McCollum,53,14,53,2023-04-15,2023,15
51,Wild As Her,Corey Kent,58,26,58,2023-04-15,2023,15
52,Red Ruby Da Sleeze,Nicki Minaj,51,13,5,2023-04-15,2023,15
53,Next Thing You Know,Jordan Davis,61,11,61,2023-04-15,2023,15
54,Everything I Love,Morgan Wallen,48,14,10,2023-04-15,2023,15
55,Ain't That Some,Morgan Wallen,49,11,5,2023-04-15,2023,15
56,Low Down,Lil Baby,50,50,3,2023-04-15,2023,15
57,All Of The Girls You Loved Before,Taylor Swift,39,12,3,2023-04-15,2023,15
58,Beso,Rosalia & Rauw Alejandro,52,52,2,2023-04-15,2023,15
59,Bebe Dame,Fuerza Regida X Grupo Frontera,57,25,15,2023-04-15,2023,15
60,I Wrote The Book,Morgan Wallen,55,18,10,2023-04-15,2023,15
61,Void,Melanie Martinez,-,1,-,2023-04-15,2023,15
62,Tennessee Orange,Megan Moroney,64,53,17,2023-04-15,2023,15
63,AMG,"Gabito Ballesteros, Peso Pluma & Natanael Cano",67,11,67,2023-04-15,2023,15
64,PRC,Peso Pluma X Natanael Cano,78,8,78,2023-04-15,2023,15
65,Por Las Noches,Peso Pluma,76,4,76,2023-04-15,2023,15
66,Cowgirls,Morgan Wallen Featuring ERNEST,60,40,5,2023-04-15,2023,15
67,Dancin' In The Country,Tyler Hubbard,75,7,75,2023-04-15,2023,15
68,What He Didn't Do,Carly Pearce,47,37,16,2023-04-15,2023,15
69,Nonsense,Sabrina Carpenter,62,56,12,2023-04-15,2023,15
70,Special,Lizzo Featuring SZA,66,52,8,2023-04-15,2023,15
71,Yandel 150,Yandel & Feid,73,8,73,2023-04-15,2023,15
72,"Bzrp Music Sessions, Vol. 53",Bizarrap & Shakira,63,9,12,2023-04-15,2023,15
73,Man Made A Bar,Morgan Wallen Featuring Eric Church,59,15,5,2023-04-15,2023,15
74,Painting Pictures,Superstar Pride,56,25,8,2023-04-15,2023,15
75,Nasty,Russ,-,2,-,2023-04-15,2023,15
76,Ceilings,Lizzy McAlpine,70,54,7,2023-04-15,2023,15
77,In Ha Mood,Ice Spice,68,58,9,2023-04-15,2023,15
78,ICU,Coco Jones,74,74,3,2023-04-15,2023,15
79,Trance,"Metro Boomin, Travis Scott & Young Thug",72,42,9,2023-04-15,2023,15
80,Ch y La Pizza,Fuerza Regida X Natanael Cano,97,2,97,2023-04-15,2023,15
81,Love Again,The Kid LAROI,71,40,10,2023-04-15,2023,15
82,Need A Favor,Jelly Roll,-,1,-,2023-04-15,2023,15
83,Forever,Lil Baby Featuring Fridayy,8,13,8,2023-04-15,2023,15
84,Sunrise,Morgan Wallen,77,30,5,2023-04-15,2023,15
85,Cupid,Fifty Fifty,94,3,94,2023-04-15,2023,15
86,Don't Play With It,Lola Brooke X Latto X Yung Miami Or Featuring Billy B,69,69,2,2023-04-15,2023,15
87,Human,Cody Johnson,89,84,10,2023-04-15,2023,15
88,River,Miley Cyrus,80,32,4,2023-04-15,2023,15
89,WHARF TALK,"Tyler, The Creator Featuring A$AP Rocky",-,1,-,2023-04-15,2023,15
90,Gold,Dierks Bentley,92,5,92,2023-04-15,2023,15
91,Growin' Up And Gettin' Old,Luke Combs,54,54,5,2023-04-15,2023,15
92,Nobody Gets Me,SZA,65,10,17,2023-04-15,2023,15
93,Que Vuelvas,Carin Leon X Grupo Frontera,87,50,15,2023-04-15,2023,15
94,Heaven,Niall Horan,88,62,6,2023-04-15,2023,15
95,I Know,Kanii,-,1,-,2023-04-15,2023,15
96,'98 Braves,Morgan Wallen,79,27,5,2023-04-15,2023,15
97,Dawns,Zach Bryan Featuring Maggie Rogers,85,42,10,2023-04-15,2023,15
98,Death,Melanie Martinez,-,95,2,2023-04-15,2023,15
99,Hot Boy,Nardo Wick Featuring Lil Baby,-,1,-,2023-04-15,2023,15
100,El Gordo Trae El Mando,Chino Pacas,95,84,3,2023-04-15,2023,15
1,Last Night,Morgan Wallen,11,11,0,2023-04-22,2023,16
2,Search & Rescue,Drake,-,1,-,2023-04-22,2023,16
3,Flowers,Miley Cyrus,1,13,1,2023-04-22,2023,16
4,Kill Bill,SZA,2,2,18,2023-04-22,2023,16
5,Creepin',"Metro Boomin, The Weeknd & 21 Savage",4,3,19,2023-04-22,2023,16
6,Calm Down,Rema & Selena Gomez,7,32,7,2023-04-22,2023,16
7,Die For You,The Weeknd & Ariana Grande,5,1,37,2023-04-22,2023,16
8,"Boy's A Liar, Pt. 2",PinkPantheress & Ice Spice,6,3,10,2023-04-22,2023,16
9,Anti-Hero,Taylor Swift,8,1,25,2023-04-22,2023,16
10,Ella Baila Sola,Eslabon Armado X Peso Pluma,17,4,17,2023-04-22,2023,16
11,Rock And A Hard Place,Bailey Zimmerman,10,10,44,2023-04-22,2023,16
12,Players,Coi Leray,9,9,15,2023-04-22,2023,16
13,You Proof,Morgan Wallen,12,5,48,2023-04-22,2023,16
14,Favorite Song,Toosii,8,8,0,2023-04-22,2023,16
15,Sure Thing,Miguel,37,37,0,2023-04-22,2023,16
16,Lavender Haze,Taylor Swift,11,2,25,2023-04-22,2023,16
17,La Bebe,Yng Lvcas x Peso Pluma,26,4,26,2023-04-22,2023,16
18,As It Was,Harry Styles,13,1,54,2023-04-22,2023,16
19,Thought You Should Know,Morgan Wallen,20,7,35,2023-04-22,2023,16
20,Thinkin' Bout Me,Morgan Wallen,21,9,6,2023-04-22,2023,16
21,I'm Good (Blue),David Guetta & Bebe Rexha,18,4,33,2023-04-22,2023,16
22,One Thing At A Time,Morgan Wallen,24,10,19,2023-04-22,2023,16
23,Fast Car,Luke Combs,32,3,32,2023-04-22,2023,16
24,Under The Influence,Chris Brown,19,12,31,2023-04-22,2023,16
25,Something In The Orange,Zach Bryan,27,10,51,2023-04-22,2023,16
26,Escapism,RAYE Featuring 070 Shake,23,22,19,2023-04-22,2023,16
27,Thank God,Kane Brown With Katelyn Brown,28,13,31,2023-04-22,2023,16
28,Slut Me Out,NLE Choppa,43,4,43,2023-04-22,2023,16
29,Unholy,Sam Smith & Kim Petras,22,1,22,2023-04-22,2023,16
30,Just Wanna Rock,Lil Uzi Vert,25,10,26,2023-04-22,2023,16
31,Handle On You,Parker McCollum,50,15,50,2023-04-22,2023,16
32,Wait In The Truck,HARDY Featuring Lainey Wilson,37,23,37,2023-04-22,2023,16
33,TQG,Karol G x Shakira,31,7,7,2023-04-22,2023,16
34,Snooze,SZA,35,29,18,2023-04-22,2023,16
35,Rich Flex,Drake & 21 Savage,30,2,23,2023-04-22,2023,16
36,Heart Like A Truck,Lainey Wilson,29,29,22,2023-04-22,2023,16
37,Dancin' In The Country,Tyler Hubbard,67,8,67,2023-04-22,2023,16
38,Superhero (Heroes & Villains),"Metro Boomin, Future & Chris Brown",8,19,8,2023-04-22,2023,16
39,Spin Bout U,Drake & 21 Savage,41,5,23,2023-04-22,2023,16
40,Love You Anyway,Luke Combs,36,15,9,2023-04-22,2023,16
41,Fight The Feeling,Rod Wave,16,16,2,2023-04-22,2023,16
42,Eyes Closed,Ed Sheeran,39,26,3,2023-04-22,2023,16
43,Until I Found You,Stephen Sanchez,40,23,41,2023-04-22,2023,16
44,Cuff It,Beyonce,34,6,35,2023-04-22,2023,16
45,"Going, Going, Gone",Luke Combs,46,23,22,2023-04-22,2023,16
46,Bloody Mary,Lady Gaga,44,41,15,2023-04-22,2023,16
47,Golden Hour,JVKE,10,33,10,2023-04-22,2023,16
48,Next Thing You Know,Jordan Davis,53,12,53,2023-04-22,2023,16
49,PRC,Peso Pluma X Natanael Cano,64,9,64,2023-04-22,2023,16
50,Wild As Her,Corey Kent,51,27,51,2023-04-22,2023,16
51,Por Las Noches,Peso Pluma,65,5,65,2023-04-22,2023,16
52,Like Crazy,Jimin,45,1,3,2023-04-22,2023,16
53,AMG,"Gabito Ballesteros, Peso Pluma & Natanael Cano",63,12,63,2023-04-22,2023,16
54,Happy,NF,-,1,-,2023-04-22,2023,16
55,Tennessee Orange,Megan Moroney,62,53,18,2023-04-22,2023,16
56,Ain't That Some,Morgan Wallen,55,11,6,2023-04-22,2023,16
57,Everything I Love,Morgan Wallen,54,14,11,2023-04-22,2023,16
58,Low Down,Lil Baby,56,50,4,2023-04-22,2023,16
59,5 Leaf Clover,Luke Combs,42,33,4,2023-04-22,2023,16
60,Cupid,Fifty Fifty,85,4,85,2023-04-22,2023,16
61,Red Ruby Da Sleeze,Nicki Minaj,52,13,6,2023-04-22,2023,16
62,Bebe Dame,Fuerza Regida X Grupo Frontera,59,25,16,2023-04-22,2023,16
63,I Wrote The Book,Morgan Wallen,60,18,11,2023-04-22,2023,16
64,All Of The Girls You Loved Before,Taylor Swift,57,12,4,2023-04-22,2023,16
65,Cowgirls,Morgan Wallen Featuring ERNEST,66,40,6,2023-04-22,2023,16
66,Beso,Rosalia & Rauw Alejandro,58,52,3,2023-04-22,2023,16
67,Man Made A Bar,Morgan Wallen Featuring Eric Church,73,15,6,2023-04-22,2023,16
68,Nonsense,Sabrina Carpenter,69,56,13,2023-04-22,2023,16
69,Dogtooth,"Tyler, The Creator",33,33,3,2023-04-22,2023,16
70,Ch y La Pizza,Fuerza Regida X Natanael Cano,80,3,80,2023-04-22,2023,16
71,Strike (Holster),Lil Yachty,-,1,-,2023-04-22,2023,16
72,Yandel 150,Yandel & Feid,71,71,9,2023-04-22,2023,16
73,Need A Favor,Jelly Roll,82,2,82,2023-04-22,2023,16
74,Special,Lizzo Featuring SZA,70,52,9,2023-04-22,2023,16
75,ICU,Coco Jones,78,74,4,2023-04-22,2023,16
76,In Ha Mood,Ice Spice,77,58,10,2023-04-22,2023,16
77,Painting Pictures,Superstar Pride,74,25,9,2023-04-22,2023,16
78,Ceilings,Lizzy McAlpine,76,54,8,2023-04-22,2023,16
79,"Bzrp Music Sessions, Vol. 53",Bizarrap & Shakira,72,9,13,2023-04-22,2023,16
80,Trance,"Metro Boomin, Travis Scott & Young Thug",79,42,10,2023-04-22,2023,16
81,Nasty,Russ,75,75,3,2023-04-22,2023,16
82,Sorry Not Sorry,"Tyler, The Creator",48,48,2,2023-04-22,2023,16
83,Peaches,Jack Black,-,1,-,2023-04-22,2023,16
84,Forever,Lil Baby Featuring Fridayy,83,8,14,2023-04-22,2023,16
85,Careful,NF & Cordae,-,1,-,2023-04-22,2023,16
86,Gold,Dierks Bentley,90,6,90,2023-04-22,2023,16
87,El Azul,Junior H x Peso Pluma,-,1,-,2023-04-22,2023,16
88,Love Again,The Kid LAROI,81,40,11,2023-04-22,2023,16
89,Human,Cody Johnson,87,84,11,2023-04-22,2023,16
90,I Know,Kanii,95,2,95,2023-04-22,2023,16
91,Dawns,Zach Bryan Featuring Maggie Rogers,97,42,11,2023-04-22,2023,16
92,El Gordo Trae El Mando,Chino Pacas,100,84,4,2023-04-22,2023,16
93,Sunrise,Morgan Wallen,84,30,6,2023-04-22,2023,16
94,Never Felt So Alone,Labrinth,-,1,-,2023-04-22,2023,16
95,Don't Play With It,Lola Brooke X Latto X Yung Miami Or Featuring Billy B,86,69,3,2023-04-22,2023,16
96,Memory Lane,Old Dominion,-,2,-,2023-04-22,2023,16
97,What He Didn't Do,Carly Pearce,68,37,17,2023-04-22,2023,16
98,Que Vuelvas,Carin Leon X Grupo Frontera,93,50,16,2023-04-22,2023,16
99,WTF,YoungBoy Never Broke Again Featuring Nicki Minaj,-,1,-,2023-04-22,2023,16
100,'98 Braves,Morgan Wallen,96,27,6,2023-04-22,2023,16
1,Kill Bill,SZA,4,19,4,2023-04-29,2023,17
2,Last Night,Morgan Wallen,1,1,12,2023-04-29,2023,17
3,Flowers,Miley Cyrus,1,14,1,2023-04-29,2023,17
4,Princess Diana,Ice Spice & Nicki Minaj,-,1,-,2023-04-29,2023,17
5,Ella Baila Sola,Eslabon Armado X Peso Pluma,10,10,0,2023-04-29,2023,17
6,Creepin',"Metro Boomin, The Weeknd & 21 Savage",5,3,20,2023-04-29,2023,17
7,Calm Down,Rema & Selena Gomez,6,6,33,2023-04-29,2023,17
8,Die For You,The Weeknd & Ariana Grande,7,1,38,2023-04-29,2023,17
9,Search & Rescue,Drake,2,2,2,2023-04-29,2023,17
10,"Boy's A Liar, Pt. 2",PinkPantheress & Ice Spice,8,3,11,2023-04-29,2023,17
11,Anti-Hero,Taylor Swift,9,1,26,2023-04-29,2023,17
12,La Bebe,Yng Lvcas x Peso Pluma,17,5,17,2023-04-29,2023,17
13,Chemical,Post Malone,-,1,-,2023-04-29,2023,17
14,Favorite Song,Toosii,9,9,0,2023-04-29,2023,17
15,Un x100to,Grupo Frontera X Bad Bunny,-,1,-,2023-04-29,2023,17
16,Players,Coi Leray,12,9,12,2023-04-29,2023,17
17,Rock And A Hard Place,Bailey Zimmerman,11,10,45,2023-04-29,2023,17
18,You Proof,Morgan Wallen,13,5,49,2023-04-29,2023,17
19,Fast Car,Luke Combs,23,4,23,2023-04-29,2023,17
20,Sure Thing,Miguel,15,15,38,2023-04-29,2023,17
21,As It Was,Harry Styles,18,1,55,2023-04-29,2023,17
22,Thinkin' Bout Me,Morgan Wallen,20,9,7,2023-04-29,2023,17
23,Lavender Haze,Taylor Swift,16,2,26,2023-04-29,2023,17
24,One Thing At A Time,Morgan Wallen,22,10,20,2023-04-29,2023,17
25,Thought You Should Know,Morgan Wallen,19,7,36,2023-04-29,2023,17
26,I'm Good (Blue),David Guetta & Bebe Rexha,21,4,34,2023-04-29,2023,17
27,Under The Influence,Chris Brown,24,12,32,2023-04-29,2023,17
28,Thank God,Kane Brown With Katelyn Brown,27,13,32,2023-04-29,2023,17
29,Something In The Orange,Zach Bryan,25,10,52,2023-04-29,2023,17
30,Escapism,RAYE Featuring 070 Shake,26,22,20,2023-04-29,2023,17
31,Slut Me Out,NLE Choppa,28,28,5,2023-04-29,2023,17
32,Por Las Noches,Peso Pluma,51,6,51,2023-04-29,2023,17
33,Unholy,Sam Smith & Kim Petras,29,1,30,2023-04-29,2023,17
34,Wait In The Truck,HARDY Featuring Lainey Wilson,32,23,33,2023-04-29,2023,17
35,PRC,Peso Pluma X Natanael Cano,49,10,49,2023-04-29,2023,17
36,Just Wanna Rock,Lil Uzi Vert,30,10,27,2023-04-29,2023,17
37,Handle On You,Parker McCollum,31,31,16,2023-04-29,2023,17
38,Dancin' In The Country,Tyler Hubbard,37,37,9,2023-04-29,2023,17
39,Snooze,SZA,34,29,19,2023-04-29,2023,17
40,AMG,"Gabito Ballesteros, Peso Pluma & Natanael Cano",53,13,53,2023-04-29,2023,17
41,Superhero (Heroes & Villains),"Metro Boomin, Future & Chris Brown",38,8,20,2023-04-29,2023,17
42,TQG,Karol G x Shakira,33,7,8,2023-04-29,2023,17
43,Rich Flex,Drake & 21 Savage,35,2,24,2023-04-29,2023,17
44,Love You Anyway,Luke Combs,40,15,10,2023-04-29,2023,17
45,Spin Bout U,Drake & 21 Savage,39,5,24,2023-04-29,2023,17
46,Next Thing You Know,Jordan Davis,48,13,48,2023-04-29,2023,17
47,Eyes Closed,Ed Sheeran,42,26,4,2023-04-29,2023,17
48,Daylight,David Kushner,-,1,-,2023-04-29,2023,17
49,Heart Like A Truck,Lainey Wilson,36,29,23,2023-04-29,2023,17
50,Cupid,Fifty Fifty,60,5,60,2023-04-29,2023,17
51,Wild As Her,Corey Kent,50,50,28,2023-04-29,2023,17
52,Bebe Dame,Fuerza Regida X Grupo Frontera,62,25,17,2023-04-29,2023,17
53,Bloody Mary,Lady Gaga,46,41,16,2023-04-29,2023,17
54,Tennessee Orange,Megan Moroney,55,53,19,2023-04-29,2023,17
55,Fight The Feeling,Rod Wave,41,16,3,2023-04-29,2023,17
56,Peaches,Jack Black,83,2,83,2023-04-29,2023,17
57,Low Down,Lil Baby,58,50,5,2023-04-29,2023,17
58,Beso,Rosalia & Rauw Alejandro,66,52,4,2023-04-29,2023,17
59,El Azul,Junior H x Peso Pluma,87,2,87,2023-04-29,2023,17
60,Red Ruby Da Sleeze,Nicki Minaj,61,13,7,2023-04-29,2023,17
61,Ain't That Some,Morgan Wallen,56,11,7,2023-04-29,2023,17
62,Never Felt So Alone,Labrinth,94,2,94,2023-04-29,2023,17
63,Nonsense,Sabrina Carpenter,68,56,14,2023-04-29,2023,17
64,Everything I Love,Morgan Wallen,57,14,12,2023-04-29,2023,17
65,See You Again,"Tyler, The Creator Featuring Kali Uchis",-,1,-,2023-04-29,2023,17
