rank,name,singer,last_week,peak_pos,weeks_on_chart,chart_date,year,week
1,All I Want For Christmas Is You,Mariah Carey,37,37,0,2020-01-04,2020,1
2,Rockin' Around The Christmas Tree,Brenda Lee,32,32,0,2020-01-04,2020,1
3,Jingle Bell Rock,Bobby Helms,9,30,9,2020-01-04,2020,1
4,A Holly Jolly Christmas,Burl Ives,6,15,6,2020-01-04,2020,1
5,Circles,Post Malone,3,1,17,2020-01-04,2020,1
6,Roxanne,Arizona Zervas,4,4,8,2020-01-04,2020,1
7,It's The Most Wonderful Time Of The Year,Andy Williams,15,15,15,2020-01-04,2020,1
8,Someone You Loved,Lewis Capaldi,1,33,1,2020-01-04,2020,1
9,Memories,Maroon 5,7,4,14,2020-01-04,2020,1
10,Good As Hell,Lizzo,3,18,3,2020-01-04,2020,1
11,Last Christmas,Wham!,17,14,17,2020-01-04,2020,1
12,Feliz Navidad,Jose Feliciano,23,9,23,2020-01-04,2020,1
13,The Box,Roddy Ricch,18,3,18,2020-01-04,2020,1
14,Dance Monkey,Tones And I,11,9,12,2020-01-04,2020,1
15,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,28,8,28,2020-01-04,2020,1
16,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",30,11,21,2020-01-04,2020,1
17,"10,000 Hours",Dan + Shay & Justin Bieber,13,4,12,2020-01-04,2020,1
18,Lose You To Love Me,Selena Gomez,12,1,10,2020-01-04,2020,1
19,Ballin',Mustard & Roddy Ricch,14,14,23,2020-01-04,2020,1
20,BOP,DaBaby,16,11,13,2020-01-04,2020,1
21,Sleigh Ride,The Ronettes,37,7,37,2020-01-04,2020,1
22,Rudolph The Red-Nosed Reindeer,Gene Autry & The Pinafores,36,16,8,2020-01-04,2020,1
23,Bad Guy,Billie Eilish,25,1,39,2020-01-04,2020,1
24,Happy Holiday / The Holiday Season,Andy Williams,40,4,40,2020-01-04,2020,1
25,No Guidance,Chris Brown Featuring Drake,20,5,29,2020-01-04,2020,1
