rank,name,singer,last_week,peak_pos,weeks_on_chart,chart_date,year,week
49,Ignorantes,Bad Bunny & Sech,-,2,-,2020-03-14,2020,11
50,One Man Band,Old Dominion,42,20,28,2020-03-14,2020,11
51,I Hope,Gabby Barrett Featuring Charlie Puth,45,44,10,2020-03-14,2020,11
52,Blueberry Faygo,Lil Mosey,51,51,4,2020-03-14,2020,11
53,La Santa,Bad Bunny X Daddy Yankee,-,1,-,2020-03-14,2020,11
54,Get Ugly,Lil Baby,-,1,-,2020-03-14,2020,11
55,Heart On Ice,Rod Wave,57,54,17,2020-03-14,2020,11
56,Slide,H.E.R. Featuring YG,52,52,11,2020-03-14,2020,11
57,Juicy,Doja Cat & Tyga,55,41,19,2020-03-14,2020,11
58,No Sucker,Lil Baby & Moneybagg Yo,-,1,-,2020-03-14,2020,11
59,How,Lil Baby,-,1,-,2020-03-14,2020,11
60,BEST ON EARTH,Russ & BIA,56,52,13,2020-03-14,2020,11
61,The Other Side,SZA X Justin Timberlake,-,1,-,2020-03-14,2020,11
62,Tusa,Karol G & Nicki Minaj,53,42,14,2020-03-14,2020,11
63,Pero Ya No,Bad Bunny,-,1,-,2020-03-14,2020,11
64,Forever,Lil Baby Featuring Lil Wayne,-,1,-,2020-03-14,2020,11
65,Go Stupid,Polo G Featuring NLE Choppa & Stunna 4 Vegas,63,60,3,2020-03-14,2020,11
66,After Hours,The Weeknd,20,20,3,2020-03-14,2020,11
67,Nobody But You,Blake Shelton Duet With Gwen Stefani,65,43,8,2020-03-14,2020,11
68,ON,BTS,4,4,2,2020-03-14,2020,11
69,Yo Perreo Sola,Bad Bunny,-,1,-,2020-03-14,2020,11
70,Homemade,Jake Owen,72,6,72,2020-03-14,2020,11
71,Chasin' You,Morgan Wallen,67,67,6,2020-03-14,2020,11
72,What She Wants Tonight,Luke Bryan,64,64,11,2020-03-14,2020,11
73,Lil Top,YoungBoy Never Broke Again,28,28,2,2020-03-14,2020,11
74,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",77,4,77,2020-03-14,2020,11
75,Slow Dance In A Parking Lot,Jordan Davis,73,72,9,2020-03-14,2020,11
76,Numbers,"A Boogie Wit da Hoodie Featuring Roddy Ricch, Gunna & London On Da Track",50,23,3,2020-03-14,2020,11
77,More Hearts Than Mine,Ingrid Andress,70,67,10,2020-03-14,2020,11
78,Same Thing,Lil Baby,-,1,-,2020-03-14,2020,11
79,We Back,Jason Aldean,62,62,14,2020-03-14,2020,11
80,Make Me Want To,Jimmie Allen,49,49,10,2020-03-14,2020,11
81,Safaera,"Bad Bunny, Jowell & Randy & Nengo Flow",-,1,-,2020-03-14,2020,11
82,Moral Of The Story,Ashe Featuring Niall Horan,71,71,2,2020-03-14,2020,11
83,I Wish Grandpas Never Died,Riley Green,68,66,10,2020-03-14,2020,11
84,To Die For,Sam Smith,61,46,3,2020-03-14,2020,11
85,The Man,Taylor Swift,92,23,5,2020-03-14,2020,11
86,Know Your Worth,Khalid x Disclosure,76,57,4,2020-03-14,2020,11
87,Catch,Brett Young,81,81,6,2020-03-14,2020,11
88,I Hope You're Happy Now,Carly Pearce & Lee Brice,75,65,9,2020-03-14,2020,11
89,Bichiyal,Bad Bunny & Yaviah,-,1,-,2020-03-14,2020,11
90,Out West,JACKBOYS Featuring Young Thug,69,38,10,2020-03-14,2020,11
91,We Should,Lil Baby & Young Thug,-,1,-,2020-03-14,2020,11
92,Make No Sense,YoungBoy Never Broke Again,79,57,17,2020-03-14,2020,11
93,Suicidal,YNW Melly & Juice WRLD,66,34,15,2020-03-14,2020,11
94,Solia,Bad Bunny,-,1,-,2020-03-14,2020,11
95,Before You Go,Lewis Capaldi,82,71,6,2020-03-14,2020,11
96,No Time To Die,Billie Eilish,54,16,3,2020-03-14,2020,11
97,Esta Cabron Ser Yo,Bad Bunny X Anuel AA,-,1,-,2020-03-14,2020,11
98,Sunday Best,Surfaces,-,1,-,2020-03-14,2020,11
99,Can't Explain,Lil Baby,-,1,-,2020-03-14,2020,11
100,P*$$y Fairy (OTW),Jhene Aiko,88,55,7,2020-03-14,2020,11
1,The Box,Roddy Ricch,14,14,0,2020-03-21,2020,12
2,Don't Start Now,Dua Lipa,3,19,3,2020-03-21,2020,12
3,Life Is Good,Future Featuring Drake,2,2,9,2020-03-21,2020,12
4,Blinding Lights,The Weeknd,7,15,7,2020-03-21,2020,12
5,Circles,Post Malone,4,1,28,2020-03-21,2020,12
6,Baby Pluto,Lil Uzi Vert,-,1,-,2020-03-21,2020,12
7,Roxanne,Arizona Zervas,6,4,19,2020-03-21,2020,12
8,Lo Mein,Lil Uzi Vert,-,1,-,2020-03-21,2020,12
9,Silly Watch,Lil Uzi Vert,-,1,-,2020-03-21,2020,12
10,Intentions,Justin Bieber Featuring Quavo,9,5,9,2020-03-21,2020,12
11,P2,Lil Uzi Vert,-,1,-,2020-03-21,2020,12
12,Dance Monkey,Tones And I,8,4,23,2020-03-21,2020,12
13,Memories,Maroon 5,9,2,25,2020-03-21,2020,12
14,Everything I Wanted,Billie Eilish,12,8,18,2020-03-21,2020,12
15,Someone You Loved,Lewis Capaldi,11,1,44,2020-03-21,2020,12
16,Adore You,Harry Styles,14,14,14,2020-03-21,2020,12
17,Hot Girl Bummer,blackbear,13,13,26,2020-03-21,2020,12
18,I Love Me,Demi Lovato,-,1,-,2020-03-21,2020,12
19,Say So,Doja Cat Featuring Nicki Minaj,16,16,10,2020-03-21,2020,12
20,That Way,Lil Uzi Vert,21,2,21,2020-03-21,2020,12
21,Heartless,The Weeknd,17,1,16,2020-03-21,2020,12
22,Homecoming,Lil Uzi Vert,-,1,-,2020-03-21,2020,12
23,The Bones,Maren Morris,19,18,25,2020-03-21,2020,12
24,B.S.,Jhene Aiko Featuring H.E.R.,-,1,-,2020-03-21,2020,12
25,Prices,Lil Uzi Vert,-,1,-,2020-03-21,2020,12
26,My Oh My,Camila Cabello Featuring DaBaby,25,22,14,2020-03-21,2020,12
27,"10,000 Hours",Dan + Shay & Justin Bieber,20,4,23,2020-03-21,2020,12
28,POP,Lil Uzi Vert,-,1,-,2020-03-21,2020,12
29,Ballin',Mustard & Roddy Ricch,22,11,34,2020-03-21,2020,12
30,Stupid Love,Lady Gaga,5,5,2,2020-03-21,2020,12
31,Woah,Lil Baby,15,15,18,2020-03-21,2020,12
32,Godzilla,Eminem Featuring Juice WRLD,42,3,8,2020-03-21,2020,12
33,Bigger Than Life,Lil Uzi Vert,-,1,-,2020-03-21,2020,12
34,Celebration Station,Lil Uzi Vert,-,1,-,2020-03-21,2020,12
35,BOP,DaBaby,24,11,24,2020-03-21,2020,12
36,You Better Move,Lil Uzi Vert,-,1,-,2020-03-21,2020,12
37,I'm Sorry,Lil Uzi Vert,-,1,-,2020-03-21,2020,12
38,Lose You To Love Me,Selena Gomez,27,1,21,2020-03-21,2020,12
39,Venetia,Lil Uzi Vert,-,1,-,2020-03-21,2020,12
40,P*$$y Fairy (OTW),Jhene Aiko,100,8,100,2020-03-21,2020,12
41,You Should Be Sad,Halsey,29,26,9,2020-03-21,2020,12
42,Falling,Trevor Daniel,34,25,17,2020-03-21,2020,12
43,High Fashion,Roddy Ricch Featuring Mustard,30,20,11,2020-03-21,2020,12
44,Homesick,Kane Brown,39,39,17,2020-03-21,2020,12
45,Chrome Heart Tags,Lil Uzi Vert,-,1,-,2020-03-21,2020,12
46,No Guidance,Chris Brown Featuring Drake,37,5,40,2020-03-21,2020,12
47,RITMO (Bad Boys For Life),Black Eyed Peas X J Balvin,44,36,16,2020-03-21,2020,12
48,Futsal Shuffle 2020,Lil Uzi Vert,-,5,10,2020-03-21,2020,12
49,Good As Hell,Lizzo,35,3,29,2020-03-21,2020,12
50,I Hope,Gabby Barrett Featuring Charlie Puth,51,44,11,2020-03-21,2020,12
51,Bust Me,Lil Uzi Vert,-,1,-,2020-03-21,2020,12
52,Sum 2 Prove,Lil Baby,26,16,9,2020-03-21,2020,12
53,Blueberry Faygo,Lil Mosey,52,51,5,2020-03-21,2020,12
54,La Dificil,Bad Bunny,33,33,2,2020-03-21,2020,12
55,Dior,Pop Smoke,47,30,4,2020-03-21,2020,12
56,Si Veo A Tu Mama,Bad Bunny,32,32,2,2020-03-21,2020,12
57,Heatin Up,Lil Baby & Gunna,18,18,2,2020-03-21,2020,12
58,Heart On Ice,Rod Wave,55,54,18,2020-03-21,2020,12
59,B.I.T.C.H.,Megan Thee Stallion,-,31,5,2020-03-21,2020,12
60,Homemade,Jake Owen,70,7,70,2020-03-21,2020,12
61,Slide,H.E.R. Featuring YG,56,52,12,2020-03-21,2020,12
62,BEST ON EARTH,Russ & BIA,60,52,14,2020-03-21,2020,12
63,What A Man Gotta Do,Jonas Brothers,41,16,8,2020-03-21,2020,12
64,Emotionally Scarred,Lil Baby,31,31,2,2020-03-21,2020,12
65,Happiness Over Everything (H.O.E.),Jhene Aiko Featuring Future & Miguel,-,1,-,2020-03-21,2020,12
66,Vete,Bad Bunny,36,33,15,2020-03-21,2020,12
67,Yummy,Justin Bieber,40,2,10,2020-03-21,2020,12
68,Commercial,Lil Baby Featuring Lil Uzi Vert,23,23,2,2020-03-21,2020,12
69,Nobody But You,Blake Shelton Duet With Gwen Stefani,67,43,9,2020-03-21,2020,12
70,Chasin' You,Morgan Wallen,71,67,7,2020-03-21,2020,12
71,Juicy,Doja Cat & Tyga,57,41,20,2020-03-21,2020,12
72,Secure The Bag,Lil Uzi Vert,-,1,-,2020-03-21,2020,12
73,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",74,5,74,2020-03-21,2020,12
74,Captain Hook,Megan Thee Stallion,-,1,-,2020-03-21,2020,12
75,Tusa,Karol G & Nicki Minaj,62,42,15,2020-03-21,2020,12
76,Urgency,Lil Uzi Vert Featuring Syd,-,1,-,2020-03-21,2020,12
77,Slow Dance In A Parking Lot,Jordan Davis,75,72,10,2020-03-21,2020,12
78,What She Wants Tonight,Luke Bryan,72,64,12,2020-03-21,2020,12
79,SkyBox,Gunna,-,1,-,2020-03-21,2020,12
80,The Other Side,SZA X Justin Timberlake,61,61,2,2020-03-21,2020,12
81,We Back,Jason Aldean,79,62,15,2020-03-21,2020,12
82,I Wish Grandpas Never Died,Riley Green,83,66,11,2020-03-21,2020,12
83,Ignorantes,Bad Bunny & Sech,49,49,3,2020-03-21,2020,12
84,Safaera,"Bad Bunny, Jowell & Randy & Nengo Flow",81,81,2,2020-03-21,2020,12
85,More Hearts Than Mine,Ingrid Andress,77,67,11,2020-03-21,2020,12
86,Catch,Brett Young,87,81,7,2020-03-21,2020,12
87,Triggered,Jhene Aiko,-,51,4,2020-03-21,2020,12
88,PTSD,"G Herbo Featuring Chance The Rapper, Juice WRLD & Lil Uzi Vert",38,38,2,2020-03-21,2020,12
89,Oprah's Bank Account,"Lil Yachty, Drake & DaBaby",-,1,-,2020-03-21,2020,12
90,Go Stupid,Polo G Featuring NLE Choppa & Stunna 4 Vegas,65,60,4,2020-03-21,2020,12
91,I Hope You're Happy Now,Carly Pearce & Lee Brice,88,65,10,2020-03-21,2020,12
92,La Santa,Bad Bunny X Daddy Yankee,53,53,2,2020-03-21,2020,12
93,None Of Your Concern,Jhene Aiko Featuring Big Sean,-,55,3,2020-03-21,2020,12
94,Know Your Worth,Khalid x Disclosure,86,57,5,2020-03-21,2020,12
95,SUGAR,BrockHampton,-,66,9,2020-03-21,2020,12
96,To Die For,Sam Smith,84,46,4,2020-03-21,2020,12
97,Yo Perreo Sola,Bad Bunny,69,69,2,2020-03-21,2020,12
98,Grace,Lil Baby & 42 Dugg,48,48,2,2020-03-21,2020,12
99,Sunday Best,Surfaces,98,98,2,2020-03-21,2020,12
100,After Hours,The Weeknd,66,20,4,2020-03-21,2020,12
1,The Box,Roddy Ricch,15,15,0,2020-03-28,2020,13
2,Blinding Lights,The Weeknd,4,16,4,2020-03-28,2020,13
3,Don't Start Now,Dua Lipa,2,2,20,2020-03-28,2020,13
4,Life Is Good,Future Featuring Drake,3,2,10,2020-03-28,2020,13
5,Circles,Post Malone,1,29,1,2020-03-28,2020,13
6,Roxanne,Arizona Zervas,7,4,20,2020-03-28,2020,13
7,Adore You,Harry Styles,16,15,16,2020-03-28,2020,13
8,Intentions,Justin Bieber Featuring Quavo,10,6,10,2020-03-28,2020,13
9,Someone You Loved,Lewis Capaldi,15,1,45,2020-03-28,2020,13
10,Everything I Wanted,Billie Eilish,14,8,19,2020-03-28,2020,13
11,Hot Girl Bummer,blackbear,17,27,17,2020-03-28,2020,13
12,Memories,Maroon 5,13,2,26,2020-03-28,2020,13
13,Myron,Lil Uzi Vert,-,1,-,2020-03-28,2020,13
14,Say So,Doja Cat Featuring Nicki Minaj,19,11,19,2020-03-28,2020,13
15,Dance Monkey,Tones And I,12,4,24,2020-03-28,2020,13
16,Heartless,The Weeknd,21,1,17,2020-03-28,2020,13
17,The Bones,Maren Morris,23,26,23,2020-03-28,2020,13
18,My Oh My,Camila Cabello Featuring DaBaby,26,15,26,2020-03-28,2020,13
19,Bean (Kobe),Lil Uzi Vert Featuring Chief Keef,-,1,-,2020-03-28,2020,13
20,Suicidal,YNW Melly & Juice WRLD,-,16,-,2020-03-28,2020,13
21,Ballin',Mustard & Roddy Ricch,29,11,35,2020-03-28,2020,13
22,"10,000 Hours",Dan + Shay & Justin Bieber,27,4,24,2020-03-28,2020,13
23,Godzilla,Eminem Featuring Juice WRLD,32,3,9,2020-03-28,2020,13
24,BOP,DaBaby,35,11,25,2020-03-28,2020,13
25,Stupid Love,Lady Gaga,30,5,3,2020-03-28,2020,13
26,Yessirskiii,Lil Uzi Vert & 21 Savage,-,1,-,2020-03-28,2020,13
27,Baby Pluto,Lil Uzi Vert,6,6,2,2020-03-28,2020,13
28,Woah,Lil Baby,31,15,19,2020-03-28,2020,13
29,Falling,Trevor Daniel,42,25,18,2020-03-28,2020,13
30,RITMO (Bad Boys For Life),Black Eyed Peas X J Balvin,47,17,47,2020-03-28,2020,13
31,Lose You To Love Me,Selena Gomez,38,1,22,2020-03-28,2020,13
32,No Guidance,Chris Brown Featuring Drake,46,5,41,2020-03-28,2020,13
33,High Fashion,Roddy Ricch Featuring Mustard,43,20,12,2020-03-28,2020,13
34,You Should Be Sad,Halsey,41,26,10,2020-03-28,2020,13
35,Homesick,Kane Brown,44,18,44,2020-03-28,2020,13
36,I Hope,Gabby Barrett Featuring Charlie Puth,50,12,50,2020-03-28,2020,13
37,P2,Lil Uzi Vert,11,11,2,2020-03-28,2020,13
38,Blueberry Faygo,Lil Mosey,53,6,53,2020-03-28,2020,13
39,Homemade,Jake Owen,60,8,60,2020-03-28,2020,13
40,Heart On Ice,Rod Wave,58,19,58,2020-03-28,2020,13
41,That Way,Lil Uzi Vert,20,20,3,2020-03-28,2020,13
42,Lo Mein,Lil Uzi Vert,8,8,2,2020-03-28,2020,13
43,I Love Me,Demi Lovato,18,18,2,2020-03-28,2020,13
44,Good As Hell,Lizzo,49,3,30,2020-03-28,2020,13
45,Lotus,Lil Uzi Vert,-,1,-,2020-03-28,2020,13
46,BEST ON EARTH,Russ & BIA,62,15,62,2020-03-28,2020,13
47,Slide,H.E.R. Featuring YG,61,13,61,2020-03-28,2020,13
48,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",73,6,73,2020-03-28,2020,13
49,What She Wants Tonight,Luke Bryan,78,13,78,2020-03-28,2020,13
50,Dior,Pop Smoke,55,30,5,2020-03-28,2020,13
51,Sum 2 Prove,Lil Baby,52,16,10,2020-03-28,2020,13
52,Silly Watch,Lil Uzi Vert,9,9,2,2020-03-28,2020,13
53,Nobody But You,Blake Shelton Duet With Gwen Stefani,69,43,10,2020-03-28,2020,13
54,Wassup,Lil Uzi Vert Featuring Future,-,1,-,2020-03-28,2020,13
55,Oprah's Bank Account,"Lil Yachty, Drake & DaBaby",89,2,89,2020-03-28,2020,13
56,More Hearts Than Mine,Ingrid Andress,85,12,85,2020-03-28,2020,13
57,B.S.,Jhene Aiko Featuring H.E.R.,24,24,2,2020-03-28,2020,13
58,Chasin' You,Morgan Wallen,70,8,70,2020-03-28,2020,13
59,Slow Dance In A Parking Lot,Jordan Davis,77,11,77,2020-03-28,2020,13
60,Strawberry Peels,Lil Uzi Vert Featuring Young Thug & Gunna,-,1,-,2020-03-28,2020,13
61,P*$$y Fairy (OTW),Jhene Aiko,40,40,9,2020-03-28,2020,13
62,Moon Relate,Lil Uzi Vert,-,1,-,2020-03-28,2020,13
63,What A Man Gotta Do,Jonas Brothers,16,9,16,2020-03-28,2020,13
64,Tusa,Karol G & Nicki Minaj,75,42,16,2020-03-28,2020,13
65,Catch,Brett Young,86,8,86,2020-03-28,2020,13
66,I Can Show You,Lil Uzi Vert,-,1,-,2020-03-28,2020,13
67,We Back,Jason Aldean,81,62,16,2020-03-28,2020,13
68,Trap This Way (This Way),Lil Uzi Vert,-,1,-,2020-03-28,2020,13
69,I Wish Grandpas Never Died,Riley Green,82,66,12,2020-03-28,2020,13
70,Si Veo A Tu Mama,Bad Bunny,56,32,3,2020-03-28,2020,13
71,Death Bed,Powfu Featuring beabadoobee,-,1,-,2020-03-28,2020,13
72,Leaders,Lil Uzi Vert Featuring NAV,-,1,-,2020-03-28,2020,13
73,Heatin Up,Lil Baby & Gunna,57,18,3,2020-03-28,2020,13
74,Sunday Best,Surfaces,99,3,99,2020-03-28,2020,13
75,Grace,Lil Baby & 42 Dugg,98,48,3,2020-03-28,2020,13
76,No Auto,Lil Uzi Vert Featuring Lil Durk,-,1,-,2020-03-28,2020,13
77,The Other Side,SZA X Justin Timberlake,80,61,3,2020-03-28,2020,13
78,Yummy,Justin Bieber,67,2,11,2020-03-28,2020,13
79,B.I.T.C.H.,Megan Thee Stallion,59,31,6,2020-03-28,2020,13
80,La Dificil,Bad Bunny,54,33,3,2020-03-28,2020,13
81,I Hope You're Happy Now,Carly Pearce & Lee Brice,91,65,11,2020-03-28,2020,13
82,Homecoming,Lil Uzi Vert,22,22,2,2020-03-28,2020,13
83,Come This Way,Lil Uzi Vert,-,1,-,2020-03-28,2020,13
84,To Die For,Sam Smith,96,46,5,2020-03-28,2020,13
85,Emotionally Scarred,Lil Baby,64,31,3,2020-03-28,2020,13
86,Does To Me,Luke Combs Featuring Eric Church,-,1,-,2020-03-28,2020,13
87,Got The Guap,Lil Uzi Vert Featuring Young Thug,-,1,-,2020-03-28,2020,13
88,Supalonely,BENEE Featuring Gus Dapperton,-,1,-,2020-03-28,2020,13
89,Money Spread,Lil Uzi Vert Featuring Young Nudy,-,1,-,2020-03-28,2020,13
90,Cardigan,Don Toliver,-,1,-,2020-03-28,2020,13
91,Beer Can't Fix,Thomas Rhett Featuring Jon Pardi,-,1,-,2020-03-28,2020,13
92,Vete,Bad Bunny,66,33,16,2020-03-28,2020,13
93,Know Your Worth,Khalid x Disclosure,94,57,6,2020-03-28,2020,13
94,Futsal Shuffle 2020,Lil Uzi Vert,48,5,11,2020-03-28,2020,13
95,Prices,Lil Uzi Vert,25,25,2,2020-03-28,2020,13
96,Go Stupid,Polo G Featuring NLE Choppa & Stunna 4 Vegas,90,60,5,2020-03-28,2020,13
97,Before You Go,Lewis Capaldi,-,71,7,2020-03-28,2020,13
98,Savage,Megan Thee Stallion Featuring Beyonce,-,1,-,2020-03-28,2020,13
99,Come Thru,Summer Walker & Usher,-,42,12,2020-03-28,2020,13
100,Make No Sense,YoungBoy Never Broke Again,-,57,18,2020-03-28,2020,13
1,Blinding Lights,The Weeknd,2,17,2,2020-04-04,2020,14
2,The Box,Roddy Ricch,1,1,16,2020-04-04,2020,14
3,Don't Start Now,Dua Lipa,2,21,2,2020-04-04,2020,14
4,Heartless,The Weeknd,16,1,18,2020-04-04,2020,14
5,Circles,Post Malone,1,30,1,2020-04-04,2020,14
6,Life Is Good,Future Featuring Drake,4,2,11,2020-04-04,2020,14
7,Adore You,Harry Styles,16,16,0,2020-04-04,2020,14
8,Intentions,Justin Bieber Featuring Quavo,7,7,0,2020-04-04,2020,14
9,Say So,Doja Cat Featuring Nicki Minaj,14,12,14,2020-04-04,2020,14
10,Roxanne,Arizona Zervas,6,4,21,2020-04-04,2020,14
11,Someone You Loved,Lewis Capaldi,9,1,46,2020-04-04,2020,14
12,Everything I Wanted,Billie Eilish,10,8,20,2020-04-04,2020,14
13,Hot Girl Bummer,blackbear,11,11,28,2020-04-04,2020,14
14,Memories,Maroon 5,12,2,27,2020-04-04,2020,14
15,Dance Monkey,Tones And I,4,25,4,2020-04-04,2020,14
16,In Your Eyes,The Weeknd,-,1,-,2020-04-04,2020,14
17,The Bones,Maren Morris,27,27,0,2020-04-04,2020,14
18,My Oh My,Camila Cabello Featuring DaBaby,16,16,0,2020-04-04,2020,14
19,"10,000 Hours",Dan + Shay & Justin Bieber,22,4,25,2020-04-04,2020,14
20,Savage,Megan Thee Stallion Featuring Beyonce,98,2,98,2020-04-04,2020,14
21,Alone Again,The Weeknd,-,1,-,2020-04-04,2020,14
22,After Hours,The Weeknd,-,20,5,2020-04-04,2020,14
23,Ballin',Mustard & Roddy Ricch,21,11,36,2020-04-04,2020,14
24,Scared To Live,The Weeknd,-,1,-,2020-04-04,2020,14
25,Hardest To Love,The Weeknd,-,1,-,2020-04-04,2020,14
26,RITMO (Bad Boys For Life),Black Eyed Peas X J Balvin,30,18,30,2020-04-04,2020,14
27,Stupid Love,Lady Gaga,25,5,4,2020-04-04,2020,14
28,Too Late,The Weeknd,-,1,-,2020-04-04,2020,14
29,Falling,Trevor Daniel,25,19,25,2020-04-04,2020,14
30,I Hope,Gabby Barrett Featuring Charlie Puth,36,13,36,2020-04-04,2020,14
31,BOP,DaBaby,24,11,26,2020-04-04,2020,14
32,Snowchild,The Weeknd,-,1,-,2020-04-04,2020,14
33,You Should Be Sad,Halsey,34,26,11,2020-04-04,2020,14
34,No Guidance,Chris Brown Featuring Drake,32,5,42,2020-04-04,2020,14
35,Suicidal,YNW Melly & Juice WRLD,20,20,17,2020-04-04,2020,14
36,High Fashion,Roddy Ricch Featuring Mustard,33,20,13,2020-04-04,2020,14
37,Blueberry Faygo,Lil Mosey,38,7,38,2020-04-04,2020,14
38,Godzilla,Eminem Featuring Juice WRLD,23,3,10,2020-04-04,2020,14
39,Escape From LA,The Weeknd,-,1,-,2020-04-04,2020,14
40,Homesick,Kane Brown,35,35,19,2020-04-04,2020,14
41,Save Your Tears,The Weeknd & Ariana Grande,-,1,-,2020-04-04,2020,14
42,Woah,Lil Baby,28,15,20,2020-04-04,2020,14
43,Heart On Ice,Rod Wave,40,40,20,2020-04-04,2020,14
44,Nobody But You,Blake Shelton Duet With Gwen Stefani,53,43,11,2020-04-04,2020,14
45,Faith,The Weeknd,-,1,-,2020-04-04,2020,14
46,What She Wants Tonight,Luke Bryan,49,14,49,2020-04-04,2020,14
47,Lose You To Love Me,Selena Gomez,31,1,23,2020-04-04,2020,14
48,I Love Me,Demi Lovato,43,18,3,2020-04-04,2020,14
49,Slow Dance In A Parking Lot,Jordan Davis,59,12,59,2020-04-04,2020,14
50,Homemade,Jake Owen,39,39,9,2020-04-04,2020,14
51,Slide,H.E.R. Featuring YG,47,47,14,2020-04-04,2020,14
52,BEST ON EARTH,Russ & BIA,46,46,16,2020-04-04,2020,14
53,Chasin' You,Morgan Wallen,58,9,58,2020-04-04,2020,14
54,Myron,Lil Uzi Vert,13,13,2,2020-04-04,2020,14
55,Roses,SAINt JHN,-,1,-,2020-04-04,2020,14
56,More Hearts Than Mine,Ingrid Andress,13,13,0,2020-04-04,2020,14
57,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",48,48,7,2020-04-04,2020,14
58,Dior,Pop Smoke,50,30,6,2020-04-04,2020,14
59,Death Bed,Powfu Featuring beabadoobee,71,2,71,2020-04-04,2020,14
60,Sum 2 Prove,Lil Baby,51,16,11,2020-04-04,2020,14
61,Catch,Brett Young,65,9,65,2020-04-04,2020,14
62,Sunday Best,Surfaces,74,4,74,2020-04-04,2020,14
63,Does To Me,Luke Combs Featuring Eric Church,86,2,86,2020-04-04,2020,14
