rank,name,singer,last_week,peak_pos,weeks_on_chart,chart_date,year,week
66,Forever After All,Luke Combs,67,2,17,2021-02-27,2021,8
67,Girl Like Me,Black Eyed Peas X Shakira,71,6,71,2021-02-27,2021,8
68,Astronaut In The Ocean,Masked Wolf,-,1,-,2021-02-27,2021,8
69,La Noche de Anoche,Bad Bunny & Rosalia,-,53,4,2021-02-27,2021,8
70,No More Parties,Coi Leray Featuring Lil Durk,84,2,84,2021-02-27,2021,8
71,Somebody's Problem,Morgan Wallen,52,25,10,2021-02-27,2021,8
72,Momma's House,Dustin Lynch,6,6,0,2021-02-27,2021,8
73,Hell Of A View,Eric Church,6,6,0,2021-02-27,2021,8
74,Heartbreak Anniversary,Giveon,-,1,-,2021-02-27,2021,8
75,Neighbors,Pooh Shiesty Featuring BIG30,51,51,2,2021-02-27,2021,8
76,Lifestyle,Jason Derulo Featuring Adam Levine,95,2,95,2021-02-27,2021,8
77,So Done,The Kid LAROI,74,59,15,2021-02-27,2021,8
78,Somebody Like That,Tenille Arts,79,5,79,2021-02-27,2021,8
79,Finesse Out The Gang Way,Lil Durk Featuring Lil Baby,77,39,3,2021-02-27,2021,8
80,Masterpiece,DaBaby,97,55,4,2021-02-27,2021,8
81,Moonwalking In Calabasas,DDG,85,8,85,2021-02-27,2021,8
82,Bandido,Myke Towers & Juhn,87,2,87,2021-02-27,2021,8
83,Happy Does,Kenny Chesney,70,47,14,2021-02-27,2021,8
84,Cover Me Up,Morgan Wallen,66,52,7,2021-02-27,2021,8
85,You Got It,VEDO,88,8,88,2021-02-27,2021,8
86,One Too Many,Keith Urban Duet With P!nk,92,62,10,2021-02-27,2021,8
87,Still Trappin',Lil Durk & King Von,80,53,8,2021-02-27,2021,8
88,Pick Up Your Feelings,Jazmine Sullivan,89,4,89,2021-02-27,2021,8
89,"Big, Big Plans",Chris Lane,86,42,20,2021-02-27,2021,8
90,Drankin N Smokin,Future & Lil Uzi Vert,-,31,5,2021-02-27,2021,8
91,Monster,Shawn Mendes & Justin Bieber,8,13,8,2021-02-27,2021,8
92,Bichota,Karol G,78,72,12,2021-02-27,2021,8
93,Glad You Exist,Dan + Shay,63,63,2,2021-02-27,2021,8
94,Quicksand,Morray,100,2,100,2021-02-27,2021,8
95,Like I Want You,Giveon,-,1,-,2021-02-27,2021,8
96,Almost Maybes,Jordan Davis,95,4,95,2021-02-27,2021,8
97,Back To The Streets,Saweetie Featuring Jhene Aiko,75,58,13,2021-02-27,2021,8
98,Bad Boy,Juice WRLD & Young Thug,83,22,5,2021-02-27,2021,8
99,Opp Stoppa,YBN Nahmir Featuring 21 Savage,-,97,2,2021-02-27,2021,8
100,How They Remember You,Rascal Flatts,-,1,-,2021-02-27,2021,8
1,Drivers License,Olivia Rodrigo,7,7,0,2021-03-06,2021,9
2,Up,Cardi B,5,3,5,2021-03-06,2021,9
3,Go Crazy,Chris Brown & Young Thug,8,42,8,2021-03-06,2021,9
4,34+35,Ariana Grande Feat. Doja Cat & Megan Thee Stallion,2,2,17,2021-03-06,2021,9
5,Blinding Lights,The Weeknd,4,1,64,2021-03-06,2021,9
6,Save Your Tears,The Weeknd & Ariana Grande,4,11,4,2021-03-06,2021,9
7,Mood,24kGoldn Featuring iann dior,1,29,1,2021-03-06,2021,9
8,Calling My Phone,Lil Tjay Featuring 6LACK,3,3,2,2021-03-06,2021,9
9,Positions,Ariana Grande,10,1,18,2021-03-06,2021,9
10,Levitating,Dua Lipa,9,5,21,2021-03-06,2021,9
11,What You Know Bout Love,Pop Smoke,12,10,25,2021-03-06,2021,9
12,Therefore I Am,Billie Eilish,13,2,16,2021-03-06,2021,9
13,Back In Blood,Pooh Shiesty Featuring Lil Durk,16,8,16,2021-03-06,2021,9
14,Whoopty,CJ,15,10,16,2021-03-06,2021,9
15,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,14,6,34,2021-03-06,2021,9
16,Dakiti,Bad Bunny & Jhay Cortez,21,5,17,2021-03-06,2021,9
17,Good Days,SZA,18,9,9,2021-03-06,2021,9
18,I Hope,Gabby Barrett Featuring Charlie Puth,19,3,61,2021-03-06,2021,9
19,You're Mines Still,Yung Bleu Featuring Drake,24,12,24,2021-03-06,2021,9
20,Better Together,Luke Combs,15,21,15,2021-03-06,2021,9
21,You Broke Me First.,Tate McRae,23,27,23,2021-03-06,2021,9
22,Streets,Doja Cat,27,18,7,2021-03-06,2021,9
23,On Me,Lil Baby,32,12,32,2021-03-06,2021,9
24,My Ex's Best Friend,Machine Gun Kelly X blackbear,29,28,29,2021-03-06,2021,9
25,Good Time,Niko Moon,35,21,35,2021-03-06,2021,9
26,Throat Baby (Go Baby),BRS Kash,30,24,19,2021-03-06,2021,9
27,Holy,Justin Bieber Featuring Chance The Rapper,17,3,23,2021-03-06,2021,9
28,Best Friend,Saweetie Featuring Doja Cat,38,7,38,2021-03-06,2021,9
29,Willow,Taylor Swift,25,1,11,2021-03-06,2021,9
30,Lonely,Justin Bieber & benny blanco,22,12,19,2021-03-06,2021,9
31,Bang!,AJR,8,34,8,2021-03-06,2021,9
32,No More Parties,Coi Leray Featuring Lil Durk,70,3,70,2021-03-06,2021,9
33,Anyone,Justin Bieber,28,6,8,2021-03-06,2021,9
34,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,6,28,6,2021-03-06,2021,9
35,Just The Way,Parmalee x Blanco Brown,40,9,40,2021-03-06,2021,9
36,Put Your Records On,Ritt Momney,39,19,39,2021-03-06,2021,9
37,Down To One,Luke Bryan,46,9,46,2021-03-06,2021,9
38,Without You,The Kid LAROI,43,12,43,2021-03-06,2021,9
39,Laugh Now Cry Later,Drake Featuring Lil Durk,36,2,28,2021-03-06,2021,9
40,Starting Over,Chris Stapleton,37,25,26,2021-03-06,2021,9
41,Body,Megan Thee Stallion,26,12,14,2021-03-06,2021,9
42,Cry Baby,Megan Thee Stallion Featuring DaBaby,41,28,12,2021-03-06,2021,9
43,Time Today,Moneybagg Yo,50,37,3,2021-03-06,2021,9
44,What's Your Country Song,Thomas Rhett,56,10,56,2021-03-06,2021,9
45,Damage,H.E.R.,44,44,11,2021-03-06,2021,9
46,Beers And Sunshine,Darius Rucker,42,42,11,2021-03-06,2021,9
47,Beat Box,SpotemGottem Featuring Pooh Shiesty Or DaBaby,54,6,54,2021-03-06,2021,9
48,The Good Ones,Gabby Barrett,55,9,55,2021-03-06,2021,9
49,We're Good,Dua Lipa,2,2,0,2021-03-06,2021,9
50,Dynamite,BTS,45,1,27,2021-03-06,2021,9
51,Buss It,Erica Banks,47,47,7,2021-03-06,2021,9
52,Wasted On You,Morgan Wallen,53,9,7,2021-03-06,2021,9
53,Clouds,NF,-,1,-,2021-03-06,2021,9
54,Telepatia,Kali Uchis,-,1,-,2021-03-06,2021,9
55,Monsters,All Time Low Featuring Demi Lovato & blackbear,59,9,59,2021-03-06,2021,9
56,Goosebumps,Travis Scott & HVME,60,6,60,2021-03-06,2021,9
57,Golden,Harry Styles,58,18,58,2021-03-06,2021,9
58,La Noche de Anoche,Bad Bunny & Rosalia,69,53,5,2021-03-06,2021,9
59,My Head And My Heart,Ava Max,61,3,61,2021-03-06,2021,9
60,Long Live,Florida Georgia Line,48,48,8,2021-03-06,2021,9
61,Test Drive,Ariana Grande,-,1,-,2021-03-06,2021,9
62,Astronaut In The Ocean,Masked Wolf,68,2,68,2021-03-06,2021,9
63,Heartbreak Anniversary,Giveon,74,2,74,2021-03-06,2021,9
64,Sand In My Boots,Morgan Wallen,57,32,7,2021-03-06,2021,9
65,Heat Waves,Glass Animals,64,64,6,2021-03-06,2021,9
66,Lady,Brett Young,63,63,7,2021-03-06,2021,9
67,Hit Bout It,Lil Yachty Featuring Kodak Black,-,1,-,2021-03-06,2021,9
68,Forever After All,Luke Combs,66,2,18,2021-03-06,2021,9
69,Hole In The Bottle,Kelsea Ballerini,52,39,19,2021-03-06,2021,9
70,Tyler Herro,Jack Harlow,62,34,18,2021-03-06,2021,9
71,Girl Like Me,Black Eyed Peas X Shakira,67,67,7,2021-03-06,2021,9
72,Finesse Out The Gang Way,Lil Durk Featuring Lil Baby,79,39,4,2021-03-06,2021,9
73,Hell Of A View,Eric Church,7,7,0,2021-03-06,2021,9
74,Lifestyle,Jason Derulo Featuring Adam Levine,76,3,76,2021-03-06,2021,9
75,Momma's House,Dustin Lynch,72,72,7,2021-03-06,2021,9
76,Masterpiece,DaBaby,80,55,5,2021-03-06,2021,9
77,Somebody Like That,Tenille Arts,78,6,78,2021-03-06,2021,9
78,Opp Stoppa,YBN Nahmir Featuring 21 Savage,99,3,99,2021-03-06,2021,9
79,Neighbors,Pooh Shiesty Featuring BIG30,75,51,3,2021-03-06,2021,9
80,Somebody's Problem,Morgan Wallen,71,25,11,2021-03-06,2021,9
81,You Got It,VEDO,85,9,85,2021-03-06,2021,9
82,Bandido,Myke Towers & Juhn,3,3,0,2021-03-06,2021,9
83,Moonwalking In Calabasas,DDG,81,81,9,2021-03-06,2021,9
84,Drankin N Smokin,Future & Lil Uzi Vert,90,31,6,2021-03-06,2021,9
85,One Too Many,Keith Urban Duet With P!nk,86,62,11,2021-03-06,2021,9
86,Still Trappin',Lil Durk & King Von,87,53,9,2021-03-06,2021,9
87,Quicksand,Morray,94,3,94,2021-03-06,2021,9
88,Chicken Tendies,Clinton Kane,-,1,-,2021-03-06,2021,9
89,Pick Up Your Feelings,Jazmine Sullivan,88,88,5,2021-03-06,2021,9
90,ZaZa,6ix9ine,-,1,-,2021-03-06,2021,9
91,Almost Maybes,Jordan Davis,96,5,96,2021-03-06,2021,9
92,Made For You,Jake Owen,-,1,-,2021-03-06,2021,9
93,Glad You Exist,Dan + Shay,63,3,63,2021-03-06,2021,9
94,Afterglow,Ed Sheeran,65,29,10,2021-03-06,2021,9
95,Cover Me Up,Morgan Wallen,84,52,8,2021-03-06,2021,9
96,The Business,Tiesto,-,1,-,2021-03-06,2021,9
97,Hello,Pop Smoke Featuring A Boogie Wit da Hoodie,-,1,-,2021-03-06,2021,9
98,Monster,Shawn Mendes & Justin Bieber,91,8,14,2021-03-06,2021,9
99,Track Star,Mooski,-,1,-,2021-03-06,2021,9
100,Like I Want You,Giveon,95,95,2,2021-03-06,2021,9
1,Drivers License,Olivia Rodrigo,8,8,0,2021-03-13,2021,10
2,Up,Cardi B,4,4,0,2021-03-13,2021,10
3,Blinding Lights,The Weeknd,5,1,65,2021-03-13,2021,10
4,34+35,Ariana Grande Feat. Doja Cat & Megan Thee Stallion,2,18,2,2021-03-13,2021,10
5,Go Crazy,Chris Brown & Young Thug,3,3,43,2021-03-13,2021,10
6,Save Your Tears,The Weeknd & Ariana Grande,4,12,4,2021-03-13,2021,10
7,Mood,24kGoldn Featuring iann dior,1,30,1,2021-03-13,2021,10
8,Calling My Phone,Lil Tjay Featuring 6LACK,3,3,3,2021-03-13,2021,10
9,What You Know Bout Love,Pop Smoke,11,26,11,2021-03-13,2021,10
10,Levitating,Dua Lipa,5,22,5,2021-03-13,2021,10
11,Positions,Ariana Grande,9,1,19,2021-03-13,2021,10
12,Therefore I Am,Billie Eilish,2,17,2,2021-03-13,2021,10
13,Back In Blood,Pooh Shiesty Featuring Lil Durk,9,9,0,2021-03-13,2021,10
14,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,15,6,35,2021-03-13,2021,10
15,Beat Box,SpotemGottem Featuring Pooh Shiesty Or DaBaby,47,7,47,2021-03-13,2021,10
16,Dakiti,Bad Bunny & Jhay Cortez,5,18,5,2021-03-13,2021,10
17,You Broke Me First.,Tate McRae,21,28,21,2021-03-13,2021,10
18,Whoopty,CJ,14,10,17,2021-03-13,2021,10
19,You're Mines Still,Yung Bleu Featuring Drake,13,13,0,2021-03-13,2021,10
20,Good Time,Niko Moon,25,22,25,2021-03-13,2021,10
21,My Ex's Best Friend,Machine Gun Kelly X blackbear,24,29,24,2021-03-13,2021,10
22,Best Friend,Saweetie Featuring Doja Cat,28,8,28,2021-03-13,2021,10
23,Good Days,SZA,17,9,10,2021-03-13,2021,10
24,I Hope,Gabby Barrett Featuring Charlie Puth,18,3,62,2021-03-13,2021,10
25,On Me,Lil Baby,23,23,13,2021-03-13,2021,10
26,Streets,Doja Cat,22,18,8,2021-03-13,2021,10
27,Better Together,Luke Combs,20,15,22,2021-03-13,2021,10
28,Throat Baby (Go Baby),BRS Kash,26,24,20,2021-03-13,2021,10
29,Holy,Justin Bieber Featuring Chance The Rapper,27,3,24,2021-03-13,2021,10
30,Put Your Records On,Ritt Momney,36,20,36,2021-03-13,2021,10
31,Anyone,Justin Bieber,33,6,9,2021-03-13,2021,10
32,Willow,Taylor Swift,29,1,12,2021-03-13,2021,10
33,Just The Way,Parmalee x Blanco Brown,35,10,35,2021-03-13,2021,10
34,Without You,The Kid LAROI,38,13,38,2021-03-13,2021,10
35,Bang!,AJR,31,8,31,2021-03-13,2021,10
36,Down To One,Luke Bryan,37,10,37,2021-03-13,2021,10
37,No More Parties,Coi Leray Featuring Lil Durk,32,32,4,2021-03-13,2021,10
38,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,34,6,29,2021-03-13,2021,10
39,Telepatia,Kali Uchis,54,2,54,2021-03-13,2021,10
40,The Good Ones,Gabby Barrett,48,10,48,2021-03-13,2021,10
41,Lonely,Justin Bieber & benny blanco,30,12,20,2021-03-13,2021,10
42,Cry Baby,Megan Thee Stallion Featuring DaBaby,28,13,28,2021-03-13,2021,10
43,Dynamite,BTS,50,1,28,2021-03-13,2021,10
44,What's Your Country Song,Thomas Rhett,11,11,0,2021-03-13,2021,10
45,My Head And My Heart,Ava Max,59,4,59,2021-03-13,2021,10
46,Damage,H.E.R.,45,44,12,2021-03-13,2021,10
47,Laugh Now Cry Later,Drake Featuring Lil Durk,39,2,29,2021-03-13,2021,10
48,Starting Over,Chris Stapleton,40,25,27,2021-03-13,2021,10
49,Astronaut In The Ocean,Masked Wolf,62,3,62,2021-03-13,2021,10
50,Time Today,Moneybagg Yo,43,37,4,2021-03-13,2021,10
51,We're Good,Dua Lipa,49,49,3,2021-03-13,2021,10
52,Long Live,Florida Georgia Line,60,48,9,2021-03-13,2021,10
53,Beers And Sunshine,Darius Rucker,46,42,12,2021-03-13,2021,10
54,Heartbreak Anniversary,Giveon,63,3,63,2021-03-13,2021,10
55,Monsters,All Time Low Featuring Demi Lovato & blackbear,10,10,0,2021-03-13,2021,10
56,Body,Megan Thee Stallion,41,12,15,2021-03-13,2021,10
57,Buss It,Erica Banks,51,47,8,2021-03-13,2021,10
58,Goosebumps,Travis Scott & HVME,56,56,7,2021-03-13,2021,10
59,Golden,Harry Styles,57,57,19,2021-03-13,2021,10
60,Lady,Brett Young,66,8,66,2021-03-13,2021,10
61,Heat Waves,Glass Animals,65,7,65,2021-03-13,2021,10
62,Wasted On You,Morgan Wallen,52,9,8,2021-03-13,2021,10
63,La Noche de Anoche,Bad Bunny & Rosalia,58,53,6,2021-03-13,2021,10
64,AP,Pop Smoke,-,1,-,2021-03-13,2021,10
65,Forever After All,Luke Combs,68,2,19,2021-03-13,2021,10
66,Track Star,Mooski,99,2,99,2021-03-13,2021,10
67,Momma's House,Dustin Lynch,75,8,75,2021-03-13,2021,10
68,Sand In My Boots,Morgan Wallen,64,32,8,2021-03-13,2021,10
69,Girl Like Me,Black Eyed Peas X Shakira,71,67,8,2021-03-13,2021,10
70,Hell Of A View,Eric Church,73,8,73,2021-03-13,2021,10
71,Lifestyle,Jason Derulo Featuring Adam Levine,74,4,74,2021-03-13,2021,10
72,Masterpiece,DaBaby,76,55,6,2021-03-13,2021,10
73,Somebody Like That,Tenille Arts,77,7,77,2021-03-13,2021,10
74,Only Wanna Be With You,Post Malone,-,1,-,2021-03-13,2021,10
75,One Too Many,Keith Urban Duet With P!nk,85,62,12,2021-03-13,2021,10
76,Neighbors,Pooh Shiesty Featuring BIG30,79,51,4,2021-03-13,2021,10
77,You Got It,VEDO,81,10,81,2021-03-13,2021,10
78,Tyler Herro,Jack Harlow,70,34,19,2021-03-13,2021,10
79,Finesse Out The Gang Way,Lil Durk Featuring Lil Baby,72,39,5,2021-03-13,2021,10
80,Opp Stoppa,YBN Nahmir Featuring 21 Savage,78,78,4,2021-03-13,2021,10
81,The Business,Tiesto,96,2,96,2021-03-13,2021,10
82,Bandido,Myke Towers & Juhn,4,4,0,2021-03-13,2021,10
83,Quicksand,Morray,87,4,87,2021-03-13,2021,10
84,Almost Maybes,Jordan Davis,91,6,91,2021-03-13,2021,10
85,Hello,Pop Smoke Featuring A Boogie Wit da Hoodie,97,2,97,2021-03-13,2021,10
86,Still Trappin',Lil Durk & King Von,53,10,53,2021-03-13,2021,10
87,Moonwalking In Calabasas,DDG,83,81,10,2021-03-13,2021,10
88,Made For You,Jake Owen,92,2,92,2021-03-13,2021,10
89,Hole In The Bottle,Kelsea Ballerini,69,39,20,2021-03-13,2021,10
90,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,-,1,-,2021-03-13,2021,10
91,Glad You Exist,Dan + Shay,93,63,4,2021-03-13,2021,10
92,Breaking Up Was Easy In The 90's,Sam Hunt,-,1,-,2021-03-13,2021,10
93,Somebody's Problem,Morgan Wallen,80,25,12,2021-03-13,2021,10
94,Drankin N Smokin,Future & Lil Uzi Vert,84,31,7,2021-03-13,2021,10
95,Pick Up Your Feelings,Jazmine Sullivan,89,88,6,2021-03-13,2021,10
96,Nobody,Dylan Scott,-,1,-,2021-03-13,2021,10
97,Cover Me Up,Morgan Wallen,95,52,9,2021-03-13,2021,10
98,Like I Want You,Giveon,100,95,3,2021-03-13,2021,10
99,Gone,Dierks Bentley,-,1,-,2021-03-13,2021,10
100,Bichota,Karol G,-,72,13,2021-03-13,2021,10
1,What's Next,Drake,-,-,0,2021-03-20,2021,11
2,Wants And Needs,Drake Featuring Lil Baby,-,1,-,2021-03-20,2021,11
3,Lemon Pepper Freestyle,Drake Featuring Rick Ross,-,1,-,2021-03-20,2021,11
4,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),-,1,-,2021-03-20,2021,11
5,Drivers License,Olivia Rodrigo,1,1,9,2021-03-20,2021,11
6,Up,Cardi B,2,2,5,2021-03-20,2021,11
7,Save Your Tears,The Weeknd & Ariana Grande,6,4,13,2021-03-20,2021,11
8,Blinding Lights,The Weeknd,3,1,66,2021-03-20,2021,11
9,34+35,Ariana Grande Feat. Doja Cat & Megan Thee Stallion,4,2,19,2021-03-20,2021,11
10,Mood,24kGoldn Featuring iann dior,7,1,31,2021-03-20,2021,11
11,Go Crazy,Chris Brown & Young Thug,5,3,44,2021-03-20,2021,11
12,What You Know Bout Love,Pop Smoke,9,9,27,2021-03-20,2021,11
13,Levitating,Dua Lipa,10,5,23,2021-03-20,2021,11
14,Calling My Phone,Lil Tjay Featuring 6LACK,8,3,4,2021-03-20,2021,11
15,Positions,Ariana Grande,11,1,20,2021-03-20,2021,11
16,Back In Blood,Pooh Shiesty Featuring Lil Durk,13,13,10,2021-03-20,2021,11
17,Therefore I Am,Billie Eilish,12,2,18,2021-03-20,2021,11
18,Streets,Doja Cat,26,9,26,2021-03-20,2021,11
19,Good Days,SZA,23,9,11,2021-03-20,2021,11
20,You Broke Me First.,Tate McRae,17,17,29,2021-03-20,2021,11
21,You're Mines Still,Yung Bleu Featuring Drake,19,19,14,2021-03-20,2021,11
22,Best Friend,Saweetie Featuring Doja Cat,9,9,0,2021-03-20,2021,11
23,Dakiti,Bad Bunny & Jhay Cortez,16,5,19,2021-03-20,2021,11
24,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,14,6,36,2021-03-20,2021,11
25,Beat Box,SpotemGottem Featuring Pooh Shiesty Or DaBaby,15,15,8,2021-03-20,2021,11
26,Hold On,Justin Bieber,-,1,-,2021-03-20,2021,11
27,On Me,Lil Baby,25,23,14,2021-03-20,2021,11
28,My Ex's Best Friend,Machine Gun Kelly X blackbear,21,21,30,2021-03-20,2021,11
29,Whoopty,CJ,18,10,18,2021-03-20,2021,11
30,What's Your Country Song,Thomas Rhett,44,12,44,2021-03-20,2021,11
31,Just The Way,Parmalee x Blanco Brown,33,11,33,2021-03-20,2021,11
32,The Good Ones,Gabby Barrett,40,11,40,2021-03-20,2021,11
33,Good Time,Niko Moon,20,20,23,2021-03-20,2021,11
34,Real As It Gets,Lil Baby Featuring EST Gee,-,1,-,2021-03-20,2021,11
35,Put Your Records On,Ritt Momney,30,30,21,2021-03-20,2021,11
36,Better Together,Luke Combs,27,15,23,2021-03-20,2021,11
37,Astronaut In The Ocean,Masked Wolf,49,4,49,2021-03-20,2021,11
38,Anyone,Justin Bieber,31,6,10,2021-03-20,2021,11
39,No More Parties,Coi Leray Featuring Lil Durk,37,32,5,2021-03-20,2021,11
40,Telepatia,Kali Uchis,39,39,3,2021-03-20,2021,11
41,Starting Over,Chris Stapleton,48,25,28,2021-03-20,2021,11
42,Willow,Taylor Swift,32,1,13,2021-03-20,2021,11
43,Dynamite,BTS,1,29,1,2021-03-20,2021,11
44,Without You,The Kid LAROI,34,34,14,2021-03-20,2021,11
45,Cry Baby,Megan Thee Stallion Featuring DaBaby,42,28,14,2021-03-20,2021,11
46,Throat Baby (Go Baby),BRS Kash,28,24,21,2021-03-20,2021,11
47,My Head And My Heart,Ava Max,45,45,5,2021-03-20,2021,11
48,Down To One,Luke Bryan,36,36,11,2021-03-20,2021,11
49,Holy,Justin Bieber Featuring Chance The Rapper,29,3,25,2021-03-20,2021,11
50,Damage,H.E.R.,46,44,13,2021-03-20,2021,11
51,Long Live,Florida Georgia Line,52,48,10,2021-03-20,2021,11
52,Heartbreak Anniversary,Giveon,54,4,54,2021-03-20,2021,11
53,Time Today,Moneybagg Yo,50,37,5,2021-03-20,2021,11
54,Beautiful Mistakes,Maroon 5 Featuring Megan Thee Stallion,-,1,-,2021-03-20,2021,11
55,Lady,Brett Young,60,9,60,2021-03-20,2021,11
56,We're Good,Dua Lipa,51,49,4,2021-03-20,2021,11
57,Heat Waves,Glass Animals,61,8,61,2021-03-20,2021,11
58,Goosebumps,Travis Scott & HVME,56,8,56,2021-03-20,2021,11
59,Monsters,All Time Low Featuring Demi Lovato & blackbear,55,55,11,2021-03-20,2021,11
60,Track Star,Mooski,66,3,66,2021-03-20,2021,11
61,Buss It,Erica Banks,57,47,9,2021-03-20,2021,11
62,Momma's House,Dustin Lynch,67,9,67,2021-03-20,2021,11
63,Body,Megan Thee Stallion,56,12,16,2021-03-20,2021,11
64,Wasted On You,Morgan Wallen,62,9,9,2021-03-20,2021,11
65,Golden,Harry Styles,59,57,20,2021-03-20,2021,11
66,La Noche de Anoche,Bad Bunny & Rosalia,63,53,7,2021-03-20,2021,11
67,Forever After All,Luke Combs,65,2,20,2021-03-20,2021,11
68,Hell Of A View,Eric Church,70,9,70,2021-03-20,2021,11
