rank,name,singer,last_week,peak_pos,weeks_on_chart,chart_date,year,week
38,Tequila,Dan + Shay,34,21,46,2019-03-30,2019,13
39,Envy Me,Calboy,43,14,43,2019-03-30,2019,13
40,Lucid Dreams,Juice WRLD,37,2,45,2019-03-30,2019,13
41,Talk,Khalid,42,6,42,2019-03-30,2019,13
42,Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",39,11,25,2019-03-30,2019,13
43,Mixed Personalities,YNW Melly Featuring Kanye West,46,9,46,2019-03-30,2019,13
44,I Like It,"Cardi B, Bad Bunny & J Balvin",1,50,1,2019-03-30,2019,13
45,Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,49,38,13,2019-03-30,2019,13
46,Bury A Friend,Billie Eilish,45,14,8,2019-03-30,2019,13
47,Millionaire,Chris Stapleton,53,15,53,2019-03-30,2019,13
48,Con Calma,Daddy Yankee & Katy Perry Featuring Snow,54,7,54,2019-03-30,2019,13
49,Put A Date On It,Yo Gotti Featuring Lil Baby,56,8,56,2019-03-30,2019,13
50,Act Up,City Girls,63,3,63,2019-03-30,2019,13
51,Twerk,City Girls Featuring Cardi B,50,29,11,2019-03-30,2019,13
52,Girls Need Love,Summer Walker X Drake,37,4,37,2019-03-30,2019,13
53,Here Tonight,Brett Young,60,11,60,2019-03-30,2019,13
54,Who Do You Love,The Chainsmokers Featuring 5 Seconds Of Summer,64,6,64,2019-03-30,2019,13
55,Numb Numb Juice,ScHoolboy Q,-,1,-,2019-03-30,2019,13
56,Worth It,YK Osiris,62,5,62,2019-03-30,2019,13
57,Pure Cocaine,Lil Baby,72,46,13,2019-03-30,2019,13
58,Close Friends,Lil Baby,66,28,21,2019-03-30,2019,13
59,Bad Liar,Imagine Dragons,70,4,70,2019-03-30,2019,13
60,Hear Me Calling,Juice WRLD,38,38,3,2019-03-30,2019,13
61,Eyes On You,Chase Rice,69,5,69,2019-03-30,2019,13
62,Sally Walker,Iggy Azalea,-,1,-,2019-03-30,2019,13
63,Take It From Me,Jordan Davis,58,46,12,2019-03-30,2019,13
64,This Is It,Scotty McCreery,55,42,15,2019-03-30,2019,13
65,Shot Clock,Ella Mai,71,8,71,2019-03-30,2019,13
66,I Can't Get Enough,"benny blanco, Tainy, Selena Gomez & J Balvin",97,3,97,2019-03-30,2019,13
67,Empty,Juice WRLD,41,41,2,2019-03-30,2019,13
68,Undrunk,FLETCHER,85,2,85,2019-03-30,2019,13
69,Good As You,Kane Brown,73,4,73,2019-03-30,2019,13
70,Saturday Nights,Khalid & Kane Brown,78,57,7,2019-03-30,2019,13
71,I,Lil Skies,57,39,3,2019-03-30,2019,13
72,There Was This Girl,Riley Green,74,71,4,2019-03-30,2019,13
73,Undecided,Chris Brown,67,35,11,2019-03-30,2019,13
74,Girl Like You,Jason Aldean,68,46,17,2019-03-30,2019,13
75,Whiskey Glasses,Morgan Wallen,80,3,80,2019-03-30,2019,13
76,Make It Sweet,Old Dominion,79,12,79,2019-03-30,2019,13
77,Miss Me More,Kelsea Ballerini,83,7,83,2019-03-30,2019,13
78,One That Got Away,Michael Ray,84,4,84,2019-03-30,2019,13
79,Here With Me,Marshmello Featuring CHVRCHES,75,75,2,2019-03-30,2019,13
80,Look What God Gave Her,Thomas Rhett,82,52,3,2019-03-30,2019,13
81,Down To The Honkytonk,Jake Owen,76,69,12,2019-03-30,2019,13
82,GIRL,Maren Morris,61,61,3,2019-03-30,2019,13
83,Ella Quiere Beber,Anuel AA & Romeo Santos,81,61,20,2019-03-30,2019,13
84,I've Been Waiting,Lil Peep & iLoveMakonnen Featuring Fall Out Boy,96,2,96,2019-03-30,2019,13
85,Night Shift,Jon Pardi,86,5,86,2019-03-30,2019,13
86,Fast,Juice WRLD,47,47,2,2019-03-30,2019,13
87,Wish You Were Gay,Billie Eilish,59,59,3,2019-03-30,2019,13
88,Rumor,Lee Brice,2,2,0,2019-03-30,2019,13
89,Walk Me Home,P!nk,-,54,3,2019-03-30,2019,13
90,Faucet Failure,Ski Mask The Slump God,99,87,4,2019-03-30,2019,13
91,Calma,Pedro Capo X Farruko,92,2,92,2019-03-30,2019,13
92,Calling My Spirit,Kodak Black,87,46,16,2019-03-30,2019,13
93,Talk You Out Of It,Florida Georgia Line,98,80,5,2019-03-30,2019,13
94,Secreto,Anuel AA & Karol G,89,68,7,2019-03-30,2019,13
95,On My Way To You,Cody Johnson,-,91,6,2019-03-30,2019,13
96,Slow Dancing In The Dark,Joji,-,1,-,2019-03-30,2019,13
97,Let Me Down Slowly,Alec Benjamin + Alessia Cara,-,79,6,2019-03-30,2019,13
98,Lovely,Billie Eilish & Khalid,93,64,20,2019-03-30,2019,13
99,My Bad,Khalid,77,77,2,2019-03-30,2019,13
100,Love Wins,Carrie Underwood,-,83,9,2019-03-30,2019,13
1,7 Rings,Ariana Grande,10,10,0,2019-04-06,2019,14
2,Wow.,Post Malone,4,14,4,2019-04-06,2019,14
3,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,1,23,1,2019-04-06,2019,14
4,Without Me,Halsey,2,1,25,2019-04-06,2019,14
5,Please Me,Cardi B & Bruno Mars,3,6,3,2019-04-06,2019,14
6,Happier,Marshmello & Bastille,2,32,2,2019-04-06,2019,14
7,Middle Child,J. Cole,9,4,10,2019-04-06,2019,14
8,Thotiana,Blueface,11,11,11,2019-04-06,2019,14
9,Sucker,Jonas Brothers,8,1,4,2019-04-06,2019,14
10,Shallow,Lady Gaga & Bradley Cooper,7,1,26,2019-04-06,2019,14
11,Eastside,"benny blanco, Halsey & Khalid",12,9,37,2019-04-06,2019,14
12,Going Bad,Meek Mill Featuring Drake,10,6,17,2019-04-06,2019,14
13,High Hopes,Panic! At The Disco,14,4,34,2019-04-06,2019,14
14,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,15,2,7,2019-04-06,2019,14
15,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,32,4,32,2019-04-06,2019,14
16,Better,Khalid,18,28,18,2019-04-06,2019,14
17,Dancing With A Stranger,Sam Smith & Normani,11,11,0,2019-04-06,2019,14
18,Sicko Mode,Travis Scott,13,1,34,2019-04-06,2019,14
19,Murder On My Mind,YNW Melly,16,14,10,2019-04-06,2019,14
20,Sweet But Psycho,Ava Max,15,15,0,2019-04-06,2019,14
21,"Thank U, Next",Ariana Grande,19,1,19,2019-04-06,2019,14
22,A Lot,21 Savage,21,12,14,2019-04-06,2019,14
23,Girls Like You,Maroon 5 Featuring Cardi B,22,1,44,2019-04-06,2019,14
24,Be Alright,Dean Lewis,23,23,22,2019-04-06,2019,14
25,Beautiful Crazy,Luke Combs,23,20,23,2019-04-06,2019,14
26,Drip Too Hard,Lil Baby & Gunna,24,4,28,2019-04-06,2019,14
27,Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,28,19,28,2019-04-06,2019,14
28,Money,Cardi B,26,13,23,2019-04-06,2019,14
29,Better Now,Post Malone,27,3,48,2019-04-06,2019,14
30,You Say,Lauren Daigle,29,29,37,2019-04-06,2019,14
31,Pure Water,Mustard & Migos,34,9,34,2019-04-06,2019,14
32,Youngblood,5 Seconds Of Summer,33,7,43,2019-04-06,2019,14
33,Baby Shark,Pinkfong,37,32,13,2019-04-06,2019,14
34,MIA,Bad Bunny Featuring Drake,30,5,24,2019-04-06,2019,14
35,Look Back At It,A Boogie Wit da Hoodie,36,32,16,2019-04-06,2019,14
36,Envy Me,Calboy,39,15,39,2019-04-06,2019,14
37,Robbery,Juice WRLD,35,27,6,2019-04-06,2019,14
38,ZEZE,Kodak Black Featuring Travis Scott & Offset,31,2,24,2019-04-06,2019,14
39,Tequila,Dan + Shay,38,21,47,2019-04-06,2019,14
40,Talk,Khalid,41,7,41,2019-04-06,2019,14
41,Bury A Friend,Billie Eilish,46,14,9,2019-04-06,2019,14
42,Mixed Personalities,YNW Melly Featuring Kanye West,43,10,43,2019-04-06,2019,14
43,Act Up,City Girls,50,4,50,2019-04-06,2019,14
44,Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,45,38,14,2019-04-06,2019,14
45,I Like It,"Cardi B, Bad Bunny & J Balvin",44,1,51,2019-04-06,2019,14
46,Put A Date On It,Yo Gotti Featuring Lil Baby,49,9,49,2019-04-06,2019,14
47,Lucid Dreams,Juice WRLD,40,2,46,2019-04-06,2019,14
48,Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",42,11,26,2019-04-06,2019,14
49,Con Calma,Daddy Yankee & Katy Perry Featuring Snow,48,48,8,2019-04-06,2019,14
50,Twerk,City Girls Featuring Cardi B,51,29,12,2019-04-06,2019,14
51,Here Tonight,Brett Young,53,12,53,2019-04-06,2019,14
52,Who Do You Love,The Chainsmokers Featuring 5 Seconds Of Summer,54,7,54,2019-04-06,2019,14
53,Here With Me,Marshmello Featuring CHVRCHES,79,3,79,2019-04-06,2019,14
54,Eyes On You,Chase Rice,61,6,61,2019-04-06,2019,14
55,Worth It,YK Osiris,56,6,56,2019-04-06,2019,14
56,Bad Liar,Imagine Dragons,59,5,59,2019-04-06,2019,14
57,Close Friends,Lil Baby,58,28,22,2019-04-06,2019,14
58,Girls Need Love,Summer Walker X Drake,52,37,5,2019-04-06,2019,14
59,Good As You,Kane Brown,69,5,69,2019-04-06,2019,14
60,Miss Me More,Kelsea Ballerini,77,8,77,2019-04-06,2019,14
61,Undrunk,FLETCHER,68,3,68,2019-04-06,2019,14
62,Shot Clock,Ella Mai,65,9,65,2019-04-06,2019,14
63,Walk Me Home,P!nk,89,54,4,2019-04-06,2019,14
64,Millionaire,Chris Stapleton,47,47,16,2019-04-06,2019,14
65,Down To The Honkytonk,Jake Owen,81,13,81,2019-04-06,2019,14
66,Whiskey Glasses,Morgan Wallen,75,4,75,2019-04-06,2019,14
67,One That Got Away,Michael Ray,78,5,78,2019-04-06,2019,14
68,This Is It,Scotty McCreery,64,42,16,2019-04-06,2019,14
69,Look What God Gave Her,Thomas Rhett,80,52,4,2019-04-06,2019,14
70,Pure Cocaine,Lil Baby,57,46,14,2019-04-06,2019,14
71,There Was This Girl,Riley Green,72,5,72,2019-04-06,2019,14
72,Price On My Head,NAV Featuring The Weeknd,-,1,-,2019-04-06,2019,14
73,Saturday Nights,Khalid & Kane Brown,70,57,8,2019-04-06,2019,14
74,Make It Sweet,Old Dominion,76,13,76,2019-04-06,2019,14
75,I've Been Waiting,Lil Peep & iLoveMakonnen Featuring Fall Out Boy,84,3,84,2019-04-06,2019,14
76,Girl Like You,Jason Aldean,74,46,18,2019-04-06,2019,14
77,GIRL,Maren Morris,82,61,4,2019-04-06,2019,14
78,Confessions Of A Dangerous Mind,Logic,-,1,-,2019-04-06,2019,14
79,Take It From Me,Jordan Davis,63,46,13,2019-04-06,2019,14
80,Splashin,Rich The Kid,-,5,-,2019-04-06,2019,14
81,Night Shift,Jon Pardi,85,6,85,2019-04-06,2019,14
82,I,Lil Skies,71,39,4,2019-04-06,2019,14
83,Rumor,Lee Brice,88,3,88,2019-04-06,2019,14
84,Wish You Were Gay,Billie Eilish,87,59,4,2019-04-06,2019,14
85,I Can't Get Enough,"benny blanco, Tainy, Selena Gomez & J Balvin",66,66,4,2019-04-06,2019,14
86,Hear Me Calling,Juice WRLD,60,38,4,2019-04-06,2019,14
87,Faucet Failure,Ski Mask The Slump God,90,5,90,2019-04-06,2019,14
88,Talk You Out Of It,Florida Georgia Line,93,80,6,2019-04-06,2019,14
89,Tap,NAV Featuring Meek Mill,-,1,-,2019-04-06,2019,14
90,Calma,Pedro Capo X Farruko,91,3,91,2019-04-06,2019,14
91,Undecided,Chris Brown,73,35,12,2019-04-06,2019,14
92,On My Way To You,Cody Johnson,95,91,7,2019-04-06,2019,14
93,Secreto,Anuel AA & Karol G,94,68,8,2019-04-06,2019,14
94,Calling My Spirit,Kodak Black,92,46,17,2019-04-06,2019,14
95,Pop Out,Polo G Featuring Lil Tjay,-,1,-,2019-04-06,2019,14
96,Lovely,Billie Eilish & Khalid,98,64,21,2019-04-06,2019,14
97,Don't Call Me Up,Mabel,-,1,-,2019-04-06,2019,14
98,Last Hurrah,Bebe Rexha,-,1,-,2019-04-06,2019,14
99,Empty,Juice WRLD,67,41,3,2019-04-06,2019,14
100,Love Wins,Carrie Underwood,83,10,83,2019-04-06,2019,14
1,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,15,5,15,2019-04-13,2019,15
2,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,3,1,24,2019-04-13,2019,15
3,7 Rings,Ariana Grande,1,1,11,2019-04-13,2019,15
4,Wow.,Post Malone,2,2,15,2019-04-13,2019,15
5,Without Me,Halsey,4,1,26,2019-04-13,2019,15
6,Please Me,Cardi B & Bruno Mars,5,3,7,2019-04-13,2019,15
7,Bad Guy,Billie Eilish,-,1,-,2019-04-13,2019,15
8,Sucker,Jonas Brothers,9,1,5,2019-04-13,2019,15
9,Happier,Marshmello & Bastille,6,2,33,2019-04-13,2019,15
10,Middle Child,J. Cole,7,4,11,2019-04-13,2019,15
11,Shallow,Lady Gaga & Bradley Cooper,10,1,27,2019-04-13,2019,15
12,Eastside,"benny blanco, Halsey & Khalid",11,9,38,2019-04-13,2019,15
13,Thotiana,Blueface,8,8,12,2019-04-13,2019,15
14,Going Bad,Meek Mill Featuring Drake,12,6,18,2019-04-13,2019,15
15,Dancing With A Stranger,Sam Smith & Normani,17,12,17,2019-04-13,2019,15
16,Better,Khalid,29,29,0,2019-04-13,2019,15
17,High Hopes,Panic! At The Disco,13,4,35,2019-04-13,2019,15
18,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,14,2,8,2019-04-13,2019,15
19,Sweet But Psycho,Ava Max,20,16,20,2019-04-13,2019,15
20,Sicko Mode,Travis Scott,18,1,35,2019-04-13,2019,15
21,Murder On My Mind,YNW Melly,19,14,11,2019-04-13,2019,15
22,A Lot,21 Savage,12,15,12,2019-04-13,2019,15
23,Girls Like You,Maroon 5 Featuring Cardi B,1,45,1,2019-04-13,2019,15
24,"Thank U, Next",Ariana Grande,21,1,22,2019-04-13,2019,15
25,Bury A Friend,Billie Eilish,41,14,10,2019-04-13,2019,15
26,Beautiful Crazy,Luke Combs,25,23,21,2019-04-13,2019,15
27,Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,20,20,0,2019-04-13,2019,15
28,Be Alright,Dean Lewis,24,23,23,2019-04-13,2019,15
29,When The Party's Over,Billie Eilish,-,21,-,2019-04-13,2019,15
30,Drip Too Hard,Lil Baby & Gunna,26,4,29,2019-04-13,2019,15
31,Wish You Were Gay,Billie Eilish,84,5,84,2019-04-13,2019,15
32,You Say,Lauren Daigle,30,29,38,2019-04-13,2019,15
33,Pure Water,Mustard & Migos,31,31,10,2019-04-13,2019,15
34,Better Now,Post Malone,29,3,49,2019-04-13,2019,15
35,Xanny,Billie Eilish,-,1,-,2019-04-13,2019,15
36,Money,Cardi B,28,13,24,2019-04-13,2019,15
37,Look Back At It,A Boogie Wit da Hoodie,35,32,17,2019-04-13,2019,15
38,Envy Me,Calboy,36,36,16,2019-04-13,2019,15
39,Talk,Khalid,40,8,40,2019-04-13,2019,15
40,Youngblood,5 Seconds Of Summer,32,7,44,2019-04-13,2019,15
41,You Should See Me In A Crown,Billie Eilish,-,2,-,2019-04-13,2019,15
42,Baby Shark,Pinkfong,33,32,14,2019-04-13,2019,15
43,My Strange Addiction,Billie Eilish,-,1,-,2019-04-13,2019,15
44,Racks In The Middle,Nipsey Hussle Featuring Roddy Ricch & Hit-Boy,-,1,-,2019-04-13,2019,15
45,MIA,Bad Bunny Featuring Drake,34,5,25,2019-04-13,2019,15
46,All The Good Girls Go To Hell,Billie Eilish,-,1,-,2019-04-13,2019,15
47,Act Up,City Girls,43,43,5,2019-04-13,2019,15
48,Robbery,Juice WRLD,37,27,7,2019-04-13,2019,15
49,ZEZE,Kodak Black Featuring Travis Scott & Offset,38,2,25,2019-04-13,2019,15
50,Tequila,Dan + Shay,39,21,48,2019-04-13,2019,15
51,Here Tonight,Brett Young,13,13,0,2019-04-13,2019,15
52,Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,44,38,15,2019-04-13,2019,15
53,I Love You,Billie Eilish,-,1,-,2019-04-13,2019,15
54,Mixed Personalities,YNW Melly Featuring Kanye West,42,42,11,2019-04-13,2019,15
55,Here With Me,Marshmello Featuring CHVRCHES,53,53,4,2019-04-13,2019,15
56,Who Do You Love,The Chainsmokers Featuring 5 Seconds Of Summer,52,52,8,2019-04-13,2019,15
57,Put A Date On It,Yo Gotti Featuring Lil Baby,46,46,10,2019-04-13,2019,15
58,Con Calma,Daddy Yankee & Katy Perry Featuring Snow,49,48,9,2019-04-13,2019,15
59,God's Country,Blake Shelton,-,1,-,2019-04-13,2019,15
60,Worth It,YK Osiris,55,55,7,2019-04-13,2019,15
61,Eyes On You,Chase Rice,54,54,7,2019-04-13,2019,15
62,Ilomilo,Billie Eilish,-,1,-,2019-04-13,2019,15
63,Listen Before I Go,Billie Eilish,-,1,-,2019-04-13,2019,15
64,Close Friends,Lil Baby,57,28,23,2019-04-13,2019,15
65,Double Up,Nipsey Hussle Featuring Belly & DOM KENNEDY,-,1,-,2019-04-13,2019,15
66,Bad Liar,Imagine Dragons,56,56,6,2019-04-13,2019,15
67,Whiskey Glasses,Morgan Wallen,66,66,5,2019-04-13,2019,15
68,Good As You,Kane Brown,59,59,6,2019-04-13,2019,15
69,One That Got Away,Michael Ray,67,67,6,2019-04-13,2019,15
70,Monopoly,Ariana Grande & Victoria Monet,-,1,-,2019-04-13,2019,15
71,Miss Me More,Kelsea Ballerini,60,60,9,2019-04-13,2019,15
72,Shot Clock,Ella Mai,62,62,10,2019-04-13,2019,15
73,Make It Sweet,Old Dominion,74,14,74,2019-04-13,2019,15
74,Look What God Gave Her,Thomas Rhett,69,52,5,2019-04-13,2019,15
75,There Was This Girl,Riley Green,71,71,6,2019-04-13,2019,15
76,Girls Need Love,Summer Walker X Drake,58,37,6,2019-04-13,2019,15
77,Undrunk,FLETCHER,61,61,4,2019-04-13,2019,15
78,I've Been Waiting,Lil Peep & iLoveMakonnen Featuring Fall Out Boy,75,75,4,2019-04-13,2019,15
79,8,Billie Eilish,-,1,-,2019-04-13,2019,15
80,Walk Me Home,P!nk,63,54,5,2019-04-13,2019,15
81,Saturday Nights,Khalid & Kane Brown,73,57,9,2019-04-13,2019,15
82,Last Time That I Checc'd,Nipsey Hussle Featuring YG,-,1,-,2019-04-13,2019,15
83,Twerk,City Girls Featuring Cardi B,50,29,13,2019-04-13,2019,15
84,GIRL,Maren Morris,77,61,5,2019-04-13,2019,15
85,Lovely,Billie Eilish & Khalid,96,64,22,2019-04-13,2019,15
86,Calma,Pedro Capo X Farruko,90,4,90,2019-04-13,2019,15
87,Suge,DaBaby,-,1,-,2019-04-13,2019,15
88,Night Shift,Jon Pardi,81,81,7,2019-04-13,2019,15
89,This Is It,Scotty McCreery,68,42,17,2019-04-13,2019,15
90,Rumor,Lee Brice,83,83,4,2019-04-13,2019,15
91,I Can't Get Enough,"benny blanco, Tainy, Selena Gomez & J Balvin",85,66,5,2019-04-13,2019,15
92,Don't Call Me Up,Mabel,97,2,97,2019-04-13,2019,15
93,Dedication,Nipsey Hussle Featuring Kendrick Lamar,-,1,-,2019-04-13,2019,15
94,Ocean Eyes,Billie Eilish,-,7,-,2019-04-13,2019,15
95,Millionaire,Chris Stapleton,64,47,17,2019-04-13,2019,15
96,Talk You Out Of It,Florida Georgia Line,88,80,7,2019-04-13,2019,15
97,Faucet Failure,Ski Mask The Slump God,87,87,6,2019-04-13,2019,15
98,Girl Like You,Jason Aldean,76,46,19,2019-04-13,2019,15
99,Pure Cocaine,Lil Baby,70,46,15,2019-04-13,2019,15
100,Pop Out,Polo G Featuring Lil Tjay,95,95,2,2019-04-13,2019,15
1,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,6,6,0,2019-04-20,2019,16
2,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,1,25,1,2019-04-20,2019,16
3,Wow.,Post Malone,4,2,16,2019-04-20,2019,16
4,7 Rings,Ariana Grande,3,1,12,2019-04-20,2019,16
5,Without Me,Halsey,1,27,1,2019-04-20,2019,16
6,Sucker,Jonas Brothers,8,1,8,2019-04-20,2019,16
7,Please Me,Cardi B & Bruno Mars,6,3,8,2019-04-20,2019,16
8,Better,Khalid,16,30,16,2019-04-20,2019,16
9,Middle Child,J. Cole,10,4,12,2019-04-20,2019,16
10,Happier,Marshmello & Bastille,9,2,34,2019-04-20,2019,16
11,Bad Guy,Billie Eilish,7,7,2,2019-04-20,2019,16
12,Dancing With A Stranger,Sam Smith & Normani,15,13,15,2019-04-20,2019,16
13,Shallow,Lady Gaga & Bradley Cooper,11,1,28,2019-04-20,2019,16
14,Eastside,"benny blanco, Halsey & Khalid",12,9,39,2019-04-20,2019,16
15,Going Bad,Meek Mill Featuring Drake,14,6,19,2019-04-20,2019,16
16,Sweet But Psycho,Ava Max,19,17,19,2019-04-20,2019,16
17,Thotiana,Blueface,13,8,13,2019-04-20,2019,16
18,Talk,Khalid,39,9,39,2019-04-20,2019,16
19,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,18,2,9,2019-04-20,2019,16
20,High Hopes,Panic! At The Disco,17,4,36,2019-04-20,2019,16
21,Beautiful Crazy,Luke Combs,26,22,26,2019-04-20,2019,16
22,A Lot,21 Savage,12,16,12,2019-04-20,2019,16
23,Girls Like You,Maroon 5 Featuring Cardi B,1,46,1,2019-04-20,2019,16
24,Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,27,21,27,2019-04-20,2019,16
25,Sicko Mode,Travis Scott,20,1,36,2019-04-20,2019,16
26,Racks In The Middle,Nipsey Hussle Featuring Roddy Ricch & Hit-Boy,44,2,44,2019-04-20,2019,16
27,Cool,Jonas Brothers,-,1,-,2019-04-20,2019,16
28,Murder On My Mind,YNW Melly,21,14,12,2019-04-20,2019,16
29,Be Alright,Dean Lewis,28,23,24,2019-04-20,2019,16
30,Bury A Friend,Billie Eilish,25,14,11,2019-04-20,2019,16
31,"Thank U, Next",Ariana Grande,24,1,23,2019-04-20,2019,16
32,Drip Too Hard,Lil Baby & Gunna,30,4,30,2019-04-20,2019,16
33,Pure Water,Mustard & Migos,31,11,31,2019-04-20,2019,16
34,Envy Me,Calboy,38,17,38,2019-04-20,2019,16
35,You Say,Lauren Daigle,32,29,39,2019-04-20,2019,16
36,Look Back At It,A Boogie Wit da Hoodie,37,32,18,2019-04-20,2019,16
37,Better Now,Post Malone,34,3,50,2019-04-20,2019,16
38,Tequila,Dan + Shay,50,21,49,2019-04-20,2019,16
39,When The Party's Over,Billie Eilish,29,29,22,2019-04-20,2019,16
40,Act Up,City Girls,47,6,47,2019-04-20,2019,16
41,Kill This Love,BLACKPINK,-,1,-,2019-04-20,2019,16
42,Baby Shark,Pinkfong,32,15,32,2019-04-20,2019,16
43,Youngblood,5 Seconds Of Summer,40,7,45,2019-04-20,2019,16
44,Money,Cardi B,36,13,25,2019-04-20,2019,16
45,Here Tonight,Brett Young,51,14,51,2019-04-20,2019,16
46,Here With Me,Marshmello Featuring CHVRCHES,55,5,55,2019-04-20,2019,16
47,MIA,Bad Bunny Featuring Drake,45,5,26,2019-04-20,2019,16
48,Look What God Gave Her,Thomas Rhett,74,6,74,2019-04-20,2019,16
49,God's Country,Blake Shelton,59,2,59,2019-04-20,2019,16
50,Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,52,38,16,2019-04-20,2019,16
51,Wish You Were Gay,Billie Eilish,31,31,6,2019-04-20,2019,16
52,Eyes On You,Chase Rice,61,8,61,2019-04-20,2019,16
53,Good As You,Kane Brown,68,7,68,2019-04-20,2019,16
54,Who Do You Love,The Chainsmokers Featuring 5 Seconds Of Summer,56,52,9,2019-04-20,2019,16
55,My Bad,Khalid,-,3,-,2019-04-20,2019,16
56,Mixed Personalities,YNW Melly Featuring Kanye West,54,42,12,2019-04-20,2019,16
57,Saturday Nights,Khalid & Kane Brown,81,10,81,2019-04-20,2019,16
58,Outta My Head,Khalid With John Mayer,-,1,-,2019-04-20,2019,16
59,Robbery,Juice WRLD,48,27,8,2019-04-20,2019,16
60,Make It Sweet,Old Dominion,73,15,73,2019-04-20,2019,16
61,Worth It,YK Osiris,60,55,8,2019-04-20,2019,16
62,Whiskey Glasses,Morgan Wallen,67,6,67,2019-04-20,2019,16
63,Suge,DaBaby,87,2,87,2019-04-20,2019,16
64,Con Calma,Daddy Yankee & Katy Perry Featuring Snow,58,48,10,2019-04-20,2019,16
65,Close Friends,Lil Baby,64,28,24,2019-04-20,2019,16
66,Miss Me More,Kelsea Ballerini,71,60,10,2019-04-20,2019,16
67,I've Been Waiting,Lil Peep & iLoveMakonnen Featuring Fall Out Boy,78,5,78,2019-04-20,2019,16
