rank,name,singer,last_week,peak_pos,weeks_on_chart,chart_date,year,week
1,Work,Rihanna Featuring Drake,4,4,4,2016-03-05,2016,9
2,Love Yourself,Justin Bieber,1,1,14,2016-03-05,2016,9
3,Stressed Out,Twenty One Pilots,2,2,22,2016-03-05,2016,9
4,Sorry,Justin Bieber,3,1,17,2016-03-05,2016,9
5,My House,Flo Rida,15,15,0,2016-03-05,2016,9
6,Pillowtalk,Zayn,7,1,3,2016-03-05,2016,9
7,Hello,Adele,6,1,17,2016-03-05,2016,9
8,"Me, Myself & I",G-Eazy x Bebe Rexha,16,16,0,2016-03-05,2016,9
9,Roses,The Chainsmokers Featuring Rozes,6,18,6,2016-03-05,2016,9
10,Cake By The Ocean,DNCE,11,18,11,2016-03-05,2016,9
11,Hands To Myself,Selena Gomez,12,7,12,2016-03-05,2016,9
12,One Call Away,Charlie Puth,15,15,0,2016-03-05,2016,9
13,Stitches,Shawn Mendes,10,4,39,2016-03-05,2016,9
14,When We Were Young,Adele,20,13,20,2016-03-05,2016,9
15,In The Night,The Weeknd,14,12,14,2016-03-05,2016,9
16,Don't,Bryson Tiller,17,13,21,2016-03-05,2016,9
17,Same Old Love,Selena Gomez,18,5,23,2016-03-05,2016,9
18,Down In The DM,Yo Gotti Featuring Nicki Minaj,21,12,21,2016-03-05,2016,9
19,Hotline Bling,Drake,16,2,29,2016-03-05,2016,9
20,7 Years,Lukas Graham,35,5,35,2016-03-05,2016,9
21,Here,Alessia Cara,19,5,29,2016-03-05,2016,9
22,Uptown Funk!,Mark Ronson Featuring Bruno Mars,-,1,56,2016-03-05,2016,9
23,Jumpman,Drake & Future,22,12,22,2016-03-05,2016,9
24,I Took A Pill In Ibiza,Mike Posner,33,5,33,2016-03-05,2016,9
25,What Do You Mean?,Justin Bieber,23,1,23,2016-03-05,2016,9
26,Hide Away,Daya,24,24,22,2016-03-05,2016,9
27,The Hills,The Weeknd,25,1,39,2016-03-05,2016,9
28,Adventure Of A Lifetime,Coldplay,13,13,15,2016-03-05,2016,9
29,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,27,8,33,2016-03-05,2016,9
30,Say It,Tory Lanez,29,23,18,2016-03-05,2016,9
31,Summer Sixteen,Drake,26,6,3,2016-03-05,2016,9
32,Can't Feel My Face,The Weeknd,42,1,37,2016-03-05,2016,9
33,Ex's & Oh's,Elle King,36,10,36,2016-03-05,2016,9
34,679,Fetty Wap Featuring Remy Boyz,31,4,31,2016-03-05,2016,9
35,Die A Happy Man,Thomas Rhett,30,21,22,2016-03-05,2016,9
36,Antidote,Travis Scott,32,16,24,2016-03-05,2016,9
37,I Know What You Did Last Summer,Shawn Mendes & Camila Cabello,28,20,14,2016-03-05,2016,9
38,Let It Go,James Bay,75,9,75,2016-03-05,2016,9
39,White Iverson,Post Malone,34,14,24,2016-03-05,2016,9
40,2 Phones,Kevin Gates,44,7,44,2016-03-05,2016,9
41,Stand By You,Rachel Platten,37,37,14,2016-03-05,2016,9
42,Heartbeat,Carrie Underwood,55,7,55,2016-03-05,2016,9
43,Exchange,Bryson Tiller,39,39,17,2016-03-05,2016,9
44,See You Again,Wiz Khalifa Featuring Charlie Puth,45,1,50,2016-03-05,2016,9
45,Oui,Jeremih,48,7,48,2016-03-05,2016,9
46,Wildest Dreams,Taylor Swift,38,5,26,2016-03-05,2016,9
47,Break Up In A Small Town,Sam Hunt,40,29,20,2016-03-05,2016,9
48,On My Mind,Ellie Goulding,41,13,22,2016-03-05,2016,9
49,Lean On,Major Lazer X DJ Snake Featuring MO,46,4,46,2016-03-05,2016,9
50,Back To Sleep,Chris Brown,48,10,48,2016-03-05,2016,9
51,Best Friend,Young Thug,53,45,13,2016-03-05,2016,9
52,Home Alone Tonight,Luke Bryan Featuring Karen Fairchild,43,38,13,2016-03-05,2016,9
53,Out Of The Woods,Taylor Swift,51,18,9,2016-03-05,2016,9
54,Make Me Like You,Gwen Stefani,-,1,-,2016-03-05,2016,9
55,You Should Be Here,Cole Swindell,54,54,10,2016-03-05,2016,9
56,Sugar,Robin Schulz Featuring Francesco Yates,57,54,7,2016-03-05,2016,9
57,Backroad Song,Granger Smith,49,49,11,2016-03-05,2016,9
58,Get Ugly,Jason Derulo,56,52,9,2016-03-05,2016,9
59,Low Life,Future Featuring The Weeknd,52,52,2,2016-03-05,2016,9
60,Dibs,Kelsea Ballerini,58,58,16,2016-03-05,2016,9
61,Drunk On Your Love,Brett Eldredge,59,59,6,2016-03-05,2016,9
62,Something In The Way You Move,Ellie Goulding,66,4,66,2016-03-05,2016,9
63,My Church,Maren Morris,65,4,65,2016-03-05,2016,9
64,Beautiful Drug,Zac Brown Band,60,60,13,2016-03-05,2016,9
65,Jimmy Choo,Fetty Wap,69,2,69,2016-03-05,2016,9
66,Break On Me.,Keith Urban,61,61,8,2016-03-05,2016,9
67,Really Really,Kevin Gates,62,59,9,2016-03-05,2016,9
