rank,name,singer,last_week,peak_pos,weeks_on_chart,chart_date,year,week
53,I Was On A Boat That Day,Old Dominion,56,12,56,2021-10-02,2021,39
54,Memory I Don't Mess With,Lee Brice,62,9,62,2021-10-02,2021,39
55,Buy Dirt,Jordan Davis Featuring Luke Bryan,51,51,7,2021-10-02,2021,39
56,Have Mercy,Chloe,28,28,2,2021-10-02,2021,39
57,Love All,Drake Featuring JAY-Z,35,10,3,2021-10-02,2021,39
58,Whole Lotta Money,BIA Featuring Nicki Minaj,61,16,11,2021-10-02,2021,39
59,N 2 Deep,Drake Featuring Future,33,12,3,2021-10-02,2021,39
60,Waves,Luke Bryan,52,24,14,2021-10-02,2021,39
61,Sharing Locations,Meek Mill Featuring Lil Baby & Lil Durk,65,22,4,2021-10-02,2021,39
62,Woman,Doja Cat,67,8,67,2021-10-02,2021,39
63,Lonely,DaBaby X Lil Wayne,68,2,68,2021-10-02,2021,39
64,Gyalis,Capella Grey,70,8,70,2021-10-02,2021,39
65,2055,Sleepy Hallow,66,51,10,2021-10-02,2021,39
66,Papi's Home,Drake,41,8,3,2021-10-02,2021,39
67,My Boy,Elvie Shane,74,13,74,2021-10-02,2021,39
68,Pipe Down,Drake,45,14,3,2021-10-02,2021,39
69,Cold As You,Luke Combs,79,8,79,2021-10-02,2021,39
70,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,73,53,22,2021-10-02,2021,39
71,On My Side,YoungBoy Never Broke Again,-,1,-,2021-10-02,2021,39
72,Dead Right Now,Lil Nas X,-,1,-,2021-10-02,2021,39
73,Memory,Kane Brown X blackbear,81,50,11,2021-10-02,2021,39
74,Cold Heart (PNAU Remix),Elton John & Dua Lipa,98,3,98,2021-10-02,2021,39
75,Volvi,Aventura x Bad Bunny,80,22,8,2021-10-02,2021,39
76,Moon,Kanye West,58,17,4,2021-10-02,2021,39
77,Drinkin' Beer. Talkin' God. Amen.,Chase Rice Featuring Florida Georgia Line,24,17,24,2021-10-02,2021,39
78,Baddest,"Yung Bleu, Chris Brown & 2 Chainz",94,8,94,2021-10-02,2021,39
79,Life Support,YoungBoy Never Broke Again,63,63,2,2021-10-02,2021,39
80,Love Nwantiti (Ah Ah Ah),CKay,-,1,-,2021-10-02,2021,39
81,Thinking 'Bout You,Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter,91,6,91,2021-10-02,2021,39
82,Todo de Ti,Rauw Alejandro,32,17,32,2021-10-02,2021,39
83,You Should Probably Leave,Chris Stapleton,92,63,12,2021-10-02,2021,39
84,Get Into It (Yuh),Doja Cat,85,68,7,2021-10-02,2021,39
85,Yonaguni,Bad Bunny,87,10,16,2021-10-02,2021,39
86,Tales Of Dominica,Lil Nas X,-,1,-,2021-10-02,2021,39
87,Summer Of Love,Shawn Mendes & Tainy,93,48,5,2021-10-02,2021,39
88,One Of Me,Lil Nas X Featuring Elton John,-,1,-,2021-10-02,2021,39
89,Race My Mind,Drake,54,18,3,2021-10-02,2021,39
90,Lost In The Citadel,Lil Nas X,-,1,-,2021-10-02,2021,39
91,Sun Goes Down,Lil Nas X,-,66,2,2021-10-02,2021,39
92,7am On Bridle Path,Drake,57,16,3,2021-10-02,2021,39
93,Off The Grid,Kanye West,75,11,4,2021-10-02,2021,39
94,In Da Getto,J Balvin & Skrillex,90,90,3,2021-10-02,2021,39
95,Skate,Silk Sonic (Bruno Mars & Anderson .Paak),71,14,8,2021-10-02,2021,39
96,Knowing You,Kenny Chesney,100,87,6,2021-10-02,2021,39
97,Am I Dreaming,Lil Nas X Featuring Miley Cyrus,-,1,-,2021-10-02,2021,39
98,Same Boat,Zac Brown Band,-,1,-,2021-10-02,2021,39
99,Come Through,H.E.R. Featuring Chris Brown,95,64,15,2021-10-02,2021,39
100,Don't Go Yet,Camila Cabello,88,42,9,2021-10-02,2021,39
1,My Universe,Coldplay x BTS,-,-,0,2021-10-09,2021,40
2,Stay,The Kid LAROI & Justin Bieber,1,1,12,2021-10-09,2021,40
3,Industry Baby,Lil Nas X & Jack Harlow,2,2,10,2021-10-09,2021,40
4,Way 2 Sexy,Drake Featuring Future & Young Thug,3,1,3,2021-10-09,2021,40
5,Fancy Like,Walker Hayes,15,15,0,2021-10-09,2021,40
6,Bad Habits,Ed Sheeran,4,2,14,2021-10-09,2021,40
7,Good 4 U,Olivia Rodrigo,6,1,20,2021-10-09,2021,40
8,Kiss Me More,Doja Cat Featuring SZA,7,3,25,2021-10-09,2021,40
9,Knife Talk,Drake Featuring 21 Savage & Project Pat,8,4,4,2021-10-09,2021,40
10,Levitating,Dua Lipa,11,2,52,2021-10-09,2021,40
11,Essence,Wizkid Featuring Justin Bieber & Tems,14,13,14,2021-10-09,2021,40
12,Save Your Tears,The Weeknd & Ariana Grande,1,42,1,2021-10-09,2021,40
13,Montero (Call Me By Your Name),Lil Nas X,9,1,27,2021-10-09,2021,40
14,Shivers,Ed Sheeran,17,3,17,2021-10-09,2021,40
15,Heat Waves,Glass Animals,16,37,16,2021-10-09,2021,40
16,Need To Know,Doja Cat,18,14,18,2021-10-09,2021,40
17,Girls Want Girls,Drake Featuring Lil Baby,13,2,4,2021-10-09,2021,40
18,You Right,Doja Cat & The Weeknd,19,11,14,2021-10-09,2021,40
19,Beggin',Maneskin,20,14,20,2021-10-09,2021,40
20,Wockesha,Moneybagg Yo,35,23,35,2021-10-09,2021,40
21,If I Didn't Love You,Jason Aldean & Carrie Underwood,22,15,10,2021-10-09,2021,40
22,Take My Breath,The Weeknd,21,6,8,2021-10-09,2021,40
23,Fair Trade,Drake Featuring Travis Scott,15,3,4,2021-10-09,2021,40
24,Thats What I Want,Lil Nas X,10,10,2,2021-10-09,2021,40
25,Traitor,Olivia Rodrigo,9,19,9,2021-10-09,2021,40
26,Cold Beer Calling My Name,Jameson Rodgers Featuring Luke Combs,29,13,29,2021-10-09,2021,40
27,Chasing After You,Ryan Hurd With Maren Morris,32,22,32,2021-10-09,2021,40
28,Bad Morning,YoungBoy Never Broke Again,-,1,-,2021-10-09,2021,40
29,Pepas,Farruko,27,26,10,2021-10-09,2021,40
30,Deja Vu,Olivia Rodrigo,23,3,26,2021-10-09,2021,40
31,Happier Than Ever,Billie Eilish,28,11,9,2021-10-09,2021,40
32,Your Heart,Joyner Lucas & J. Cole,-,1,-,2021-10-09,2021,40
33,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),1,30,1,2021-10-09,2021,40
34,Hurricane,Kanye West,31,6,5,2021-10-09,2021,40
35,A-O-K,Tai Verdes,39,13,39,2021-10-09,2021,40
36,Butter,BTS,24,1,19,2021-10-09,2021,40
37,On My Side,YoungBoy Never Broke Again,71,2,71,2021-10-09,2021,40
38,Too Easy,Gunna & Future,-,1,-,2021-10-09,2021,40
39,Leave Before You Love Me,Marshmello X Jonas Brothers,26,19,19,2021-10-09,2021,40
40,No Where,YoungBoy Never Broke Again,-,1,-,2021-10-09,2021,40
41,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,36,1,28,2021-10-09,2021,40
42,Family Ties,Baby Keem & Kendrick Lamar,38,18,5,2021-10-09,2021,40
43,Memory I Don't Mess With,Lee Brice,54,10,54,2021-10-09,2021,40
44,Late At Night,Roddy Ricch,45,20,17,2021-10-09,2021,40
45,Things A Man Oughta Know,Lainey Wilson,34,32,20,2021-10-09,2021,40
46,Cold Heart (PNAU Remix),Elton John & Dua Lipa,74,4,74,2021-10-09,2021,40
47,Meet Me At Our Spot,THE ANXIETY: WILLOW & Tyler Cole,44,44,3,2021-10-09,2021,40
48,Life Support,YoungBoy Never Broke Again,79,3,79,2021-10-09,2021,40
49,I Was On A Boat That Day,Old Dominion,53,13,53,2021-10-09,2021,40
50,Love Nwantiti (Ah Ah Ah),CKay,80,2,80,2021-10-09,2021,40
51,Wild Side,Normani Featuring Cardi B,52,14,11,2021-10-09,2021,40
52,Whole Lotta Money,BIA Featuring Nicki Minaj,58,16,12,2021-10-09,2021,40
53,Hold Me Down,YoungBoy Never Broke Again,-,1,-,2021-10-09,2021,40
54,Champagne Poetry,Drake,30,4,4,2021-10-09,2021,40
55,Buy Dirt,Jordan Davis Featuring Luke Bryan,51,8,51,2021-10-09,2021,40
56,Have Mercy,Chloe,28,3,28,2021-10-09,2021,40
57,Love Again,Dua Lipa,51,51,11,2021-10-09,2021,40
58,Nevada,YoungBoy Never Broke Again,-,1,-,2021-10-09,2021,40
59,50 Shots,YoungBoy Never Broke Again,-,1,-,2021-10-09,2021,40
60,No Friends In The Industry,Drake,40,11,4,2021-10-09,2021,40
61,Smoke Strong,YoungBoy Never Broke Again,-,1,-,2021-10-09,2021,40
62,Break Or Make Me,YoungBoy Never Broke Again,-,1,-,2021-10-09,2021,40
63,You Time,Scotty McCreery,50,50,9,2021-10-09,2021,40
64,Gyalis,Capella Grey,9,9,0,2021-10-09,2021,40
65,Cold As You,Luke Combs,69,9,69,2021-10-09,2021,40
66,My Boy,Elvie Shane,67,14,67,2021-10-09,2021,40
67,Sincerely,YoungBoy Never Broke Again,-,1,-,2021-10-09,2021,40
68,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,70,53,23,2021-10-09,2021,40
69,I Can't Take It Back,YoungBoy Never Broke Again,-,1,-,2021-10-09,2021,40
70,Waves,Luke Bryan,60,24,15,2021-10-09,2021,40
71,Sharing Locations,Meek Mill Featuring Lil Baby & Lil Durk,61,22,5,2021-10-09,2021,40
72,In The Bible,Drake Featuring Lil Durk & Giveon,43,7,4,2021-10-09,2021,40
73,Thot Shit,Megan Thee Stallion,49,16,16,2021-10-09,2021,40
74,Rumors,Lizzo Featuring Cardi B,46,4,7,2021-10-09,2021,40
75,Woman,Doja Cat,62,62,9,2021-10-09,2021,40
76,Thinking 'Bout You,Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter,81,7,81,2021-10-09,2021,40
77,Baddest,"Yung Bleu, Chris Brown & 2 Chainz",78,9,78,2021-10-09,2021,40
78,2055,Sleepy Hallow,65,51,11,2021-10-09,2021,40
79,Memory,Kane Brown X blackbear,73,50,12,2021-10-09,2021,40
80,Forgiato,YoungBoy Never Broke Again,-,1,-,2021-10-09,2021,40
81,You Should Probably Leave,Chris Stapleton,83,63,13,2021-10-09,2021,40
82,Drinkin' Beer. Talkin' God. Amen.,Chase Rice Featuring Florida Georgia Line,77,24,18,2021-10-09,2021,40
83,Rich Shit,YoungBoy Never Broke Again,-,1,-,2021-10-09,2021,40
84,TSU,Drake,48,9,4,2021-10-09,2021,40
85,Volvi,Aventura x Bad Bunny,75,22,9,2021-10-09,2021,40
86,Todo de Ti,Rauw Alejandro,82,32,18,2021-10-09,2021,40
87,Love All,Drake Featuring JAY-Z,57,10,4,2021-10-09,2021,40
88,N 2 Deep,Drake Featuring Future,59,12,4,2021-10-09,2021,40
89,Yonaguni,Bad Bunny,85,10,17,2021-10-09,2021,40
90,Knowing You,Kenny Chesney,96,87,7,2021-10-09,2021,40
91,For Tonight,Giveon,-,1,-,2021-10-09,2021,40
92,Baddest Thing,YoungBoy Never Broke Again,-,1,-,2021-10-09,2021,40
93,Summer Of Love,Shawn Mendes & Tainy,87,48,6,2021-10-09,2021,40
94,Get Into It (Yuh),Doja Cat,84,68,8,2021-10-09,2021,40
95,Same Boat,Zac Brown Band,98,2,98,2021-10-09,2021,40
96,Pipe Down,Drake,68,14,4,2021-10-09,2021,40
97,Papi's Home,Drake,66,8,4,2021-10-09,2021,40
98,Chosen,Blxst & Tyga Featuring Ty Dolla $ign,-,1,-,2021-10-09,2021,40
99,Toxic Punk,YoungBoy Never Broke Again,-,1,-,2021-10-09,2021,40
100,Moon,Kanye West,76,17,5,2021-10-09,2021,40
1,Stay,The Kid LAROI & Justin Bieber,2,13,2,2021-10-16,2021,41
2,Industry Baby,Lil Nas X & Jack Harlow,3,11,3,2021-10-16,2021,41
3,Fancy Like,Walker Hayes,5,16,5,2021-10-16,2021,41
4,Way 2 Sexy,Drake Featuring Future & Young Thug,1,5,1,2021-10-16,2021,41
5,Bad Habits,Ed Sheeran,6,2,15,2021-10-16,2021,41
6,Good 4 U,Olivia Rodrigo,7,1,21,2021-10-16,2021,41
7,Kiss Me More,Doja Cat Featuring SZA,8,3,26,2021-10-16,2021,41
8,Levitating,Dua Lipa,10,2,53,2021-10-16,2021,41
9,Knife Talk,Drake Featuring 21 Savage & Project Pat,4,5,4,2021-10-16,2021,41
10,Essence,Wizkid Featuring Justin Bieber & Tems,11,14,11,2021-10-16,2021,41
11,Shivers,Ed Sheeran,14,4,14,2021-10-16,2021,41
12,My Universe,Coldplay x BTS,1,1,2,2021-10-16,2021,41
13,Need To Know,Doja Cat,16,17,16,2021-10-16,2021,41
14,Save Your Tears,The Weeknd & Ariana Grande,12,1,43,2021-10-16,2021,41
15,Heat Waves,Glass Animals,38,38,0,2021-10-16,2021,41
16,Beggin',Maneskin,19,15,19,2021-10-16,2021,41
17,Montero (Call Me By Your Name),Lil Nas X,13,1,28,2021-10-16,2021,41
18,You Right,Doja Cat & The Weeknd,11,15,11,2021-10-16,2021,41
19,If I Didn't Love You,Jason Aldean & Carrie Underwood,21,15,11,2021-10-16,2021,41
20,Girls Want Girls,Drake Featuring Lil Baby,17,2,5,2021-10-16,2021,41
21,Traitor,Olivia Rodrigo,25,9,20,2021-10-16,2021,41
22,Take My Breath,The Weeknd,6,9,6,2021-10-16,2021,41
23,Sharing Locations,Meek Mill Featuring Lil Baby & Lil Durk,71,22,6,2021-10-16,2021,41
24,Chasing After You,Ryan Hurd With Maren Morris,27,23,27,2021-10-16,2021,41
25,Pepas,Farruko,29,11,29,2021-10-16,2021,41
26,Thats What I Want,Lil Nas X,24,10,3,2021-10-16,2021,41
27,Wockesha,Moneybagg Yo,20,20,24,2021-10-16,2021,41
28,Cold Beer Calling My Name,Jameson Rodgers Featuring Luke Combs,26,26,14,2021-10-16,2021,41
29,Happier Than Ever,Billie Eilish,31,11,10,2021-10-16,2021,41
30,Fair Trade,Drake Featuring Travis Scott,23,3,5,2021-10-16,2021,41
31,Deja Vu,Olivia Rodrigo,30,3,27,2021-10-16,2021,41
32,Cold Heart (PNAU Remix),Elton John & Dua Lipa,46,5,46,2021-10-16,2021,41
33,Memory I Don't Mess With,Lee Brice,43,11,43,2021-10-16,2021,41
34,A-O-K,Tai Verdes,35,14,35,2021-10-16,2021,41
35,Love Nwantiti (Ah Ah Ah),CKay,50,3,50,2021-10-16,2021,41
36,Intro (Hate On Me),Meek Mill,-,1,-,2021-10-16,2021,41
37,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),33,1,31,2021-10-16,2021,41
38,Gyalis,Capella Grey,64,10,64,2021-10-16,2021,41
39,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,41,1,29,2021-10-16,2021,41
40,Leave Before You Love Me,Marshmello X Jonas Brothers,39,19,20,2021-10-16,2021,41
41,Love Again,Dua Lipa,57,12,57,2021-10-16,2021,41
42,My Boy,Elvie Shane,66,15,66,2021-10-16,2021,41
43,Buy Dirt,Jordan Davis Featuring Luke Bryan,55,9,55,2021-10-16,2021,41
44,Hurricane,Kanye West,34,6,6,2021-10-16,2021,41
45,I Was On A Boat That Day,Old Dominion,49,14,49,2021-10-16,2021,41
46,Family Ties,Baby Keem & Kendrick Lamar,42,18,6,2021-10-16,2021,41
47,Meet Me At Our Spot,THE ANXIETY: WILLOW & Tyler Cole,44,4,44,2021-10-16,2021,41
48,Wild Side,Normani Featuring Cardi B,51,14,12,2021-10-16,2021,41
49,Late At Night,Roddy Ricch,44,20,18,2021-10-16,2021,41
50,Have Mercy,Chloe,56,28,4,2021-10-16,2021,41
51,You Should Probably Leave,Chris Stapleton,81,14,81,2021-10-16,2021,41
52,Whole Lotta Money,BIA Featuring Nicki Minaj,16,13,16,2021-10-16,2021,41
