rank,name,singer,last_week,peak_pos,weeks_on_chart,chart_date,year,week
54,Dah Dah DahDah,Nardo Wick,48,48,5,2022-09-10,2022,36
55,Juice WRLD Did,DJ Khaled Featuring Juice WRLD,-,1,-,2022-09-10,2022,36
56,Sticky,Drake,46,6,11,2022-09-10,2022,36
57,Keep Going,"DJ Khaled Featuring Lil Durk, 21 Savage & Roddy Ricch",-,1,-,2022-09-10,2022,36
58,Bones,Imagine Dragons,51,51,15,2022-09-10,2022,36
59,Victoria's Secret,Jax,52,52,5,2022-09-10,2022,36
60,Hot Shit,"Cardi B, Ye & Lil Durk",49,13,9,2022-09-10,2022,36
61,Free Mind,Tems,56,56,7,2022-09-10,2022,36
62,Sleazy Flow,SleazyWorld Go Featuring Lil Baby,53,47,14,2022-09-10,2022,36
63,So Good,Halsey,54,54,12,2022-09-10,2022,36
64,With A Woman You Love,Justin Moore,6,6,0,2022-09-10,2022,36
65,Party,Bad Bunny & Rauw Alejandro,57,14,17,2022-09-10,2022,36
66,Party,DJ Khaled Featuring Quavo & Takeoff,-,1,-,2022-09-10,2022,36
67,Last Last,Burna Boy,63,63,8,2022-09-10,2022,36
68,Ojitos Lindos,Bad Bunny & Bomba Estereo,59,26,17,2022-09-10,2022,36
69,Die For You,The Weeknd & Ariana Grande,71,43,5,2022-09-10,2022,36
70,Truth About You,Mitchell Tenpenny,65,65,7,2022-09-10,2022,36
71,Golden Hour,JVKE,-,1,-,2022-09-10,2022,36
72,Where It Ends,Bailey Zimmerman,32,32,2,2022-09-10,2022,36
73,F.N.F. (Let's Go),Hitkidd & GloRilla,58,49,14,2022-09-10,2022,36
74,Despues de La Playa,Bad Bunny,61,6,17,2022-09-10,2022,36
75,Despecha,Rosalia,67,67,4,2022-09-10,2022,36
76,Alone,Rod Wave,47,21,3,2022-09-10,2022,36
77,It Ain't Safe,DJ Khaled Featuring Nardo Wick & Kodak Black,-,1,-,2022-09-10,2022,36
78,No Secret,DJ Khaled Featuring Drake,-,1,-,2022-09-10,2022,36
79,Neverita,Bad Bunny,72,31,8,2022-09-10,2022,36
80,Pick Me Up,Gabby Barrett,69,69,6,2022-09-10,2022,36
81,I'm Good (Blue),David Guetta & Bebe Rexha,-,1,-,2022-09-10,2022,36
82,Whiskey On You,Nate Smith,66,65,11,2022-09-10,2022,36
83,Tarot,Bad Bunny & Jhay Cortez,68,18,17,2022-09-10,2022,36
84,She Likes It,Russell Dickerson & Jake Scott,73,63,22,2022-09-10,2022,36
85,Ghost Story,Carrie Underwood,74,61,15,2022-09-10,2022,36
86,Let's Pray,DJ Khaled Featuring Don Toliver & Travis Scott,-,1,-,2022-09-10,2022,36
87,Until I Found You,Stephen Sanchez,76,76,9,2022-09-10,2022,36
88,All Mine,Brent Faiyaz,79,42,4,2022-09-10,2022,36
89,Bad Decisions,"benny blanco, BTS & Snoop Dogg",60,10,4,2022-09-10,2022,36
90,Alien Superstar,Beyonce,70,19,5,2022-09-10,2022,36
91,Puffin On Zootiez,Future,77,4,18,2022-09-10,2022,36
92,Half Of Me,Thomas Rhett Featuring Riley Green,2,2,0,2022-09-10,2022,36
93,What My World Spins Around,Jordan Davis,86,86,3,2022-09-10,2022,36
94,Hotel Lobby (Unc And Phew),Quavo & Takeoff,80,59,14,2022-09-10,2022,36
95,La Bachata,Manuel Turizo,100,2,100,2022-09-10,2022,36
96,Thought You Should Know,Morgan Wallen,81,12,17,2022-09-10,2022,36
97,2 Be Loved (Am I Ready),Lizzo,95,84,3,2022-09-10,2022,36
98,Wait In The Truck,HARDY Featuring Lainey Wilson,-,1,-,2022-09-10,2022,36
99,La Corriente,Bad Bunny & Tony Dize,87,32,14,2022-09-10,2022,36
100,"Bzrp Music Sessions, Vol. 52",Bizarrap & Quevedo,82,82,4,2022-09-10,2022,36
1,As It Was,Harry Styles,23,23,0,2022-09-17,2022,37
2,Bad Habit,Steve Lacy,10,10,0,2022-09-17,2022,37
3,Late Night Talking,Harry Styles,12,16,12,2022-09-17,2022,37
4,Sunroof,Nicky Youre & dazy,5,15,5,2022-09-17,2022,37
5,About Damn Time,Lizzo,3,1,21,2022-09-17,2022,37
6,I Like You (A Happier Song),Post Malone Featuring Doja Cat,8,14,8,2022-09-17,2022,37
7,Super Freaky Girl,Nicki Minaj,1,4,1,2022-09-17,2022,37
8,I Ain't Worried,OneRepublic,14,13,14,2022-09-17,2022,37
9,Running Up That Hill (A Deal With God),Kate Bush,4,3,35,2022-09-17,2022,37
10,You Proof,Morgan Wallen,13,6,17,2022-09-17,2022,37
11,Wait For U,Future Featuring Drake & Tems,10,1,19,2022-09-17,2022,37
12,Me Porto Bonito,Bad Bunny & Chencho Corleone,11,6,18,2022-09-17,2022,37
13,Titi Me Pregunto,Bad Bunny,16,5,18,2022-09-17,2022,37
14,The Kind Of Love We Make,Luke Combs,15,13,12,2022-09-17,2022,37
15,Break My Soul,Beyonce,9,1,12,2022-09-17,2022,37
16,First Class,Jack Harlow,18,1,22,2022-09-17,2022,37
17,Wasted On You,Morgan Wallen,20,9,43,2022-09-17,2022,37
18,Heat Waves,Glass Animals,19,1,86,2022-09-17,2022,37
19,She Had Me At Heads Carolina,Cole Swindell,22,18,15,2022-09-17,2022,37
20,Vegas,Doja Cat,25,14,25,2022-09-17,2022,37
21,Jimmy Cooks,Drake Featuring 21 Savage,23,1,12,2022-09-17,2022,37
22,Stay,The Kid LAROI & Justin Bieber,24,1,61,2022-09-17,2022,37
23,Hold Me Closer,Elton John & Britney Spears,6,6,2,2022-09-17,2022,37
24,5 Foot 9,Tyler Hubbard,28,13,28,2022-09-17,2022,37
25,Detox,Lil Baby,-,1,-,2022-09-17,2022,37
26,Glimpse Of Us,Joji,8,13,8,2022-09-17,2022,37
27,Last Night Lonely,Jon Pardi,15,15,0,2022-09-17,2022,37
28,Moscow Mule,Bad Bunny,30,4,18,2022-09-17,2022,37
29,Big Energy,Latto,32,3,46,2022-09-17,2022,37
30,Staying Alive,DJ Khaled Featuring Drake & Lil Baby,21,5,5,2022-09-17,2022,37
31,Betty (Get Money),Yung Gravy,33,9,33,2022-09-17,2022,37
32,Something In The Orange,Zach Bryan,42,30,20,2022-09-17,2022,37
33,Ghost,Justin Bieber,34,5,50,2022-09-17,2022,37
34,Shivers,Ed Sheeran,35,4,52,2022-09-17,2022,37
35,In A Minute,Lil Baby,40,14,22,2022-09-17,2022,37
36,Rock And A Hard Place,Bailey Zimmerman,38,24,13,2022-09-17,2022,37
37,Left And Right,Charlie Puth Featuring Jung Kook,47,22,11,2022-09-17,2022,37
38,Efecto,Bad Bunny,39,34,18,2022-09-17,2022,37
39,Son Of A Sinner,Jelly Roll,43,10,43,2022-09-17,2022,37
40,Numb,Marshmello & Khalid,44,10,44,2022-09-17,2022,37
41,Fall In Love,Bailey Zimmerman,45,31,19,2022-09-17,2022,37
42,Talk,Yeat,-,1,-,2022-09-17,2022,37
43,God Did,"DJ Khaled Featuring Rick Ross, Lil Wayne, JAY-Z, John Legend & Fridayy",17,17,2,2022-09-17,2022,37
44,Provenza,Karol G,46,25,20,2022-09-17,2022,37
45,Unstoppable,Sia,50,10,50,2022-09-17,2022,37
46,I'm Good (Blue),David Guetta & Bebe Rexha,81,2,81,2022-09-17,2022,37
47,Numb Little Bug,Em Beihold,48,18,32,2022-09-17,2022,37
48,Bones,Imagine Dragons,58,16,58,2022-09-17,2022,37
49,Dah Dah DahDah,Nardo Wick,54,48,6,2022-09-17,2022,37
50,Victoria's Secret,Jax,59,6,59,2022-09-17,2022,37
51,Gatubela,Karol G x Maldy,37,37,2,2022-09-17,2022,37
52,Die For You,The Weeknd & Ariana Grande,69,43,6,2022-09-17,2022,37
53,Last Last,Burna Boy,67,9,67,2022-09-17,2022,37
54,Truth About You,Mitchell Tenpenny,70,8,70,2022-09-17,2022,37
55,Hot Shit,"Cardi B, Ye & Lil Durk",60,13,10,2022-09-17,2022,37
56,Free Mind,Tems,61,8,61,2022-09-17,2022,37
57,Sleazy Flow,SleazyWorld Go Featuring Lil Baby,62,47,15,2022-09-17,2022,37
58,So Good,Halsey,63,54,13,2022-09-17,2022,37
59,With A Woman You Love,Justin Moore,64,7,64,2022-09-17,2022,37
60,Like I Love Country Music,Kane Brown,52,26,16,2022-09-17,2022,37
61,Wishful Drinking,Ingrid Andress With Sam Hunt,51,51,10,2022-09-17,2022,37
62,Party,Bad Bunny & Rauw Alejandro,65,14,18,2022-09-17,2022,37
63,Despecha,Rosalia,75,5,75,2022-09-17,2022,37
64,F.N.F. (Let's Go),Hitkidd & GloRilla,73,49,15,2022-09-17,2022,37
65,Golden Hour,JVKE,71,2,71,2022-09-17,2022,37
66,Ojitos Lindos,Bad Bunny & Bomba Estereo,68,26,18,2022-09-17,2022,37
67,Pink Venom,BLACKPINK,53,22,3,2022-09-17,2022,37
68,Beat The Odds,Lil Tjay,36,36,2,2022-09-17,2022,37
69,Sticky,Drake,56,6,12,2022-09-17,2022,37
70,Pick Me Up,Gabby Barrett,80,69,7,2022-09-17,2022,37
71,Whiskey On You,Nate Smith,82,65,12,2022-09-17,2022,37
72,Despues de La Playa,Bad Bunny,74,6,18,2022-09-17,2022,37
73,Beautiful,DJ Khaled Featuring Future & SZA,29,29,2,2022-09-17,2022,37
74,She Likes It,Russell Dickerson & Jake Scott,84,63,23,2022-09-17,2022,37
75,Until I Found You,Stephen Sanchez,87,10,87,2022-09-17,2022,37
76,Ghost Story,Carrie Underwood,85,61,16,2022-09-17,2022,37
77,Romantic Homicide,d4vd,-,1,-,2022-09-17,2022,37
78,2 Be Loved (Am I Ready),Lizzo,97,4,97,2022-09-17,2022,37
79,Where It Ends,Bailey Zimmerman,72,32,3,2022-09-17,2022,37
80,Alone,Rod Wave,76,21,4,2022-09-17,2022,37
81,Neverita,Bad Bunny,79,31,9,2022-09-17,2022,37
82,All Mine,Brent Faiyaz,88,42,5,2022-09-17,2022,37
83,Tarot,Bad Bunny & Jhay Cortez,18,18,18,2022-09-17,2022,37
84,What My World Spins Around,Jordan Davis,93,4,93,2022-09-17,2022,37
85,Half Of Me,Thomas Rhett Featuring Riley Green,92,3,92,2022-09-17,2022,37
86,La Bachata,Manuel Turizo,95,3,95,2022-09-17,2022,37
87,Music For A Sushi Restaurant,Harry Styles,-,8,8,2022-09-17,2022,37
88,Don't Come Lookin',Jackson Dean,-,2,-,2022-09-17,2022,37
89,Soul,Lee Brice,-,2,-,2022-09-17,2022,37
90,Bad Decisions,"benny blanco, BTS & Snoop Dogg",89,10,5,2022-09-17,2022,37
91,Calm Down,Rema & Selena Gomez,-,1,-,2022-09-17,2022,37
92,Puffin On Zootiez,Future,91,4,19,2022-09-17,2022,37
93,Snap,Rosa Linn,-,2,-,2022-09-17,2022,37
94,Hotel Lobby (Unc And Phew),Quavo & Takeoff,59,15,59,2022-09-17,2022,37
95,"Bzrp Music Sessions, Vol. 52",Bizarrap & Quevedo,100,82,5,2022-09-17,2022,37
96,Thought You Should Know,Morgan Wallen,12,18,12,2022-09-17,2022,37
97,Country On,Luke Bryan,-,76,3,2022-09-17,2022,37
98,Static,Steve Lacy,-,1,-,2022-09-17,2022,37
99,Billie Eilish.,Armani White,-,1,-,2022-09-17,2022,37
100,Sin Fin,Romeo Santos & Justin Timberlake,-,1,-,2022-09-17,2022,37
1,As It Was,Harry Styles,24,24,0,2022-09-24,2022,38
2,Bad Habit,Steve Lacy,11,11,0,2022-09-24,2022,38
3,Super Freaky Girl,Nicki Minaj,7,1,5,2022-09-24,2022,38
4,Sunroof,Nicky Youre & dazy,16,16,0,2022-09-24,2022,38
5,I Like You (A Happier Song),Post Malone Featuring Doja Cat,6,15,6,2022-09-24,2022,38
6,You Proof,Morgan Wallen,10,18,10,2022-09-24,2022,38
7,About Damn Time,Lizzo,5,1,22,2022-09-24,2022,38
8,I Ain't Worried,OneRepublic,14,14,0,2022-09-24,2022,38
9,Late Night Talking,Harry Styles,3,3,17,2022-09-24,2022,38
10,Wait For U,Future Featuring Drake & Tems,11,1,20,2022-09-24,2022,38
11,Me Porto Bonito,Bad Bunny & Chencho Corleone,12,6,19,2022-09-24,2022,38
12,Running Up That Hill (A Deal With God),Kate Bush,9,3,36,2022-09-24,2022,38
13,Titi Me Pregunto,Bad Bunny,5,19,5,2022-09-24,2022,38
14,The Kind Of Love We Make,Luke Combs,13,13,13,2022-09-24,2022,38
15,Vegas,Doja Cat,20,20,0,2022-09-24,2022,38
16,Wasted On You,Morgan Wallen,17,9,44,2022-09-24,2022,38
17,Heat Waves,Glass Animals,18,1,87,2022-09-24,2022,38
18,She Had Me At Heads Carolina,Cole Swindell,19,16,19,2022-09-24,2022,38
19,First Class,Jack Harlow,16,1,23,2022-09-24,2022,38
20,Jimmy Cooks,Drake Featuring 21 Savage,21,1,13,2022-09-24,2022,38
21,Break My Soul,Beyonce,15,1,13,2022-09-24,2022,38
22,Thank God,Kane Brown With Katelyn Brown,-,1,-,2022-09-24,2022,38
23,Stay,The Kid LAROI & Justin Bieber,22,1,62,2022-09-24,2022,38
24,5 Foot 9,Tyler Hubbard,14,14,0,2022-09-24,2022,38
25,Something In The Orange,Zach Bryan,32,21,32,2022-09-24,2022,38
26,Hold Me Closer,Elton John & Britney Spears,23,6,3,2022-09-24,2022,38
27,Glimpse Of Us,Joji,26,8,14,2022-09-24,2022,38
28,Moscow Mule,Bad Bunny,4,19,4,2022-09-24,2022,38
29,Big Energy,Latto,3,47,3,2022-09-24,2022,38
30,Betty (Get Money),Yung Gravy,31,10,31,2022-09-24,2022,38
31,I'm Good (Blue),David Guetta & Bebe Rexha,46,3,46,2022-09-24,2022,38
32,In A Minute,Lil Baby,35,14,23,2022-09-24,2022,38
33,Ghost,Justin Bieber,5,51,5,2022-09-24,2022,38
34,Staying Alive,DJ Khaled Featuring Drake & Lil Baby,30,5,6,2022-09-24,2022,38
35,Last Night Lonely,Jon Pardi,27,27,16,2022-09-24,2022,38
36,Under The Influence,Chris Brown,-,1,-,2022-09-24,2022,38
37,Son Of A Sinner,Jelly Roll,39,11,39,2022-09-24,2022,38
38,Rock And A Hard Place,Bailey Zimmerman,36,24,14,2022-09-24,2022,38
39,Fall In Love,Bailey Zimmerman,41,31,20,2022-09-24,2022,38
40,Unstoppable,Sia,45,11,45,2022-09-24,2022,38
41,Left And Right,Charlie Puth Featuring Jung Kook,37,22,12,2022-09-24,2022,38
42,F.N.F. (Let's Go),Hitkidd & GloRilla,64,16,64,2022-09-24,2022,38
43,Numb,Marshmello & Khalid,40,40,11,2022-09-24,2022,38
44,Efecto,Bad Bunny,38,34,19,2022-09-24,2022,38
45,Romantic Homicide,d4vd,77,2,77,2022-09-24,2022,38
46,Provenza,Karol G,44,25,21,2022-09-24,2022,38
47,Bones,Imagine Dragons,48,17,48,2022-09-24,2022,38
48,Talk,Yeat,42,42,2,2022-09-24,2022,38
49,Die For You,The Weeknd & Ariana Grande,52,43,7,2022-09-24,2022,38
50,Victoria's Secret,Jax,7,7,0,2022-09-24,2022,38
51,So Good,Halsey,58,14,58,2022-09-24,2022,38
52,Free Mind,Tems,56,9,56,2022-09-24,2022,38
53,Gatubela,Karol G x Maldy,51,37,3,2022-09-24,2022,38
54,Last Last,Burna Boy,53,53,10,2022-09-24,2022,38
55,Truth About You,Mitchell Tenpenny,54,54,9,2022-09-24,2022,38
56,Wishful Drinking,Ingrid Andress With Sam Hunt,61,51,11,2022-09-24,2022,38
57,Like I Love Country Music,Kane Brown,60,26,17,2022-09-24,2022,38
58,Sleazy Flow,SleazyWorld Go Featuring Lil Baby,57,47,16,2022-09-24,2022,38
59,Dah Dah DahDah,Nardo Wick,49,48,7,2022-09-24,2022,38
60,Ojitos Lindos,Bad Bunny & Bomba Estereo,66,26,19,2022-09-24,2022,38
61,Party,Bad Bunny & Rauw Alejandro,62,14,19,2022-09-24,2022,38
62,Golden Hour,JVKE,65,3,65,2022-09-24,2022,38
63,Hot Shit,"Cardi B, Ye & Lil Durk",55,13,11,2022-09-24,2022,38
64,Detox,Lil Baby,25,25,2,2022-09-24,2022,38
65,Despecha,Rosalia,63,63,6,2022-09-24,2022,38
66,Put It On Me,YoungBoy Never Broke Again,-,1,-,2022-09-24,2022,38
67,2 Be Loved (Am I Ready),Lizzo,78,5,78,2022-09-24,2022,38
68,Freestyle,Lil Baby,-,1,-,2022-09-24,2022,38
69,Until I Found You,Stephen Sanchez,75,11,75,2022-09-24,2022,38
70,Whiskey On You,Nate Smith,71,65,13,2022-09-24,2022,38
71,Don't Come Lookin',Jackson Dean,88,3,88,2022-09-24,2022,38
72,Neverita,Bad Bunny,81,31,10,2022-09-24,2022,38
73,Despues de La Playa,Bad Bunny,72,6,19,2022-09-24,2022,38
74,Pink Venom,BLACKPINK,67,22,4,2022-09-24,2022,38
75,All Mine,Brent Faiyaz,82,42,6,2022-09-24,2022,38
76,Never Sleep,"NAV, Travis Scott & Lil Baby",-,50,3,2022-09-24,2022,38
77,Flawless,Yeat Featuring Lil Uzi Vert,-,1,-,2022-09-24,2022,38
78,What My World Spins Around,Jordan Davis,84,5,84,2022-09-24,2022,38
79,She Likes It,Russell Dickerson & Jake Scott,74,63,24,2022-09-24,2022,38
80,Half Of Me,Thomas Rhett Featuring Riley Green,85,4,85,2022-09-24,2022,38
81,With A Woman You Love,Justin Moore,59,59,8,2022-09-24,2022,38
82,Ghost Story,Carrie Underwood,76,61,17,2022-09-24,2022,38
83,God Did,"DJ Khaled Featuring Rick Ross, Lil Wayne, JAY-Z, John Legend & Fridayy",43,17,3,2022-09-24,2022,38
84,Sticky,Drake,69,6,13,2022-09-24,2022,38
85,Cuff It,Beyonce,-,13,5,2022-09-24,2022,38
86,La Bachata,Manuel Turizo,4,4,0,2022-09-24,2022,38
87,Music For A Sushi Restaurant,Harry Styles,8,9,8,2022-09-24,2022,38
88,Tarot,Bad Bunny & Jhay Cortez,83,18,19,2022-09-24,2022,38
89,Country On,Luke Bryan,97,76,4,2022-09-24,2022,38
90,Mary On A Cross,Ghost,-,1,-,2022-09-24,2022,38
91,Beat The Odds,Lil Tjay,68,36,3,2022-09-24,2022,38
92,Calm Down,Rema & Selena Gomez,91,91,2,2022-09-24,2022,38
93,Where It Ends,Bailey Zimmerman,79,32,4,2022-09-24,2022,38
94,Static,Steve Lacy,98,2,98,2022-09-24,2022,38
95,Purge Me,YoungBoy Never Broke Again,-,1,-,2022-09-24,2022,38
96,Alone,Rod Wave,80,21,5,2022-09-24,2022,38
97,Snap,Rosa Linn,93,93,3,2022-09-24,2022,38
98,Thought You Should Know,Morgan Wallen,96,12,19,2022-09-24,2022,38
99,Wait In The Truck,HARDY Featuring Lainey Wilson,-,98,2,2022-09-24,2022,38
100,"Burn, Burn, Burn",Zach Bryan,-,1,-,2022-09-24,2022,38
1,As It Was,Harry Styles,25,25,0,2022-10-01,2022,39
2,Bad Habit,Steve Lacy,12,12,0,2022-10-01,2022,39
3,I Like You (A Happier Song),Post Malone Featuring Doja Cat,5,16,5,2022-10-01,2022,39
4,Sunroof,Nicky Youre & dazy,17,17,0,2022-10-01,2022,39
5,Super Freaky Girl,Nicki Minaj,3,1,6,2022-10-01,2022,39
6,You Proof,Morgan Wallen,19,19,0,2022-10-01,2022,39
7,I Ain't Worried,OneRepublic,8,15,8,2022-10-01,2022,39
8,The Kind Of Love We Make,Luke Combs,14,14,14,2022-10-01,2022,39
9,About Damn Time,Lizzo,7,1,23,2022-10-01,2022,39
10,Wait For U,Future Featuring Drake & Tems,1,21,1,2022-10-01,2022,39
11,Late Night Talking,Harry Styles,9,3,18,2022-10-01,2022,39
12,Me Porto Bonito,Bad Bunny & Chencho Corleone,11,6,20,2022-10-01,2022,39
13,Titi Me Pregunto,Bad Bunny,5,20,5,2022-10-01,2022,39
14,Vegas,Doja Cat,15,16,15,2022-10-01,2022,39
15,Wasted On You,Morgan Wallen,16,9,45,2022-10-01,2022,39
16,She Had Me At Heads Carolina,Cole Swindell,18,17,18,2022-10-01,2022,39
17,Heat Waves,Glass Animals,1,88,1,2022-10-01,2022,39
18,Jimmy Cooks,Drake Featuring 21 Savage,20,1,14,2022-10-01,2022,39
19,Running Up That Hill (A Deal With God),Kate Bush,12,3,37,2022-10-01,2022,39
20,First Class,Jack Harlow,19,1,24,2022-10-01,2022,39
21,Something In The Orange,Zach Bryan,25,22,25,2022-10-01,2022,39
22,5 Foot 9,Tyler Hubbard,24,15,24,2022-10-01,2022,39
23,Stay,The Kid LAROI & Justin Bieber,1,63,1,2022-10-01,2022,39
24,I'm Good (Blue),David Guetta & Bebe Rexha,31,4,31,2022-10-01,2022,39
25,Shut Down,BLACKPINK,-,1,-,2022-10-01,2022,39
26,Break My Soul,Beyonce,21,1,14,2022-10-01,2022,39
27,Glimpse Of Us,Joji,8,15,8,2022-10-01,2022,39
28,Hold Me Closer,Elton John & Britney Spears,26,6,4,2022-10-01,2022,39
29,Under The Influence,Chris Brown,36,2,36,2022-10-01,2022,39
30,Thank God,Kane Brown With Katelyn Brown,22,22,2,2022-10-01,2022,39
31,Moscow Mule,Bad Bunny,28,4,20,2022-10-01,2022,39
32,Fall In Love,Bailey Zimmerman,39,31,21,2022-10-01,2022,39
33,Betty (Get Money),Yung Gravy,30,30,11,2022-10-01,2022,39
34,Romantic Homicide,d4vd,45,3,45,2022-10-01,2022,39
35,In A Minute,Lil Baby,32,14,24,2022-10-01,2022,39
36,Ghost,Justin Bieber,33,5,52,2022-10-01,2022,39
37,Rock And A Hard Place,Bailey Zimmerman,38,24,15,2022-10-01,2022,39
38,Unstoppable,Sia,40,12,40,2022-10-01,2022,39
39,Son Of A Sinner,Jelly Roll,37,37,12,2022-10-01,2022,39
40,Big Energy,Latto,29,3,48,2022-10-01,2022,39
41,Last Night Lonely,Jon Pardi,35,27,17,2022-10-01,2022,39
42,Staying Alive,DJ Khaled Featuring Drake & Lil Baby,34,5,7,2022-10-01,2022,39
43,F.N.F. (Let's Go),Hitkidd & GloRilla,42,42,17,2022-10-01,2022,39
44,Left And Right,Charlie Puth Featuring Jung Kook,41,22,13,2022-10-01,2022,39
45,Numb,Marshmello & Khalid,43,40,12,2022-10-01,2022,39
46,Die For You,The Weeknd & Ariana Grande,49,43,8,2022-10-01,2022,39
47,Efecto,Bad Bunny,44,34,20,2022-10-01,2022,39
48,Victoria's Secret,Jax,50,8,50,2022-10-01,2022,39
49,Bones,Imagine Dragons,47,47,18,2022-10-01,2022,39
50,Whiskey On You,Nate Smith,70,14,70,2022-10-01,2022,39
51,Last Last,Burna Boy,54,11,54,2022-10-01,2022,39
52,Free Mind,Tems,10,10,0,2022-10-01,2022,39
53,So Good,Halsey,51,51,15,2022-10-01,2022,39
54,Wishful Drinking,Ingrid Andress With Sam Hunt,56,51,12,2022-10-01,2022,39
55,Sleazy Flow,SleazyWorld Go Featuring Lil Baby,58,47,17,2022-10-01,2022,39
56,Golden Hour,JVKE,62,4,62,2022-10-01,2022,39
57,Pink Venom,BLACKPINK,74,22,5,2022-10-01,2022,39
58,Gatubela,Karol G x Maldy,53,37,4,2022-10-01,2022,39
59,Until I Found You,Stephen Sanchez,69,12,69,2022-10-01,2022,39
60,Don't Come Lookin',Jackson Dean,71,4,71,2022-10-01,2022,39
61,Cuff It,Beyonce,85,13,6,2022-10-01,2022,39
62,Evergreen,Omar Apollo,-,1,-,2022-10-01,2022,39
63,Put It On Me,YoungBoy Never Broke Again,66,2,66,2022-10-01,2022,39
64,Truth About You,Mitchell Tenpenny,55,54,10,2022-10-01,2022,39
65,Despecha,Rosalia,63,7,63,2022-10-01,2022,39
66,Dah Dah DahDah,Nardo Wick,59,48,8,2022-10-01,2022,39
