rank,name,singer,last_week,peak_pos,weeks_on_chart,chart_date,year,week
1,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",6,6,0,2022-02-12,2022,6
2,Easy On Me,Adele,1,17,1,2022-02-12,2022,6
3,Heat Waves,Glass Animals,55,55,0,2022-02-12,2022,6
4,Stay,The Kid LAROI & Justin Bieber,1,30,1,2022-02-12,2022,6
5,Super Gremlin,Kodak Black,13,13,0,2022-02-12,2022,6
6,abcdefu,GAYLE,8,11,8,2022-02-12,2022,6
7,Shivers,Ed Sheeran,6,4,21,2022-02-12,2022,6
8,Surface Pressure,Jessica Darrow,9,6,9,2022-02-12,2022,6
9,Pushin P,Gunna & Future Featuring Young Thug,7,7,4,2022-02-12,2022,6
10,Need To Know,Doja Cat,11,8,34,2022-02-12,2022,6
11,Cold Heart (PNAU Remix),Elton John & Dua Lipa,10,7,22,2022-02-12,2022,6
12,Ghost,Justin Bieber,13,19,13,2022-02-12,2022,6
13,Bad Habits,Ed Sheeran,12,2,32,2022-02-12,2022,6
14,Industry Baby,Lil Nas X & Jack Harlow,1,28,1,2022-02-12,2022,6
15,Thats What I Want,Lil Nas X,18,10,20,2022-02-12,2022,6
16,Smokin Out The Window,Silk Sonic (Bruno Mars & Anderson .Paak),15,5,13,2022-02-12,2022,6
17,Levitating,Dua Lipa,2,65,2,2022-02-12,2022,6
18,Hrs And Hrs,Muni Long,16,16,6,2022-02-12,2022,6
19,Save Your Tears,The Weeknd & Ariana Grande,1,57,1,2022-02-12,2022,6
20,The Family Madrigal,"Stephanie Beatriz, Olga Merediz & Encanto Cast",5,5,0,2022-02-12,2022,6
21,Oh My God,Adele,5,11,5,2022-02-12,2022,6
22,One Right Now,Post Malone & The Weeknd,23,6,13,2022-02-12,2022,6
23,Good 4 U,Olivia Rodrigo,25,1,38,2022-02-12,2022,6
24,Buy Dirt,Jordan Davis Featuring Luke Bryan,22,22,26,2022-02-12,2022,6
25,Better Days,NEIKED X Mae Muller X Polo G,24,23,16,2022-02-12,2022,6
26,I Hate U,SZA,31,7,9,2022-02-12,2022,6
27,Knife Talk,Drake Featuring 21 Savage & Project Pat,32,4,22,2022-02-12,2022,6
28,You Should Probably Leave,Chris Stapleton,31,31,0,2022-02-12,2022,6
29,Fancy Like,Walker Hayes,3,33,3,2022-02-12,2022,6
30,Love Nwantiti (Ah Ah Ah),CKay,26,26,20,2022-02-12,2022,6
31,What Else Can I Do?,Diane Guerrero & Stephanie Beatriz,27,27,5,2022-02-12,2022,6
32,Fingers Crossed,Lauren Spencer Smith,30,19,5,2022-02-12,2022,6
33,Essence,Wizkid Featuring Justin Bieber & Tems,34,9,30,2022-02-12,2022,6
34,Big Energy,Latto,39,15,39,2022-02-12,2022,6
35,Kiss Me More,Doja Cat Featuring SZA,3,42,3,2022-02-12,2022,6
36,You Right,Doja Cat & The Weeknd,33,11,31,2022-02-12,2022,6
37,Woman,Doja Cat,46,27,46,2022-02-12,2022,6
38,Dos Oruguitas,Sebastian Yatra,36,36,5,2022-02-12,2022,6
39,Sand In My Boots,Morgan Wallen,43,32,29,2022-02-12,2022,6
40,Sacrifice,The Weeknd,37,11,4,2022-02-12,2022,6
41,Meet Me At Our Spot,THE ANXIETY: WILLOW & Tyler Cole,40,21,21,2022-02-12,2022,6
42,If I Didn't Love You,Jason Aldean & Carrie Underwood,41,15,25,2022-02-12,2022,6
43,Enemy,Imagine Dragons X JID,45,11,45,2022-02-12,2022,6
44,Thinking 'Bout You,Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter,30,25,30,2022-02-12,2022,6
45,'Til You Can't,Cody Johnson,50,17,50,2022-02-12,2022,6
46,Freedom Was A Highway,Jimmie Allen & Brad Paisley,53,45,17,2022-02-12,2022,6
47,One Mississippi,Kane Brown,49,40,19,2022-02-12,2022,6
48,To Be Loved By You,Parker McCollum,51,10,51,2022-02-12,2022,6
49,Light Switch,Charlie Puth,42,42,2,2022-02-12,2022,6
50,Waiting On A Miracle,Stephanie Beatriz,48,48,5,2022-02-12,2022,6
51,Rumors,Gucci Mane Featuring Lil Durk,-,1,-,2022-02-12,2022,6
52,P Power,Gunna Featuring Drake,24,3,24,2022-02-12,2022,6
53,23,Sam Hunt,79,6,79,2022-02-12,2022,6
54,Broadway Girls,Lil Durk Featuring Morgan Wallen,14,7,14,2022-02-12,2022,6
55,Half Of My Hometown,Kelsea Ballerini Featuring Kenny Chesney,56,53,12,2022-02-12,2022,6
56,AA,Walker Hayes,55,55,4,2022-02-12,2022,6
57,High,The Chainsmokers,-,1,-,2022-02-12,2022,6
58,Chosen,Blxst & Tyga Featuring Ty Dolla $ign,61,51,19,2022-02-12,2022,6
59,Who Want Smoke??,"Nardo Wick Featuring G Herbo, Lil Durk & 21 Savage",17,17,17,2022-02-12,2022,6
60,Heart On Fire,Eric Church,63,59,11,2022-02-12,2022,6
61,Message In A Bottle (Taylor's Version) (From The Vault),Taylor Swift,57,45,12,2022-02-12,2022,6
62,Cold December,Rod Wave,38,38,3,2022-02-12,2022,6
63,Beers On Me,"Dierks Bentley, BRELAND & HARDY",67,6,67,2022-02-12,2022,6
64,Whiskey And Rain,Michael Ray,62,37,18,2022-02-12,2022,6
65,For Tonight,Giveon,66,61,18,2022-02-12,2022,6
66,Doin' This,Luke Combs,76,53,8,2022-02-12,2022,6
67,Pressure,Ari Lennox,78,6,78,2022-02-12,2022,6
68,Scorpio,Moneybagg Yo,71,66,11,2022-02-12,2022,6
69,Never Say Never,Cole Swindell / Lainey Wilson,80,3,80,2022-02-12,2022,6
70,Do It To It,Acraze Featuring Cherish,75,65,7,2022-02-12,2022,6
71,I Love You So,The Walters,81,3,81,2022-02-12,2022,6
72,Johnny P's Caddy,Benny The Butcher & J. Cole,-,1,-,2022-02-12,2022,6
73,By Your Side,Rod Wave,69,58,10,2022-02-12,2022,6
74,All Of You,"Stephanie Beatriz, Olga Merediz, John Leguizamo, Adassa, Maluma & Encanto Cast",82,3,82,2022-02-12,2022,6
75,All Too Well (Taylor's Version),Taylor Swift,77,1,12,2022-02-12,2022,6
76,Too Easy,Gunna & Future,65,16,14,2022-02-12,2022,6
77,Circles Around This Town,Maren Morris,84,63,4,2022-02-12,2022,6
78,Me Or Sum,"Nardo Wick, Lil Baby & Future",90,4,90,2022-02-12,2022,6
79,Peru,Fireboy DML & Ed Sheeran,-,1,-,2022-02-12,2022,6
80,Beautiful Lies,Yung Bleu & Kehlani,91,2,91,2022-02-12,2022,6
81,Get Into It (Yuh),Doja Cat,-,68,14,2022-02-12,2022,6
82,If I Was A Cowboy,Miranda Lambert,-,1,-,2022-02-12,2022,6
83,No Switch,YoungBoy Never Broke Again,58,58,2,2022-02-12,2022,6
84,Take My Breath,The Weeknd,85,6,20,2022-02-12,2022,6
85,Come Back As A Country Boy,Blake Shelton,96,3,96,2022-02-12,2022,6
86,Shotta Flow 6,NLE Choppa,-,1,-,2022-02-12,2022,6
87,Iffy,Chris Brown,100,71,3,2022-02-12,2022,6
88,Home Sweet,Russell Dickerson,94,3,94,2022-02-12,2022,6
89,Vice City,XXXTENTACION,-,1,-,2022-02-12,2022,6
90,Fair Trade,Drake Featuring Travis Scott,-,3,16,2022-02-12,2022,6
91,Numb Little Bug,Em Beihold,-,1,-,2022-02-12,2022,6
92,Never Wanted To Be That Girl,Carly Pearce & Ashley McBryde,98,4,98,2022-02-12,2022,6
93,Flower Shops,ERNEST Featuring Morgan Wallen,-,68,2,2022-02-12,2022,6
94,Infinity,Jaymes Young,-,1,-,2022-02-12,2022,6
95,The Motto,Tiesto & Ava Max,-,1,-,2022-02-12,2022,6
96,No Love,Summer Walker & SZA,95,13,12,2022-02-12,2022,6
97,Megan's Piano,Megan Thee Stallion,-,1,-,2022-02-12,2022,6
98,Eazy,The Game & Kanye West,70,49,3,2022-02-12,2022,6
99,Fish Scale,YoungBoy Never Broke Again,68,68,3,2022-02-12,2022,6
100,"Colombia, Mi Encanto",Carlos Vives,-,1,-,2022-02-12,2022,6
1,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",7,7,0,2022-02-19,2022,7
2,Do We Have A Problem?,Nicki Minaj X Lil Baby,-,1,-,2022-02-19,2022,7
3,Easy On Me,Adele,2,1,18,2022-02-19,2022,7
4,Heat Waves,Glass Animals,3,3,56,2022-02-19,2022,7
5,Stay,The Kid LAROI & Justin Bieber,4,1,31,2022-02-19,2022,7
6,Super Gremlin,Kodak Black,5,5,14,2022-02-19,2022,7
7,abcdefu,GAYLE,6,6,12,2022-02-19,2022,7
8,Shivers,Ed Sheeran,7,4,22,2022-02-19,2022,7
9,Ghost,Justin Bieber,12,20,12,2022-02-19,2022,7
10,Surface Pressure,Jessica Darrow,8,8,7,2022-02-19,2022,7
11,Pushin P,Gunna & Future Featuring Young Thug,9,7,5,2022-02-19,2022,7
12,Thats What I Want,Lil Nas X,15,10,21,2022-02-19,2022,7
13,Need To Know,Doja Cat,10,8,35,2022-02-19,2022,7
14,Cold Heart (PNAU Remix),Elton John & Dua Lipa,11,7,23,2022-02-19,2022,7
15,Bad Habits,Ed Sheeran,13,2,33,2022-02-19,2022,7
16,Industry Baby,Lil Nas X & Jack Harlow,14,1,29,2022-02-19,2022,7
17,Levitating,Dua Lipa,2,66,2,2022-02-19,2022,7
18,Save Your Tears,The Weeknd & Ariana Grande,19,1,58,2022-02-19,2022,7
19,Hrs And Hrs,Muni Long,18,16,7,2022-02-19,2022,7
20,The Family Madrigal,"Stephanie Beatriz, Olga Merediz & Encanto Cast",6,6,0,2022-02-19,2022,7
21,One Right Now,Post Malone & The Weeknd,22,6,14,2022-02-19,2022,7
22,Smokin Out The Window,Silk Sonic (Bruno Mars & Anderson .Paak),16,5,14,2022-02-19,2022,7
23,Oh My God,Adele,21,5,12,2022-02-19,2022,7
24,I Hate U,SZA,26,7,10,2022-02-19,2022,7
25,Good 4 U,Olivia Rodrigo,23,1,39,2022-02-19,2022,7
26,Love Nwantiti (Ah Ah Ah),CKay,30,21,30,2022-02-19,2022,7
27,Knife Talk,Drake Featuring 21 Savage & Project Pat,4,23,4,2022-02-19,2022,7
28,Big Energy,Latto,34,16,34,2022-02-19,2022,7
29,Woman,Doja Cat,37,28,37,2022-02-19,2022,7
30,You Should Probably Leave,Chris Stapleton,28,28,32,2022-02-19,2022,7
31,Enemy,Imagine Dragons X JID,43,12,43,2022-02-19,2022,7
32,Better Days,NEIKED X Mae Muller X Polo G,25,23,17,2022-02-19,2022,7
33,What Else Can I Do?,Diane Guerrero & Stephanie Beatriz,31,27,6,2022-02-19,2022,7
34,Fingers Crossed,Lauren Spencer Smith,32,19,6,2022-02-19,2022,7
35,Buy Dirt,Jordan Davis Featuring Luke Bryan,24,22,27,2022-02-19,2022,7
36,Fancy Like,Walker Hayes,29,3,34,2022-02-19,2022,7
37,You Right,Doja Cat & The Weeknd,36,11,32,2022-02-19,2022,7
38,Sand In My Boots,Morgan Wallen,39,32,30,2022-02-19,2022,7
39,Meet Me At Our Spot,THE ANXIETY: WILLOW & Tyler Cole,41,21,22,2022-02-19,2022,7
40,Don't Play That,King Von & 21 Savage,-,1,-,2022-02-19,2022,7
41,Dos Oruguitas,Sebastian Yatra,38,36,6,2022-02-19,2022,7
42,Essence,Wizkid Featuring Justin Bieber & Tems,33,9,31,2022-02-19,2022,7
43,Cigarettes,Juice WRLD,-,1,-,2022-02-19,2022,7
44,Kiss Me More,Doja Cat Featuring SZA,35,3,43,2022-02-19,2022,7
45,Freedom Was A Highway,Jimmie Allen & Brad Paisley,46,18,46,2022-02-19,2022,7
46,Sacrifice,The Weeknd,40,11,5,2022-02-19,2022,7
47,'Til You Can't,Cody Johnson,45,45,18,2022-02-19,2022,7
48,To Be Loved By You,Parker McCollum,11,11,0,2022-02-19,2022,7
49,Light Switch,Charlie Puth,42,3,42,2022-02-19,2022,7
50,Thinking 'Bout You,Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter,44,30,26,2022-02-19,2022,7
51,One Mississippi,Kane Brown,47,40,20,2022-02-19,2022,7
52,She's All I Wanna Be,Tate McRae,-,1,-,2022-02-19,2022,7
53,Waiting On A Miracle,Stephanie Beatriz,50,48,6,2022-02-19,2022,7
54,Half Of My Hometown,Kelsea Ballerini Featuring Kenny Chesney,55,53,13,2022-02-19,2022,7
55,P Power,Gunna Featuring Drake,52,24,4,2022-02-19,2022,7
56,Heart On Fire,Eric Church,60,12,60,2022-02-19,2022,7
57,Beers On Me,"Dierks Bentley, BRELAND & HARDY",63,7,63,2022-02-19,2022,7
58,23,Sam Hunt,53,53,7,2022-02-19,2022,7
59,AA,Walker Hayes,56,55,5,2022-02-19,2022,7
60,Broadway Girls,Lil Durk Featuring Morgan Wallen,54,14,8,2022-02-19,2022,7
61,Chosen,Blxst & Tyga Featuring Ty Dolla $ign,58,51,20,2022-02-19,2022,7
62,Doin' This,Luke Combs,66,53,9,2022-02-19,2022,7
63,Rumors,Gucci Mane Featuring Lil Durk,51,51,2,2022-02-19,2022,7
64,Who Want Smoke??,"Nardo Wick Featuring G Herbo, Lil Durk & 21 Savage",59,17,18,2022-02-19,2022,7
65,For Tonight,Giveon,61,19,61,2022-02-19,2022,7
66,Pressure,Ari Lennox,67,7,67,2022-02-19,2022,7
67,Never Say Never,Cole Swindell / Lainey Wilson,69,4,69,2022-02-19,2022,7
68,Message In A Bottle (Taylor's Version) (From The Vault),Taylor Swift,61,45,13,2022-02-19,2022,7
69,Me Or Sum,"Nardo Wick, Lil Baby & Future",78,5,78,2022-02-19,2022,7
70,Do It To It,Acraze Featuring Cherish,65,8,65,2022-02-19,2022,7
71,All Of You,"Stephanie Beatriz, Olga Merediz, John Leguizamo, Adassa, Maluma & Encanto Cast",74,4,74,2022-02-19,2022,7
72,Scorpio,Moneybagg Yo,68,66,12,2022-02-19,2022,7
73,Scared Money,YG Featuring J. Cole & Moneybagg Yo,-,1,-,2022-02-19,2022,7
74,Whiskey And Rain,Michael Ray,64,37,19,2022-02-19,2022,7
75,I Love You So,The Walters,71,71,4,2022-02-19,2022,7
76,Cold December,Rod Wave,62,38,4,2022-02-19,2022,7
77,Emo Girl,Machine Gun Kelly & WILLOW,-,1,-,2022-02-19,2022,7
78,Black Summer,Red Hot Chili Peppers,-,1,-,2022-02-19,2022,7
79,By Your Side,Rod Wave,73,58,11,2022-02-19,2022,7
80,Peru,Fireboy DML & Ed Sheeran,79,79,2,2022-02-19,2022,7
81,Beautiful Lies,Yung Bleu & Kehlani,80,80,3,2022-02-19,2022,7
82,High,The Chainsmokers,57,57,2,2022-02-19,2022,7
83,Circles Around This Town,Maren Morris,77,63,5,2022-02-19,2022,7
84,All Too Well (Taylor's Version),Taylor Swift,75,1,13,2022-02-19,2022,7
85,If I Was A Cowboy,Miranda Lambert,82,82,2,2022-02-19,2022,7
86,Get Into It (Yuh),Doja Cat,81,68,15,2022-02-19,2022,7
87,Doja,$NOT & A$AP Rocky,-,1,-,2022-02-19,2022,7
88,Hate Our Love,Queen Naija & Big Sean,-,1,-,2022-02-19,2022,7
89,Come Back As A Country Boy,Blake Shelton,85,85,4,2022-02-19,2022,7
90,Never Wanted To Be That Girl,Carly Pearce & Ashley McBryde,92,5,92,2022-02-19,2022,7
91,Numb Little Bug,Em Beihold,2,2,0,2022-02-19,2022,7
92,Too Easy,Gunna & Future,76,16,15,2022-02-19,2022,7
93,The Motto,Tiesto & Ava Max,95,2,95,2022-02-19,2022,7
94,Home Sweet,Russell Dickerson,88,88,4,2022-02-19,2022,7
95,Flower Shops,ERNEST Featuring Morgan Wallen,93,68,3,2022-02-19,2022,7
96,Iffy,Chris Brown,87,71,4,2022-02-19,2022,7
97,When I'm Gone,Alesso / Katy Perry,-,1,-,2022-02-19,2022,7
98,Fair Trade,Drake Featuring Travis Scott,90,3,17,2022-02-19,2022,7
99,Megan's Piano,Megan Thee Stallion,97,97,2,2022-02-19,2022,7
100,Moth To A Flame,Swedish House Mafia & The Weeknd,-,27,8,2022-02-19,2022,7
1,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",8,8,0,2022-02-26,2022,8
2,Heat Waves,Glass Animals,4,57,4,2022-02-26,2022,8
3,Easy On Me,Adele,1,19,1,2022-02-26,2022,8
4,abcdefu,GAYLE,7,13,7,2022-02-26,2022,8
5,Stay,The Kid LAROI & Justin Bieber,1,32,1,2022-02-26,2022,8
6,Super Gremlin,Kodak Black,5,15,5,2022-02-26,2022,8
7,Shivers,Ed Sheeran,8,4,23,2022-02-26,2022,8
8,Ghost,Justin Bieber,9,21,9,2022-02-26,2022,8
9,Thats What I Want,Lil Nas X,12,22,12,2022-02-26,2022,8
10,Pushin P,Gunna & Future Featuring Young Thug,11,7,6,2022-02-26,2022,8
11,Surface Pressure,Jessica Darrow,10,8,8,2022-02-26,2022,8
12,Cold Heart (PNAU Remix),Elton John & Dua Lipa,14,7,24,2022-02-26,2022,8
13,Need To Know,Doja Cat,8,36,8,2022-02-26,2022,8
14,Bad Habits,Ed Sheeran,15,2,34,2022-02-26,2022,8
15,MAMIII,Becky G X Karol G,-,1,-,2022-02-26,2022,8
16,Levitating,Dua Lipa,17,2,67,2022-02-26,2022,8
17,Industry Baby,Lil Nas X & Jack Harlow,16,1,30,2022-02-26,2022,8
18,Save Your Tears,The Weeknd & Ariana Grande,1,59,1,2022-02-26,2022,8
19,Hrs And Hrs,Muni Long,16,8,16,2022-02-26,2022,8
20,Bussin,Nicki Minaj X Lil Baby,-,1,-,2022-02-26,2022,8
21,The Joker And The Queen,Ed Sheeran Featuring Taylor Swift,-,1,-,2022-02-26,2022,8
22,One Right Now,Post Malone & The Weeknd,21,6,15,2022-02-26,2022,8
23,Still D.R.E.,Dr. Dre Featuring Snoop Dogg,-,6,-,2022-02-26,2022,8
24,The Family Madrigal,"Stephanie Beatriz, Olga Merediz & Encanto Cast",20,20,7,2022-02-26,2022,8
25,Big Energy,Latto,28,17,28,2022-02-26,2022,8
26,Woman,Doja Cat,29,29,29,2022-02-26,2022,8
27,Enemy,Imagine Dragons X JID,31,13,31,2022-02-26,2022,8
28,I Hate U,SZA,24,7,11,2022-02-26,2022,8
29,Oh My God,Adele,23,5,13,2022-02-26,2022,8
30,Good 4 U,Olivia Rodrigo,25,1,40,2022-02-26,2022,8
31,Knife Talk,Drake Featuring 21 Savage & Project Pat,27,4,24,2022-02-26,2022,8
32,Do We Have A Problem?,Nicki Minaj X Lil Baby,2,2,2,2022-02-26,2022,8
33,'Til You Can't,Cody Johnson,47,19,47,2022-02-26,2022,8
34,Worst Day,Future,-,1,-,2022-02-26,2022,8
35,Smokin Out The Window,Silk Sonic (Bruno Mars & Anderson .Paak),22,5,15,2022-02-26,2022,8
36,Love Nwantiti (Ah Ah Ah),CKay,26,26,22,2022-02-26,2022,8
37,The Next Episode,Dr. Dre Featuring Snoop Dogg,-,23,21,2022-02-26,2022,8
38,Sand In My Boots,Morgan Wallen,32,31,32,2022-02-26,2022,8
39,Buy Dirt,Jordan Davis Featuring Luke Bryan,35,22,28,2022-02-26,2022,8
40,Lose Yourself,Eminem,-,1,24,2022-02-26,2022,8
41,Fancy Like,Walker Hayes,36,3,35,2022-02-26,2022,8
42,What Else Can I Do?,Diane Guerrero & Stephanie Beatriz,33,27,7,2022-02-26,2022,8
43,Meet Me At Our Spot,THE ANXIETY: WILLOW & Tyler Cole,39,21,23,2022-02-26,2022,8
44,You Should Probably Leave,Chris Stapleton,30,28,33,2022-02-26,2022,8
45,You Right,Doja Cat & The Weeknd,37,11,33,2022-02-26,2022,8
46,City Of Gods,"Fivio Foreign, Kanye West & Alicia Keys",-,1,-,2022-02-26,2022,8
47,Essence,Wizkid Featuring Justin Bieber & Tems,42,9,32,2022-02-26,2022,8
48,Light Switch,Charlie Puth,49,42,4,2022-02-26,2022,8
49,Fingers Crossed,Lauren Spencer Smith,34,19,7,2022-02-26,2022,8
50,Dos Oruguitas,Sebastian Yatra,41,36,7,2022-02-26,2022,8
51,To Be Loved By You,Parker McCollum,48,48,12,2022-02-26,2022,8
52,Better Days,NEIKED X Mae Muller X Polo G,32,23,18,2022-02-26,2022,8
53,Sacrifice,The Weeknd,46,11,6,2022-02-26,2022,8
54,One Mississippi,Kane Brown,51,40,21,2022-02-26,2022,8
55,23,Sam Hunt,58,53,8,2022-02-26,2022,8
56,Half Of My Hometown,Kelsea Ballerini Featuring Kenny Chesney,54,53,14,2022-02-26,2022,8
57,Waiting On A Miracle,Stephanie Beatriz,53,48,7,2022-02-26,2022,8
58,Beers On Me,"Dierks Bentley, BRELAND & HARDY",57,57,8,2022-02-26,2022,8
59,AA,Walker Hayes,55,6,55,2022-02-26,2022,8
60,Chosen,Blxst & Tyga Featuring Ty Dolla $ign,61,51,21,2022-02-26,2022,8
61,Heart On Fire,Eric Church,56,56,13,2022-02-26,2022,8
62,Doin' This,Luke Combs,53,10,53,2022-02-26,2022,8
63,P Power,Gunna Featuring Drake,55,24,5,2022-02-26,2022,8
64,Me Or Sum,"Nardo Wick, Lil Baby & Future",69,6,69,2022-02-26,2022,8
65,Broadway Girls,Lil Durk Featuring Morgan Wallen,60,14,9,2022-02-26,2022,8
66,Freedom Was A Highway,Jimmie Allen & Brad Paisley,45,45,19,2022-02-26,2022,8
67,She's All I Wanna Be,Tate McRae,52,52,2,2022-02-26,2022,8
68,Don't Play That,King Von & 21 Savage,40,40,2,2022-02-26,2022,8
69,Who Want Smoke??,"Nardo Wick Featuring G Herbo, Lil Durk & 21 Savage",64,17,19,2022-02-26,2022,8
70,Cigarettes,Juice WRLD,43,43,2,2022-02-26,2022,8
71,Rumors,Gucci Mane Featuring Lil Durk,63,51,3,2022-02-26,2022,8
72,Pressure,Ari Lennox,66,66,8,2022-02-26,2022,8
73,Boyfriend,Dove Cameron,-,1,-,2022-02-26,2022,8
74,All Of You,"Stephanie Beatriz, Olga Merediz, John Leguizamo, Adassa, Maluma & Encanto Cast",71,71,5,2022-02-26,2022,8
75,For Tonight,Giveon,65,61,20,2022-02-26,2022,8
76,Peru,Fireboy DML & Ed Sheeran,80,3,80,2022-02-26,2022,8
77,High,The Chainsmokers,82,57,3,2022-02-26,2022,8
78,Beautiful Lies,Yung Bleu & Kehlani,81,4,81,2022-02-26,2022,8
79,Never Say Never,Cole Swindell / Lainey Wilson,67,67,5,2022-02-26,2022,8
80,Do It To It,Acraze Featuring Cherish,70,65,9,2022-02-26,2022,8
81,I Love You So,The Walters,75,71,5,2022-02-26,2022,8
82,Circles Around This Town,Maren Morris,83,63,6,2022-02-26,2022,8
83,Good Morning Gorgeous,Mary J. Blige,-,1,-,2022-02-26,2022,8
84,If I Was A Cowboy,Miranda Lambert,85,82,3,2022-02-26,2022,8
85,Numb Little Bug,Em Beihold,91,3,91,2022-02-26,2022,8
86,Scorpio,Moneybagg Yo,72,66,13,2022-02-26,2022,8
87,By Your Side,Rod Wave,79,58,12,2022-02-26,2022,8
88,Whiskey And Rain,Michael Ray,74,37,20,2022-02-26,2022,8
89,Closer,Saweetie Featuring H.E.R.,-,1,-,2022-02-26,2022,8
90,Cold December,Rod Wave,76,38,5,2022-02-26,2022,8
91,The Motto,Tiesto & Ava Max,93,3,93,2022-02-26,2022,8
92,Flower Shops,ERNEST Featuring Morgan Wallen,95,68,4,2022-02-26,2022,8
93,Never Wanted To Be That Girl,Carly Pearce & Ashley McBryde,90,90,6,2022-02-26,2022,8
94,Get Into It (Yuh),Doja Cat,86,68,16,2022-02-26,2022,8
95,Stay Alive,Jung Kook,-,1,-,2022-02-26,2022,8
96,All Too Well (Taylor's Version),Taylor Swift,84,1,14,2022-02-26,2022,8
97,Come Back As A Country Boy,Blake Shelton,89,85,5,2022-02-26,2022,8
98,Iffy,Chris Brown,96,71,5,2022-02-26,2022,8
99,Home Sweet,Russell Dickerson,94,88,5,2022-02-26,2022,8
100,Too Easy,Gunna & Future,92,16,16,2022-02-26,2022,8
1,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",9,9,0,2022-03-05,2022,9
2,Heat Waves,Glass Animals,58,58,0,2022-03-05,2022,9
3,abcdefu,GAYLE,4,14,4,2022-03-05,2022,9
4,Easy On Me,Adele,3,1,20,2022-03-05,2022,9
5,Super Gremlin,Kodak Black,6,16,6,2022-03-05,2022,9
6,Stay,The Kid LAROI & Justin Bieber,5,1,33,2022-03-05,2022,9
7,Ghost,Justin Bieber,8,22,8,2022-03-05,2022,9
8,Shivers,Ed Sheeran,7,4,24,2022-03-05,2022,9
9,Bad Habits,Ed Sheeran,14,2,35,2022-03-05,2022,9
10,Cold Heart (PNAU Remix),Elton John & Dua Lipa,12,7,25,2022-03-05,2022,9
