rank,name,singer,last_week,peak_pos,weeks_on_chart,chart_date,year,week
1,First Class,Jack Harlow,-,-,0,2022-04-23,2022,16
2,As It Was,Harry Styles,1,1,1,2022-04-23,2022,16
3,Heat Waves,Glass Animals,2,1,65,2022-04-23,2022,16
4,Big Energy,Latto,3,3,25,2022-04-23,2022,16
5,Enemy,Imagine Dragons X JID,21,21,0,2022-04-23,2022,16
6,Stay,The Kid LAROI & Justin Bieber,4,1,40,2022-04-23,2022,16
7,Super Gremlin,Kodak Black,6,3,23,2022-04-23,2022,16
8,Woman,Doja Cat,37,37,0,2022-04-23,2022,16
9,Ghost,Justin Bieber,7,5,29,2022-04-23,2022,16
10,Thats What I Want,Lil Nas X,8,30,8,2022-04-23,2022,16
11,abcdefu,GAYLE,9,3,21,2022-04-23,2022,16
12,Bad Habits,Ed Sheeran,2,42,2,2022-04-23,2022,16
13,Right On,Lil Baby,-,1,-,2022-04-23,2022,16
14,In A Minute,Lil Baby,-,1,-,2022-04-23,2022,16
15,Shivers,Ed Sheeran,13,4,31,2022-04-23,2022,16
16,Cold Heart (PNAU Remix),Elton John & Dua Lipa,15,7,32,2022-04-23,2022,16
17,Easy On Me,Adele,14,1,27,2022-04-23,2022,16
18,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",11,1,16,2022-04-23,2022,16
19,Industry Baby,Lil Nas X & Jack Harlow,20,1,38,2022-04-23,2022,16
20,Need To Know,Doja Cat,16,8,44,2022-04-23,2022,16
21,Levitating,Dua Lipa,17,2,75,2022-04-23,2022,16
22,'Til You Can't,Cody Johnson,21,18,27,2022-04-23,2022,16
23,Save Your Tears,The Weeknd & Ariana Grande,18,1,67,2022-04-23,2022,16
24,One Right Now,Post Malone & The Weeknd,19,6,23,2022-04-23,2022,16
25,Bam Bam,Camila Cabello Featuring Ed Sheeran,28,23,6,2022-04-23,2022,16
26,Hrs And Hrs,Muni Long,23,16,16,2022-04-23,2022,16
27,Never Say Never,Cole Swindell / Lainey Wilson,34,13,34,2022-04-23,2022,16
28,Good 4 U,Olivia Rodrigo,22,1,48,2022-04-23,2022,16
29,I Hate U,SZA,24,7,19,2022-04-23,2022,16
30,MAMIII,Becky G X Karol G,26,15,9,2022-04-23,2022,16
31,Doin' This,Luke Combs,27,27,18,2022-04-23,2022,16
32,AA,Walker Hayes,35,14,35,2022-04-23,2022,16
33,Sweetest Pie,Megan Thee Stallion & Dua Lipa,30,15,5,2022-04-23,2022,16
34,Fingers Crossed,Lauren Spencer Smith,29,19,15,2022-04-23,2022,16
35,Pushin P,Gunna & Future Featuring Young Thug,25,7,14,2022-04-23,2022,16
36,Wasted On You,Morgan Wallen,42,9,22,2022-04-23,2022,16
37,You Right,Doja Cat & The Weeknd,32,11,41,2022-04-23,2022,16
38,Fancy Like,Walker Hayes,36,3,43,2022-04-23,2022,16
39,What Happened To Virgil,Lil Durk Featuring Gunna,41,22,5,2022-04-23,2022,16
40,Nail Tech,Jack Harlow,58,18,8,2022-04-23,2022,16
41,Beers On Me,"Dierks Bentley, BRELAND & HARDY",44,40,16,2022-04-23,2022,16
42,To The Moon!,JNR CHOI & Sam Tompkins,50,7,50,2022-04-23,2022,16
43,Light Switch,Charlie Puth,31,27,12,2022-04-23,2022,16
44,Boyfriend,Dove Cameron,40,40,9,2022-04-23,2022,16
45,Numb Little Bug,Em Beihold,47,11,47,2022-04-23,2022,16
46,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,37,37,30,2022-04-23,2022,16
47,Buy Dirt,Jordan Davis Featuring Luke Bryan,39,22,36,2022-04-23,2022,16
48,Sand In My Boots,Morgan Wallen,45,30,39,2022-04-23,2022,16
49,The Motto,Tiesto & Ava Max,42,11,42,2022-04-23,2022,16
50,She's All I Wanna Be,Tate McRae,46,44,10,2022-04-23,2022,16
51,Slow Down Summer,Thomas Rhett,43,43,8,2022-04-23,2022,16
52,When You're Gone,Shawn Mendes,38,38,2,2022-04-23,2022,16
53,Peru,Fireboy DML & Ed Sheeran,11,11,0,2022-04-23,2022,16
54,Handsomer,Russ Featuring Ktlyn,73,40,6,2022-04-23,2022,16
55,23,Sam Hunt,52,50,16,2022-04-23,2022,16
56,Surface Pressure,Jessica Darrow,51,8,16,2022-04-23,2022,16
57,Circles Around This Town,Maren Morris,54,52,14,2022-04-23,2022,16
58,Broadway Girls,Lil Durk Featuring Morgan Wallen,60,14,17,2022-04-23,2022,16
59,No Love,Summer Walker & SZA,56,13,15,2022-04-23,2022,16
60,Freaky Deaky,Tyga X Doja Cat,65,43,7,2022-04-23,2022,16
61,Ahhh Ha,Lil Durk,55,18,8,2022-04-23,2022,16
62,London,BIA Featuring J. Cole,-,1,-,2022-04-23,2022,16
63,Heart On Fire,Eric Church,61,56,21,2022-04-23,2022,16
64,In My Head,Lil Tjay,33,33,2,2022-04-23,2022,16
65,Never Wanted To Be That Girl,Carly Pearce & Ashley McBryde,63,63,14,2022-04-23,2022,16
66,Me Or Sum,"Nardo Wick, Lil Baby & Future",62,58,14,2022-04-23,2022,16
67,Flower Shops,ERNEST Featuring Morgan Wallen,64,64,12,2022-04-23,2022,16
68,If I Was A Cowboy,Miranda Lambert,69,64,11,2022-04-23,2022,16
69,Soy El Unico,Yahritza y Su Esencia,57,20,3,2022-04-23,2022,16
70,Do We Have A Problem?,Nicki Minaj X Lil Baby,68,2,10,2022-04-23,2022,16
71,City Of Gods,"Fivio Foreign, Kanye West & Alicia Keys",97,46,8,2022-04-23,2022,16
72,Nobody Like U,4*TOWN (From Disney And Pixar's Turning Red),59,49,4,2022-04-23,2022,16
73,Trouble With A Heartbreak,Jason Aldean,72,72,4,2022-04-23,2022,16
74,Envolver,Anitta,70,70,3,2022-04-23,2022,16
75,Psychofreak,Camila Cabello Featuring WILLOW,-,1,-,2022-04-23,2022,16
76,Give Heaven Some Hell,HARDY,77,7,77,2022-04-23,2022,16
77,Rumors,Gucci Mane Featuring Lil Durk,74,51,11,2022-04-23,2022,16
78,The Family Madrigal,"Stephanie Beatriz, Olga Merediz & Encanto Cast",66,20,15,2022-04-23,2022,16
79,Thump Shit,42 Dugg & EST Gee,-,1,-,2022-04-23,2022,16
80,Take My Name,Parmalee,88,2,88,2022-04-23,2022,16
81,Treat Me,Chloe,-,1,-,2022-04-23,2022,16
82,Get Into It (Yuh),Doja Cat,94,68,19,2022-04-23,2022,16
83,To Be Loved By You,Parker McCollum,75,41,20,2022-04-23,2022,16
84,Come Back As A Country Boy,Blake Shelton,81,81,11,2022-04-23,2022,16
