rank,name,singer,last_week,peak_pos,weeks_on_chart,chart_date,year,week
1,One Dance,Drake Featuring WizKid & Kyla,14,14,0,2016-07-23,2016,29
2,Can't Stop The Feeling!,Justin Timberlake,1,9,1,2016-07-23,2016,29
3,Don't Let Me Down,The Chainsmokers Featuring Daya,21,21,0,2016-07-23,2016,29
4,This Is What You Came For,Calvin Harris Featuring Rihanna,5,10,5,2016-07-23,2016,29
5,Cheap Thrills,Sia Featuring Sean Paul,6,21,6,2016-07-23,2016,29
6,Panda,Desiigner,4,1,20,2016-07-23,2016,29
7,Needed Me,Rihanna,23,23,0,2016-07-23,2016,29
8,Ride,Twenty One Pilots,9,17,9,2016-07-23,2016,29
9,Don't Mind,Kent Jones,8,8,10,2016-07-23,2016,29
10,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,4,19,4,2016-07-23,2016,29
11,Just Like Fire,P!nk,12,10,12,2016-07-23,2016,29
12,Send My Love (To Your New Lover),Adele,13,8,13,2016-07-23,2016,29
13,I Took A Pill In Ibiza,Mike Posner,11,4,25,2016-07-23,2016,29
14,H.O.L.Y.,Florida Georgia Line,10,10,0,2016-07-23,2016,29
15,Me Too,Meghan Trainor,16,8,16,2016-07-23,2016,29
16,Let It Go,James Bay,24,29,24,2016-07-23,2016,29
17,7 Years,Lukas Graham,15,2,25,2016-07-23,2016,29
18,Controlla,Drake,19,10,19,2016-07-23,2016,29
19,Work,Rihanna Featuring Drake,20,1,24,2016-07-23,2016,29
20,For Free,DJ Khaled Featuring Drake,22,18,5,2016-07-23,2016,29
21,Dangerous Woman,Ariana Grande,17,8,17,2016-07-23,2016,29
22,Too Good,Drake Featuring Rihanna,27,10,27,2016-07-23,2016,29
23,Stressed Out,Twenty One Pilots,2,42,2,2016-07-23,2016,29
24,Close,Nick Jonas Featuring Tove Lo,21,14,15,2016-07-23,2016,29
25,Lost Boy,Ruth B,24,20,24,2016-07-23,2016,29
26,Heathens,Twenty One Pilots,18,14,3,2016-07-23,2016,29
27,Sorry,Beyonce,26,11,11,2016-07-23,2016,29
28,Love Yourself,Justin Bieber,1,34,1,2016-07-23,2016,29
29,Low Life,Future Featuring The Weeknd,31,18,22,2016-07-23,2016,29
30,My House,Flo Rida,29,4,35,2016-07-23,2016,29
31,Cake By The Ocean,DNCE,34,9,38,2016-07-23,2016,29
32,Never Be Like You,Flume Featuring Kai,35,14,35,2016-07-23,2016,29
33,All The Way Up,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",30,27,15,2016-07-23,2016,29
34,M.I.L.F. $,Fergie,-,1,-,2016-07-23,2016,29
35,Treat You Better,Shawn Mendes,38,34,5,2016-07-23,2016,29
36,Never Forget You,Zara Larsson & MNEK,33,13,21,2016-07-23,2016,29
37,All In My Head (Flex),Fifth Harmony Featuring Fetty Wap,40,3,40,2016-07-23,2016,29
38,Pillowtalk,Zayn,36,1,23,2016-07-23,2016,29
39,Sorry,Justin Bieber,37,1,37,2016-07-23,2016,29
40,Cut It,O.T. Genasis Featuring Young Dolph,39,35,20,2016-07-23,2016,29
41,Into You,Ariana Grande,47,8,47,2016-07-23,2016,29
42,"Me, Myself & I",G-Eazy x Bebe Rexha,41,7,36,2016-07-23,2016,29
43,Broccoli,D.R.A.M. Featuring Lil Yachty,48,4,48,2016-07-23,2016,29
44,Unsteady,X Ambassadors,60,39,8,2016-07-23,2016,29
45,Church Bells,Carrie Underwood,43,9,43,2016-07-23,2016,29
46,Wicked,Future,43,41,12,2016-07-23,2016,29
47,Lights Come On,Jason Aldean,46,43,13,2016-07-23,2016,29
48,We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez,49,5,49,2016-07-23,2016,29
49,Oui,Jeremih,44,19,27,2016-07-23,2016,29
50,Wake Up,Fetty Wap,55,8,55,2016-07-23,2016,29
51,Kill Em With Kindness,Selena Gomez,42,39,6,2016-07-23,2016,29
52,Toothbrush,DNCE,70,4,70,2016-07-23,2016,29
53,Record Year,Eric Church,57,12,57,2016-07-23,2016,29
54,Gold,Kiiara,63,7,63,2016-07-23,2016,29
55,Head Over Boots,Jon Pardi,59,54,19,2016-07-23,2016,29
56,I Got The Keys,DJ Khaled Featuring Jay Z & Future,2,2,0,2016-07-23,2016,29
57,Uber Everywhere,MadeinTYO,53,51,14,2016-07-23,2016,29
58,You Don't Own Me,Grace Featuring G-Eazy,75,10,75,2016-07-23,2016,29
59,Wasted Time,Keith Urban,51,51,11,2016-07-23,2016,29
60,I Hate U I Love U,gnash Featuring Olivia O'Brien,54,54,12,2016-07-23,2016,29
61,Hymn For The Weekend,Coldplay,77,6,77,2016-07-23,2016,29
