rank,name,singer,last_week,peak_pos,weeks_on_chart,chart_date,year,week
97,Practice,DaBaby,-,86,5,2020-12-19,2020,51
98,Put Your Records On,Ritt Momney,-,79,9,2020-12-19,2020,51
99,Te Mudaste,Bad Bunny,60,60,2,2020-12-19,2020,51
100,Silent Night,Carrie Underwood,-,1,-,2020-12-19,2020,51
1,Willow,Taylor Swift,-,-,0,2020-12-26,2020,52
2,All I Want For Christmas Is You,Mariah Carey,1,1,42,2020-12-26,2020,52
3,Rockin' Around The Christmas Tree,Brenda Lee,2,37,2,2020-12-26,2020,52
4,Jingle Bell Rock,Bobby Helms,5,3,34,2020-12-26,2020,52
5,Mood,24kGoldn Featuring iann dior,2,1,19,2020-12-26,2020,52
6,A Holly Jolly Christmas,Burl Ives,14,4,18,2020-12-26,2020,52
7,It's The Most Wonderful Time Of The Year,Andy Williams,6,6,19,2020-12-26,2020,52
8,Positions,Ariana Grande,4,1,4,2020-12-26,2020,52
9,Dynamite,BTS,24,1,17,2020-12-26,2020,52
10,Feliz Navidad,Jose Feliciano,13,13,0,2020-12-26,2020,52
11,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,15,12,15,2020-12-26,2020,52
12,It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,35,7,35,2020-12-26,2020,52
13,Holy,Justin Bieber Featuring Chance The Rapper,9,3,9,2020-12-26,2020,52
14,Last Christmas,Wham!,11,11,18,2020-12-26,2020,52
15,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",16,11,25,2020-12-26,2020,52
16,Go Crazy,Chris Brown & Young Thug,13,9,32,2020-12-26,2020,52
17,Laugh Now Cry Later,Drake Featuring Lil Durk,8,2,18,2020-12-26,2020,52
18,Blinding Lights,The Weeknd,7,1,55,2020-12-26,2020,52
19,Sleigh Ride,The Ronettes,20,10,20,2020-12-26,2020,52
20,I Hope,Gabby Barrett Featuring Charlie Puth,12,3,51,2020-12-26,2020,52
21,Champagne Problems,Taylor Swift,-,1,-,2020-12-26,2020,52
22,Body,Megan Thee Stallion,18,12,4,2020-12-26,2020,52
23,Dakiti,Bad Bunny & Jhay Cortez,17,5,7,2020-12-26,2020,52
24,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,19,6,18,2020-12-26,2020,52
25,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,21,6,24,2020-12-26,2020,52
26,Happy Holiday / The Holiday Season,Andy Williams,29,24,7,2020-12-26,2020,52
27,Levitating,Dua Lipa,20,11,20,2020-12-26,2020,52
28,Underneath The Tree,Kelly Clarkson,25,25,8,2020-12-26,2020,52
29,Run Rudolph Run,Chuck Berry,40,7,40,2020-12-26,2020,52
30,Kings & Queens,Ava Max,22,13,19,2020-12-26,2020,52
31,Rudolph The Red-Nosed Reindeer,Gene Autry & The Pinafores,34,16,11,2020-12-26,2020,52
32,Santa Tell Me,Ariana Grande,39,7,39,2020-12-26,2020,52
33,Bang!,AJR,28,24,24,2020-12-26,2020,52
34,"No Body, No Crime",Taylor Swift Featuring HAIM,-,1,-,2020-12-26,2020,52
35,34+35,Ariana Grande Feat. Doja Cat & Megan Thee Stallion,26,8,7,2020-12-26,2020,52
36,Therefore I Am,Billie Eilish,23,2,6,2020-12-26,2020,52
37,Christmas (Baby Please Come Home),Darlene Love,31,29,6,2020-12-26,2020,52
38,White Christmas (1947),Bing Crosby With Ken Darby Singers & John Scott Trotter & His Orchestra,32,12,19,2020-12-26,2020,52
39,'Tis The Damn Season,Taylor Swift,-,1,-,2020-12-26,2020,52
40,Gold Rush,Taylor Swift,-,1,-,2020-12-26,2020,52
41,Tequila Shots,Kid Cudi,-,1,-,2020-12-26,2020,52
42,It's Beginning To Look A Lot Like Christmas,Michael Buble,33,33,4,2020-12-26,2020,52
43,(There's No Place Like) Home For The Holidays (1959),Perry Como With Mitchell Ayers And His Orchestra,37,32,6,2020-12-26,2020,52
44,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",47,2,45,2020-12-26,2020,52
45,Tolerate It,Taylor Swift,-,1,-,2020-12-26,2020,52
46,Wonderful Christmastime,Paul McCartney,45,45,3,2020-12-26,2020,52
47,Deck The Halls,Nat King Cole,-,1,-,2020-12-26,2020,52
48,What You Know Bout Love,Pop Smoke,46,25,15,2020-12-26,2020,52
49,She Knows This,Kid Cudi,-,1,-,2020-12-26,2020,52
50,Rockstar,DaBaby Featuring Roddy Ricch,42,1,35,2020-12-26,2020,52
51,Lonely,Justin Bieber & benny blanco,50,14,9,2020-12-26,2020,52
52,Happiness,Taylor Swift,-,1,-,2020-12-26,2020,52
53,Whoopty,CJ,51,51,6,2020-12-26,2020,52
54,Show Out,"Kid Cudi, Skepta & Pop Smoke",-,1,-,2020-12-26,2020,52
55,WAP,Cardi B Featuring Megan Thee Stallion,43,1,19,2020-12-26,2020,52
56,Holiday,Lil Nas X,48,37,5,2020-12-26,2020,52
57,Evermore,Taylor Swift Featuring Bon Iver,-,1,-,2020-12-26,2020,52
58,Take Me Home For Christmas,Dan + Shay,88,2,88,2020-12-26,2020,52
59,Better Together,Luke Combs,54,30,11,2020-12-26,2020,52
60,On Me,Lil Baby,30,30,2,2020-12-26,2020,52
61,Ivy,Taylor Swift,-,1,-,2020-12-26,2020,52
62,Monster,Shawn Mendes & Justin Bieber,38,8,4,2020-12-26,2020,52
63,Coney Island,Taylor Swift Featuring The National,-,1,-,2020-12-26,2020,52
64,Another Day,Kid Cudi,-,1,-,2020-12-26,2020,52
65,Hawai,Maluma & The Weeknd,55,12,17,2020-12-26,2020,52
66,Diamonds,Sam Smith,53,40,13,2020-12-26,2020,52
67,Dorothea,Taylor Swift,-,1,-,2020-12-26,2020,52
68,Long Story Short,Taylor Swift,-,1,-,2020-12-26,2020,52
69,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,36,28,9,2020-12-26,2020,52
70,I Should Probably Go To Bed,Dan + Shay,60,42,20,2020-12-26,2020,52
71,Cowboy Like Me,Taylor Swift,-,1,-,2020-12-26,2020,52
72,Starting Over,Chris Stapleton,58,25,16,2020-12-26,2020,52
73,"Big, Big Plans",Chris Lane,52,42,11,2020-12-26,2020,52
74,Way Out,Jack Harlow Featuring Big Sean,-,1,-,2020-12-26,2020,52
75,Marjorie,Taylor Swift,-,1,-,2020-12-26,2020,52
76,B.S.,Jhene Aiko Featuring H.E.R.,62,24,20,2020-12-26,2020,52
77,Tyler Herro,Jack Harlow,34,8,34,2020-12-26,2020,52
78,Mr. Solo Dolo III,Kid Cudi,-,1,-,2020-12-26,2020,52
79,You Broke Me First.,Tate McRae,64,50,17,2020-12-26,2020,52
80,Dive,Kid Cudi,-,1,-,2020-12-26,2020,52
81,Without You,The Kid LAROI,63,63,2,2020-12-26,2020,52
82,Closure,Taylor Swift,-,1,-,2020-12-26,2020,52
83,Love You Like I Used To,Russell Dickerson,61,31,15,2020-12-26,2020,52
84,Hallelujah,Carrie Underwood & John Legend,96,2,96,2020-12-26,2020,52
85,Heaven On Earth,Kid Cudi,-,1,-,2020-12-26,2020,52
86,My Ex's Best Friend,Machine Gun Kelly X blackbear,67,28,18,2020-12-26,2020,52
87,Rockin' Around The Christmas Tree,Justin Bieber,71,71,3,2020-12-26,2020,52
88,Mr. Right Now,21 Savage & Metro Boomin Featuring Drake,65,10,11,2020-12-26,2020,52
89,Reminds Me Of You,The Kid LAROI & Juice WRLD,-,1,-,2020-12-26,2020,52
90,Sad People,Kid Cudi,-,1,-,2020-12-26,2020,52
91,Damaged,Kid Cudi,-,1,-,2020-12-26,2020,52
92,Forever After All,Luke Combs,66,2,8,2020-12-26,2020,52
93,Ain't Always The Cowboy,Jon Pardi,56,55,16,2020-12-26,2020,52
94,Prisoner,Miley Cyrus Featuring Dua Lipa,68,54,4,2020-12-26,2020,52
95,Cry Baby,Megan Thee Stallion Featuring DaBaby,-,71,2,2020-12-26,2020,52
96,Good Time,Niko Moon,79,71,11,2020-12-26,2020,52
97,Throat Baby (Go Baby),BRS Kash,81,69,9,2020-12-26,2020,52
98,Errbody,Lil Baby,41,41,2,2020-12-26,2020,52
99,Favorite Time Of Year,Carrie Underwood,80,80,3,2020-12-26,2020,52
100,Beautiful Trip,Kid Cudi,-,1,-,2020-12-26,2020,52
1,All I Want For Christmas Is You,Mariah Carey,2,43,2,2021-01-02,2021,53
2,Rockin' Around The Christmas Tree,Brenda Lee,3,38,3,2021-01-02,2021,53
3,Jingle Bell Rock,Bobby Helms,4,35,4,2021-01-02,2021,53
4,A Holly Jolly Christmas,Burl Ives,6,19,6,2021-01-02,2021,53
5,It's The Most Wonderful Time Of The Year,Andy Williams,7,20,7,2021-01-02,2021,53
6,Feliz Navidad,Jose Feliciano,10,14,10,2021-01-02,2021,53
7,Mood,24kGoldn Featuring iann dior,5,1,20,2021-01-02,2021,53
8,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,11,13,11,2021-01-02,2021,53
9,Last Christmas,Wham!,14,19,14,2021-01-02,2021,53
10,Run Rudolph Run,Chuck Berry,29,8,29,2021-01-02,2021,53
11,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",15,26,15,2021-01-02,2021,53
12,Underneath The Tree,Kelly Clarkson,28,9,28,2021-01-02,2021,53
13,Sleigh Ride,The Ronettes,19,11,19,2021-01-02,2021,53
14,Positions,Ariana Grande,8,1,9,2021-01-02,2021,53
15,It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,12,12,8,2021-01-02,2021,53
16,Rudolph The Red-Nosed Reindeer,Gene Autry & The Pinafores,31,12,31,2021-01-02,2021,53
17,Santa Tell Me,Ariana Grande,32,8,32,2021-01-02,2021,53
18,Happy Holiday / The Holiday Season,Andy Williams,26,8,26,2021-01-02,2021,53
19,Christmas (Baby Please Come Home),Darlene Love,37,7,37,2021-01-02,2021,53
20,White Christmas (1947),Bing Crosby With Ken Darby Singers & John Scott Trotter & His Orchestra,38,12,38,2021-01-02,2021,53
21,Holy,Justin Bieber Featuring Chance The Rapper,13,3,14,2021-01-02,2021,53
22,(There's No Place Like) Home For The Holidays (1959),Perry Como With Mitchell Ayers And His Orchestra,43,7,43,2021-01-02,2021,53
23,It's Beginning To Look A Lot Like Christmas,Michael Buble,42,5,42,2021-01-02,2021,53
24,Go Crazy,Chris Brown & Young Thug,16,9,33,2021-01-02,2021,53
25,Laugh Now Cry Later,Drake Featuring Lil Durk,17,2,19,2021-01-02,2021,53
26,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,69,10,69,2021-01-02,2021,53
27,Levitating,Dua Lipa,20,12,20,2021-01-02,2021,53
28,Wonderful Christmastime,Paul McCartney,46,4,46,2021-01-02,2021,53
29,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,25,6,25,2021-01-02,2021,53
30,I Hope,Gabby Barrett Featuring Charlie Puth,20,3,52,2021-01-02,2021,53
31,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,24,6,19,2021-01-02,2021,53
32,"You're A Mean One, Mr. Grinch",Thurl Ravenscroft,-,2,-,2021-01-02,2021,53
33,Blue Christmas,Elvis Presley,-,3,-,2021-01-02,2021,53
34,Dakiti,Bad Bunny & Jhay Cortez,23,5,8,2021-01-02,2021,53
35,Body,Megan Thee Stallion,22,12,5,2021-01-02,2021,53
36,Mele Kalikimaka (Merry Christmas),Bing Crosby & The Andrews Sisters,-,1,-,2021-01-02,2021,53
37,Bang!,AJR,33,24,25,2021-01-02,2021,53
38,Willow,Taylor Swift,1,1,2,2021-01-02,2021,53
39,This Christmas,Donny Hathaway,-,1,-,2021-01-02,2021,53
40,34+35,Ariana Grande Feat. Doja Cat & Megan Thee Stallion,35,8,8,2021-01-02,2021,53
41,Kings & Queens,Ava Max,30,13,20,2021-01-02,2021,53
42,Therefore I Am,Billie Eilish,36,2,7,2021-01-02,2021,53
43,Deck The Halls,Nat King Cole,47,2,47,2021-01-02,2021,53
44,Dynamite,BTS,9,1,18,2021-01-02,2021,53
45,Please Come Home For Christmas,Eagles,-,18,9,2021-01-02,2021,53
46,Santa Claus Is Comin' To Town,Jackson 5,-,1,-,2021-01-02,2021,53
47,Little Saint Nick,The Beach Boys,-,1,-,2021-01-02,2021,53
48,Take Me Home For Christmas,Dan + Shay,58,3,58,2021-01-02,2021,53
49,Have Yourself A Merry Little Christmas,Michael Buble,-,1,-,2021-01-02,2021,53
50,I'll Be Home For Christmas,Bing Crosby With John Scott Trotter And His Orchestra,-,1,-,2021-01-02,2021,53
51,What You Know Bout Love,Pop Smoke,48,25,16,2021-01-02,2021,53
52,Whoopty,CJ,53,51,7,2021-01-02,2021,53
53,Lonely,Justin Bieber & benny blanco,51,14,10,2021-01-02,2021,53
54,Hallelujah,Carrie Underwood & John Legend,84,3,84,2021-01-02,2021,53
55,WAP,Cardi B Featuring Megan Thee Stallion,1,20,1,2021-01-02,2021,53
56,Holiday,Lil Nas X,37,6,37,2021-01-02,2021,53
57,Better Together,Luke Combs,59,30,12,2021-01-02,2021,53
58,On Me,Lil Baby,60,30,3,2021-01-02,2021,53
59,Afterglow,Ed Sheeran,-,1,-,2021-01-02,2021,53
60,Gnat,Eminem,-,1,-,2021-01-02,2021,53
61,Rockin' Around The Christmas Tree,Justin Bieber,87,4,87,2021-01-02,2021,53
62,Favorite Time Of Year,Carrie Underwood,99,4,99,2021-01-02,2021,53
63,Hawai,Maluma & The Weeknd,65,12,18,2021-01-02,2021,53
64,Monster,Shawn Mendes & Justin Bieber,62,8,5,2021-01-02,2021,53
65,Diamonds,Sam Smith,66,40,14,2021-01-02,2021,53
66,Starting Over,Chris Stapleton,72,25,17,2021-01-02,2021,53
67,Cry Baby,Megan Thee Stallion Featuring DaBaby,95,3,95,2021-01-02,2021,53
68,You Broke Me First.,Tate McRae,79,50,18,2021-01-02,2021,53
69,My Ex's Best Friend,Machine Gun Kelly X blackbear,86,28,19,2021-01-02,2021,53
70,Without You,The Kid LAROI,81,63,3,2021-01-02,2021,53
71,"Big, Big Plans",Chris Lane,73,42,12,2021-01-02,2021,53
72,Mr. Right Now,21 Savage & Metro Boomin Featuring Drake,88,10,12,2021-01-02,2021,53
73,Forever After All,Luke Combs,92,2,9,2021-01-02,2021,53
74,Throat Baby (Go Baby),BRS Kash,97,69,10,2021-01-02,2021,53
75,Under The Mistletoe,Kelly Clarkson & Brett Eldredge,-,59,3,2021-01-02,2021,53
76,Tyler Herro,Jack Harlow,77,34,9,2021-01-02,2021,53
77,Champagne Problems,Taylor Swift,21,21,2,2021-01-02,2021,53
78,The First Noel,Gabby Barrett,-,1,-,2021-01-02,2021,53
79,Love You Like I Used To,Russell Dickerson,83,31,16,2021-01-02,2021,53
80,Champagne Night,Lady A,-,75,9,2021-01-02,2021,53
81,Prisoner,Miley Cyrus Featuring Dua Lipa,94,54,5,2021-01-02,2021,53
82,Good Time,Niko Moon,96,71,12,2021-01-02,2021,53
83,7 Summers,Morgan Wallen,-,6,18,2021-01-02,2021,53
84,Adderall (Corvette Corvette),Popp Hunna,-,1,-,2021-01-02,2021,53
85,You're Mines Still,Yung Bleu Featuring Drake,-,52,3,2021-01-02,2021,53
86,Tequila Shots,Kid Cudi,41,41,2,2021-01-02,2021,53
87,Back To The Streets,Saweetie Featuring Jhene Aiko,-,76,5,2021-01-02,2021,53
88,Bichota,Karol G,-,4,-,2021-01-02,2021,53
89,Way Out,Jack Harlow Featuring Big Sean,74,74,2,2021-01-02,2021,53
90,Hit Different,SZA Featuring Ty Dolla $ign,-,29,15,2021-01-02,2021,53
91,'Tis The Damn Season,Taylor Swift,39,39,2,2021-01-02,2021,53
92,Damage,H.E.R.,-,70,2,2021-01-02,2021,53
93,Backdoor,Lil Durk,-,1,-,2021-01-02,2021,53
94,Silent Night,Carrie Underwood,-,2,-,2021-01-02,2021,53
95,Golden,Harry Styles,-,74,9,2021-01-02,2021,53
96,Hole In The Bottle,Kelsea Ballerini,-,72,10,2021-01-02,2021,53
97,"No Body, No Crime",Taylor Swift Featuring HAIM,34,34,2,2021-01-02,2021,53
98,Moonwalking In Calabasas,DDG,-,1,-,2021-01-02,2021,53
99,Took Her To The O,King Von,-,47,6,2021-01-02,2021,53
100,Put Your Records On,Ritt Momney,-,79,10,2021-01-02,2021,53
1,Mood,24kGoldn Featuring iann dior,7,21,7,2021-01-09,2021,1
2,Positions,Ariana Grande,14,1,10,2021-01-09,2021,1
3,Blinding Lights,The Weeknd,-,1,56,2021-01-09,2021,1
4,Holy,Justin Bieber Featuring Chance The Rapper,21,3,15,2021-01-09,2021,1
5,Dynamite,BTS,44,1,19,2021-01-09,2021,1
6,Go Crazy,Chris Brown & Young Thug,24,34,24,2021-01-09,2021,1
7,Laugh Now Cry Later,Drake Featuring Lil Durk,25,2,20,2021-01-09,2021,1
8,I Hope,Gabby Barrett Featuring Charlie Puth,30,3,53,2021-01-09,2021,1
9,All I Want For Christmas Is You,Mariah Carey,1,1,44,2021-01-09,2021,1
10,Levitating,Dua Lipa,27,13,27,2021-01-09,2021,1
11,Bang!,AJR,37,26,37,2021-01-09,2021,1
12,Rockin' Around The Christmas Tree,Brenda Lee,2,2,39,2021-01-09,2021,1
13,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,29,6,26,2021-01-09,2021,1
14,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,31,6,20,2021-01-09,2021,1
15,Jingle Bell Rock,Bobby Helms,3,3,36,2021-01-09,2021,1
16,Kings & Queens,Ava Max,41,13,21,2021-01-09,2021,1
17,A Holly Jolly Christmas,Burl Ives,4,4,20,2021-01-09,2021,1
18,Therefore I Am,Billie Eilish,42,2,8,2021-01-09,2021,1
19,34+35,Ariana Grande Feat. Doja Cat & Megan Thee Stallion,40,8,9,2021-01-09,2021,1
20,Dakiti,Bad Bunny & Jhay Cortez,34,5,9,2021-01-09,2021,1
21,Body,Megan Thee Stallion,35,12,6,2021-01-09,2021,1
22,What You Know Bout Love,Pop Smoke,51,17,51,2021-01-09,2021,1
23,Willow,Taylor Swift,38,1,3,2021-01-09,2021,1
24,Better Together,Luke Combs,57,13,57,2021-01-09,2021,1
25,Lonely,Justin Bieber & benny blanco,53,14,11,2021-01-09,2021,1
26,Rockstar,DaBaby Featuring Roddy Ricch,-,1,36,2021-01-09,2021,1
27,Whoopty,CJ,52,8,52,2021-01-09,2021,1
28,It's The Most Wonderful Time Of The Year,Andy Williams,5,5,21,2021-01-09,2021,1
29,Run Rudolph Run,Chuck Berry,10,10,9,2021-01-09,2021,1
30,Before You Go,Lewis Capaldi,-,9,45,2021-01-09,2021,1
31,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,-,1,27,2021-01-09,2021,1
32,Afterglow,Ed Sheeran,59,2,59,2021-01-09,2021,1
33,More Than My Hometown,Morgan Wallen,-,15,27,2021-01-09,2021,1
34,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",-,2,46,2021-01-09,2021,1
35,Starting Over,Chris Stapleton,66,25,18,2021-01-09,2021,1
36,WAP,Cardi B Featuring Megan Thee Stallion,55,1,21,2021-01-09,2021,1
37,I Should Probably Go To Bed,Dan + Shay,-,21,-,2021-01-09,2021,1
38,Good Days,SZA,-,1,-,2021-01-09,2021,1
39,Feliz Navidad,Jose Feliciano,6,6,15,2021-01-09,2021,1
40,Pretty Heart,Parker McCollum,-,36,21,2021-01-09,2021,1
41,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,8,8,14,2021-01-09,2021,1
42,Happy Anywhere,Blake Shelton Featuring Gwen Stefani,-,36,21,2021-01-09,2021,1
43,Holiday,Lil Nas X,56,37,7,2021-01-09,2021,1
44,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",11,11,27,2021-01-09,2021,1
45,Monster,Shawn Mendes & Justin Bieber,64,8,6,2021-01-09,2021,1
