rank,name,singer,last_week,peak_pos,weeks_on_chart,chart_date,year,week
45,The Kind Of Love We Make,Luke Combs,36,8,21,2022-11-19,2022,46
46,Shirt,SZA,11,11,2,2022-11-19,2022,46
47,She Had Me At Heads Carolina,Cole Swindell,37,16,24,2022-11-19,2022,46
48,About Damn Time,Lizzo,33,1,30,2022-11-19,2022,46
49,Tomorrow 2,GloRilla & Cardi B,35,9,7,2022-11-19,2022,46
50,Unstoppable,Sia,39,28,19,2022-11-19,2022,46
51,Vigilante Shit,Taylor Swift,24,10,3,2022-11-19,2022,46
52,Thank God,Kane Brown With Katelyn Brown,43,22,9,2022-11-19,2022,46
53,Die For You,Joji,-,1,-,2022-11-19,2022,46
54,5 Foot 9,Tyler Hubbard,44,22,22,2022-11-19,2022,46
55,Hold Me Closer,Elton John & Britney Spears,40,6,11,2022-11-19,2022,46
56,Question...?,Taylor Swift,32,7,3,2022-11-19,2022,46
57,Golden Hour,JVKE,46,46,11,2022-11-19,2022,46
58,Rock And A Hard Place,Bailey Zimmerman,54,24,22,2022-11-19,2022,46
59,Fall In Love,Bailey Zimmerman,50,29,28,2022-11-19,2022,46
60,Half Of Me,Thomas Rhett Featuring Riley Green,52,52,12,2022-11-19,2022,46
61,Made You Look,Meghan Trainor,63,3,63,2022-11-19,2022,46
62,Hotel Lobby (Unc And Phew),Quavo & Takeoff,78,59,18,2022-11-19,2022,46
63,What My World Spins Around,Jordan Davis,58,41,13,2022-11-19,2022,46
64,Until I Found You,Stephen Sanchez,53,38,19,2022-11-19,2022,46
65,Mastermind,Taylor Swift,38,13,3,2022-11-19,2022,46
66,Victoria's Secret,Jax,56,35,15,2022-11-19,2022,46
67,Labyrinth,Taylor Swift,42,14,3,2022-11-19,2022,46
68,Star Walkin' (League Of Legends Worlds Anthem),Lil Nas X,60,32,7,2022-11-19,2022,46
69,Son Of A Sinner,Jelly Roll,57,31,19,2022-11-19,2022,46
70,Don't Come Lookin',Jackson Dean,66,50,11,2022-11-19,2022,46
71,Sweet Nothing,Taylor Swift,45,15,3,2022-11-19,2022,46
72,Romantic Homicide,d4vd,65,33,10,2022-11-19,2022,46
73,California Breeze,Lil Baby,55,4,4,2022-11-19,2022,46
74,Billie Eilish.,Armani White,72,58,9,2022-11-19,2022,46
75,Wait In The Truck,HARDY Featuring Lainey Wilson,76,54,10,2022-11-19,2022,46
76,"Would've, Could've, Should've",Taylor Swift,59,20,3,2022-11-19,2022,46
77,Heyy,Lil Baby,61,21,5,2022-11-19,2022,46
78,Wishful Drinking,Ingrid Andress With Sam Hunt,67,47,19,2022-11-19,2022,46
79,Free Mind,Tems,69,46,17,2022-11-19,2022,46
80,Music For A Sushi Restaurant,Harry Styles,62,8,17,2022-11-19,2022,46
81,No Se Va,Grupo Frontera,70,57,7,2022-11-19,2022,46
82,Whiskey On You,Nate Smith,74,44,21,2022-11-19,2022,46
83,My Mind & Me,Selena Gomez,-,1,-,2022-11-19,2022,46
84,Forever,Lil Baby Featuring Fridayy,64,8,4,2022-11-19,2022,46
85,Bigger Than The Whole Sky,Taylor Swift,68,21,3,2022-11-19,2022,46
86,All Mine,Brent Faiyaz,75,42,14,2022-11-19,2022,46
87,The Great War,Taylor Swift,71,26,3,2022-11-19,2022,46
88,Calm Down,Rema & Selena Gomez,74,10,74,2022-11-19,2022,46
89,Miss You,Oliver Tree & Robin Schulz,84,84,3,2022-11-19,2022,46
90,Paris,Taylor Swift,73,32,3,2022-11-19,2022,46
91,Last Last,Burna Boy,83,44,18,2022-11-19,2022,46
92,Freestyle,Lil Baby,87,63,9,2022-11-19,2022,46
93,Pick Me Up,Gabby Barrett,69,15,69,2022-11-19,2022,46
94,In My Head,Juice WRLD,23,23,2,2022-11-19,2022,46
95,Country On,Luke Bryan,98,72,12,2022-11-19,2022,46
96,La Bachata,Manuel Turizo,90,67,12,2022-11-19,2022,46
97,2 Be Loved (Am I Ready),Lizzo,80,55,13,2022-11-19,2022,46
98,High Infidelity,Taylor Swift,79,33,3,2022-11-19,2022,46
99,Gotta Move On,Diddy & Bryson Tiller,91,79,6,2022-11-19,2022,46
100,Staying Alive,DJ Khaled Featuring Drake & Lil Baby,81,5,14,2022-11-19,2022,46
1,Anti-Hero,Taylor Swift,4,4,0,2022-11-26,2022,47
2,Rich Flex,Drake & 21 Savage,N/A,N/A,0,2022-11-26,2022,47
3,Unholy,Sam Smith & Kim Petras,10,1,8,2022-11-26,2022,47
4,Bad Habit,Steve Lacy,13,1,20,2022-11-26,2022,47
5,As It Was,Harry Styles,17,1,33,2022-11-26,2022,47
6,Major Distribution,Drake & 21 Savage,3,3,2,2022-11-26,2022,47
7,I'm Good (Blue),David Guetta & Bebe Rexha,20,12,20,2022-11-26,2022,47
8,Lift Me Up,Rihanna,22,2,3,2022-11-26,2022,47
9,Spin Bout U,Drake & 21 Savage,5,5,2,2022-11-26,2022,47
10,On BS,Drake & 21 Savage,4,4,2,2022-11-26,2022,47
11,Super Freaky Girl,Nicki Minaj,21,1,14,2022-11-26,2022,47
12,Die For You,The Weeknd & Ariana Grande,34,16,34,2022-11-26,2022,47
13,You Proof,Morgan Wallen,25,5,27,2022-11-26,2022,47
14,Circo Loco,Drake & 21 Savage,8,8,2,2022-11-26,2022,47
15,Pussy & Millions,Drake & 21 Savage Featuring Travis Scott,6,6,2,2022-11-26,2022,47
16,I Like You (A Happier Song),Post Malone Featuring Doja Cat,24,3,24,2022-11-26,2022,47
17,Under The Influence,Chris Brown,32,10,32,2022-11-26,2022,47
18,Vegas,Doja Cat,29,10,24,2022-11-26,2022,47
19,Something In The Orange,Zach Bryan,26,12,30,2022-11-26,2022,47
20,Cuff It,Beyonce,38,13,14,2022-11-26,2022,47
21,Lavender Haze,Taylor Swift,23,2,4,2022-11-26,2022,47
22,Privileged Rappers,Drake & 21 Savage,7,7,2,2022-11-26,2022,47
23,Wasted On You,Morgan Wallen,37,9,53,2022-11-26,2022,47
24,I Ain't Worried,OneRepublic,28,6,23,2022-11-26,2022,47
25,All I Want For Christmas Is You,Mariah Carey,-,1,52,2022-11-26,2022,47
26,BackOutsideBoyz,Drake,9,9,2,2022-11-26,2022,47
27,Jimmy Cooks,Drake Featuring 21 Savage,31,1,22,2022-11-26,2022,47
28,Sunroof,Nicky Youre & dazy,35,4,25,2022-11-26,2022,47
29,Tomorrow 2,GloRilla & Cardi B,49,9,8,2022-11-26,2022,47
30,Wait For U,Future Featuring Drake & Tems,41,1,29,2022-11-26,2022,47
31,She Had Me At Heads Carolina,Cole Swindell,47,16,25,2022-11-26,2022,47
32,Titi Me Pregunto,Bad Bunny,43,5,28,2022-11-26,2022,47
33,Midnight Rain,Taylor Swift,30,5,4,2022-11-26,2022,47
34,Broke Boys,Drake & 21 Savage,12,12,2,2022-11-26,2022,47
35,Bejeweled,Taylor Swift,33,6,4,2022-11-26,2022,47
36,The Kind Of Love We Make,Luke Combs,45,8,22,2022-11-26,2022,47
37,Hours In Silence,Drake & 21 Savage,11,11,2,2022-11-26,2022,47
38,About Damn Time,Lizzo,48,1,31,2022-11-26,2022,47
39,Maroon,Taylor Swift,36,3,4,2022-11-26,2022,47
40,Made You Look,Meghan Trainor,61,4,61,2022-11-26,2022,47
41,Rockin' Around The Christmas Tree,Brenda Lee,-,2,46,2022-11-26,2022,47
42,Golden Hour,JVKE,57,12,57,2022-11-26,2022,47
43,Thank God,Kane Brown With Katelyn Brown,52,22,10,2022-11-26,2022,47
44,Unstoppable,Sia,50,28,20,2022-11-26,2022,47
45,Karma,Taylor Swift Featuring Ice Spice,39,9,4,2022-11-26,2022,47
46,Hold Me Closer,Elton John & Britney Spears,55,6,12,2022-11-26,2022,47
47,Just Wanna Rock,Lil Uzi Vert,44,44,5,2022-11-26,2022,47
48,"You're On Your Own, Kid",Taylor Swift,42,8,4,2022-11-26,2022,47
49,Snow On The Beach,Taylor Swift Featuring Lana Del Rey,40,4,4,2022-11-26,2022,47
50,Jingle Bell Rock,Bobby Helms,-,3,43,2022-11-26,2022,47
51,Wait In The Truck,HARDY Featuring Lainey Wilson,75,11,75,2022-11-26,2022,47
52,Jumbotron Shit Poppin,Drake,16,16,2,2022-11-26,2022,47
53,Half Of Me,Thomas Rhett Featuring Riley Green,60,52,13,2022-11-26,2022,47
54,Fall In Love,Bailey Zimmerman,59,29,29,2022-11-26,2022,47
55,Shirt,SZA,46,11,3,2022-11-26,2022,47
56,Until I Found You,Stephen Sanchez,64,38,20,2022-11-26,2022,47
57,Rock And A Hard Place,Bailey Zimmerman,58,24,23,2022-11-26,2022,47
58,Treacherous Twins,Drake & 21 Savage,14,14,2,2022-11-26,2022,47
59,Hotel Lobby (Unc And Phew),Quavo & Takeoff,62,19,62,2022-11-26,2022,47
60,What My World Spins Around,Jordan Davis,63,41,14,2022-11-26,2022,47
61,Victoria's Secret,Jax,66,35,16,2022-11-26,2022,47
62,Vigilante Shit,Taylor Swift,51,10,4,2022-11-26,2022,47
63,Son Of A Sinner,Jelly Roll,69,31,20,2022-11-26,2022,47
64,Star Walkin' (League Of Legends Worlds Anthem),Lil Nas X,68,32,8,2022-11-26,2022,47
65,Question...?,Taylor Swift,56,7,4,2022-11-26,2022,47
66,Don't Come Lookin',Jackson Dean,70,50,12,2022-11-26,2022,47
67,Middle Of The Ocean,Drake,15,15,2,2022-11-26,2022,47
68,Romantic Homicide,d4vd,72,33,11,2022-11-26,2022,47
69,More M's,Drake & 21 Savage,18,18,2,2022-11-26,2022,47
70,Mastermind,Taylor Swift,65,13,4,2022-11-26,2022,47
71,Billie Eilish.,Armani White,74,58,10,2022-11-26,2022,47
72,Die For You,Joji,53,53,2,2022-11-26,2022,47
73,Labyrinth,Taylor Swift,67,14,4,2022-11-26,2022,47
74,Whiskey On You,Nate Smith,82,44,22,2022-11-26,2022,47
75,Free Mind,Tems,79,46,18,2022-11-26,2022,47
76,California Breeze,Lil Baby,73,4,5,2022-11-26,2022,47
77,Sweet Nothing,Taylor Swift,71,15,4,2022-11-26,2022,47
78,Heyy,Lil Baby,77,21,6,2022-11-26,2022,47
79,No Se Va,Grupo Frontera,81,57,8,2022-11-26,2022,47
80,"Would've, Could've, Should've",Taylor Swift,76,20,4,2022-11-26,2022,47
81,I Guess It's Fuck Me,Drake,19,19,2,2022-11-26,2022,47
82,Calm Down,Rema & Selena Gomez,88,74,11,2022-11-26,2022,47
83,All Mine,Brent Faiyaz,86,42,15,2022-11-26,2022,47
84,Freestyle,Lil Baby,92,63,10,2022-11-26,2022,47
85,Country On,Luke Bryan,95,72,13,2022-11-26,2022,47
86,Heart Like A Truck,Lainey Wilson,-,1,-,2022-11-26,2022,47
87,Miss You,Oliver Tree & Robin Schulz,89,84,4,2022-11-26,2022,47
88,Wishful Drinking,Ingrid Andress With Sam Hunt,78,47,20,2022-11-26,2022,47
89,Music For A Sushi Restaurant,Harry Styles,80,8,18,2022-11-26,2022,47
90,Pick Me Up,Gabby Barrett,93,69,16,2022-11-26,2022,47
91,Break My Heart,Rod Wave,-,1,-,2022-11-26,2022,47
92,La Bachata,Manuel Turizo,96,67,13,2022-11-26,2022,47
93,Forever,Lil Baby Featuring Fridayy,84,8,5,2022-11-26,2022,47
94,Last Last,Burna Boy,91,44,19,2022-11-26,2022,47
95,3AM On Glenwood,21 Savage,27,27,2,2022-11-26,2022,47
96,The Great War,Taylor Swift,87,26,4,2022-11-26,2022,47
97,Gotta Move On,Diddy & Bryson Tiller,99,79,7,2022-11-26,2022,47
98,Forget Me,Lewis Capaldi,-,95,5,2022-11-26,2022,47
99,"Going, Going, Gone",Luke Combs,-,1,-,2022-11-26,2022,47
100,Bigger Than The Whole Sky,Taylor Swift,85,21,4,2022-11-26,2022,47
1,Anti-Hero,Taylor Swift,5,5,0,2022-12-03,2022,48
2,Rich Flex,Drake & 21 Savage,3,3,0,2022-12-03,2022,48
3,Unholy,Sam Smith & Kim Petras,1,9,1,2022-12-03,2022,48
4,Bad Habit,Steve Lacy,1,21,1,2022-12-03,2022,48
5,All I Want For Christmas Is You,Mariah Carey,25,1,53,2022-12-03,2022,48
6,Rockin' Around The Christmas Tree,Brenda Lee,41,2,47,2022-12-03,2022,48
7,I'm Good (Blue),David Guetta & Bebe Rexha,13,13,0,2022-12-03,2022,48
8,As It Was,Harry Styles,5,1,34,2022-12-03,2022,48
9,Jingle Bell Rock,Bobby Helms,50,3,44,2022-12-03,2022,48
10,A Holly Jolly Christmas,Burl Ives,-,4,27,2022-12-03,2022,48
11,Lift Me Up,Rihanna,8,2,4,2022-12-03,2022,48
12,Die For You,The Weeknd & Ariana Grande,17,17,0,2022-12-03,2022,48
13,You Proof,Morgan Wallen,5,28,5,2022-12-03,2022,48
14,Under The Influence,Chris Brown,17,11,17,2022-12-03,2022,48
15,Super Freaky Girl,Nicki Minaj,11,1,11,2022-12-03,2022,48
16,Cuff It,Beyonce,20,13,15,2022-12-03,2022,48
17,Something In The Orange,Zach Bryan,19,12,31,2022-12-03,2022,48
18,I Like You (A Happier Song),Post Malone Featuring Doja Cat,16,3,25,2022-12-03,2022,48
19,It's The Most Wonderful Time Of The Year,Andy Williams,-,5,28,2022-12-03,2022,48
20,Wasted On You,Morgan Wallen,23,9,54,2022-12-03,2022,48
21,Just Wanna Rock,Lil Uzi Vert,47,6,47,2022-12-03,2022,48
22,Tomorrow 2,GloRilla & Cardi B,29,9,9,2022-12-03,2022,48
23,Last Christmas,Wham!,-,7,26,2022-12-03,2022,48
24,Made You Look,Meghan Trainor,40,5,40,2022-12-03,2022,48
25,Vegas,Doja Cat,18,10,18,2022-12-03,2022,48
26,Lavender Haze,Taylor Swift,21,2,5,2022-12-03,2022,48
27,I Ain't Worried,OneRepublic,24,6,24,2022-12-03,2022,48
28,Titi Me Pregunto,Bad Bunny,32,5,29,2022-12-03,2022,48
29,Wait For U,Future Featuring Drake & Tems,30,1,30,2022-12-03,2022,48
30,Major Distribution,Drake & 21 Savage,6,3,3,2022-12-03,2022,48
31,Spin Bout U,Drake & 21 Savage,9,5,3,2022-12-03,2022,48
32,The Kind Of Love We Make,Luke Combs,36,8,23,2022-12-03,2022,48
33,Sunroof,Nicky Youre & dazy,28,4,26,2022-12-03,2022,48
34,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",-,11,33,2022-12-03,2022,48
35,Golden Hour,JVKE,42,13,42,2022-12-03,2022,48
36,Jimmy Cooks,Drake Featuring 21 Savage,27,1,23,2022-12-03,2022,48
37,Circo Loco,Drake & 21 Savage,14,8,3,2022-12-03,2022,48
38,She Had Me At Heads Carolina,Cole Swindell,31,16,26,2022-12-03,2022,48
39,On BS,Drake & 21 Savage,10,4,3,2022-12-03,2022,48
40,Sleigh Ride,The Ronettes,-,10,17,2022-12-03,2022,48
41,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,-,8,20,2022-12-03,2022,48
42,Feliz Navidad,Jose Feliciano,-,6,21,2022-12-03,2022,48
43,It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,-,12,13,2022-12-03,2022,48
44,About Damn Time,Lizzo,38,1,32,2022-12-03,2022,48
45,Until I Found You,Stephen Sanchez,56,38,21,2022-12-03,2022,48
46,Thank God,Kane Brown With Katelyn Brown,43,22,11,2022-12-03,2022,48
47,Pussy & Millions,Drake & 21 Savage Featuring Travis Scott,15,6,3,2022-12-03,2022,48
48,Underneath The Tree,Kelly Clarkson,-,12,16,2022-12-03,2022,48
49,Fall In Love,Bailey Zimmerman,54,29,30,2022-12-03,2022,48
50,Bejeweled,Taylor Swift,35,6,5,2022-12-03,2022,48
51,Hold Me Closer,Elton John & Britney Spears,46,6,13,2022-12-03,2022,48
52,Midnight Rain,Taylor Swift,33,5,5,2022-12-03,2022,48
53,Wait In The Truck,HARDY Featuring Lainey Wilson,51,51,12,2022-12-03,2022,48
54,Rock And A Hard Place,Bailey Zimmerman,57,24,24,2022-12-03,2022,48
55,What My World Spins Around,Jordan Davis,60,41,15,2022-12-03,2022,48
56,Half Of Me,Thomas Rhett Featuring Riley Green,53,52,14,2022-12-03,2022,48
57,Hotel Lobby (Unc And Phew),Quavo & Takeoff,59,20,59,2022-12-03,2022,48
58,Maroon,Taylor Swift,39,3,5,2022-12-03,2022,48
59,Victoria's Secret,Jax,61,35,17,2022-12-03,2022,48
60,Don't Come Lookin',Jackson Dean,66,50,13,2022-12-03,2022,48
61,Son Of A Sinner,Jelly Roll,63,31,21,2022-12-03,2022,48
62,Privileged Rappers,Drake & 21 Savage,22,7,3,2022-12-03,2022,48
63,Shirt,SZA,55,11,4,2022-12-03,2022,48
64,Star Walkin' (League Of Legends Worlds Anthem),Lil Nas X,32,9,32,2022-12-03,2022,48
65,Karma,Taylor Swift Featuring Ice Spice,45,9,5,2022-12-03,2022,48
66,BackOutsideBoyz,Drake,26,9,3,2022-12-03,2022,48
67,"You're On Your Own, Kid",Taylor Swift,48,8,5,2022-12-03,2022,48
68,Broke Boys,Drake & 21 Savage,34,12,3,2022-12-03,2022,48
69,Snow On The Beach,Taylor Swift Featuring Lana Del Rey,49,4,5,2022-12-03,2022,48
70,Hours In Silence,Drake & 21 Savage,37,11,3,2022-12-03,2022,48
71,Whiskey On You,Nate Smith,74,44,23,2022-12-03,2022,48
72,Romantic Homicide,d4vd,68,33,12,2022-12-03,2022,48
73,Vigilante Shit,Taylor Swift,62,10,5,2022-12-03,2022,48
74,Free Mind,Tems,75,46,19,2022-12-03,2022,48
75,Billie Eilish.,Armani White,71,58,11,2022-12-03,2022,48
76,Break My Heart,Rod Wave,91,2,91,2022-12-03,2022,48
77,Jumbotron Shit Poppin,Drake,52,16,3,2022-12-03,2022,48
78,Question...?,Taylor Swift,65,7,5,2022-12-03,2022,48
79,No Se Va,Grupo Frontera,57,9,57,2022-12-03,2022,48
80,Heyy,Lil Baby,78,21,7,2022-12-03,2022,48
81,California Breeze,Lil Baby,76,4,6,2022-12-03,2022,48
82,Calm Down,Rema & Selena Gomez,74,12,74,2022-12-03,2022,48
83,Country On,Luke Bryan,85,72,14,2022-12-03,2022,48
84,Mastermind,Taylor Swift,70,13,5,2022-12-03,2022,48
85,Treacherous Twins,Drake & 21 Savage,58,14,3,2022-12-03,2022,48
86,Heart Like A Truck,Lainey Wilson,2,2,0,2022-12-03,2022,48
87,Pick Me Up,Gabby Barrett,90,69,17,2022-12-03,2022,48
88,Down In Atlanta,Pharrell Williams & Travis Scott,-,1,-,2022-12-03,2022,48
89,Labyrinth,Taylor Swift,73,14,5,2022-12-03,2022,48
90,Freestyle,Lil Baby,84,63,11,2022-12-03,2022,48
91,Miss You,Oliver Tree & Robin Schulz,87,84,5,2022-12-03,2022,48
92,Sweet Nothing,Taylor Swift,77,15,5,2022-12-03,2022,48
93,All Mine,Brent Faiyaz,83,42,16,2022-12-03,2022,48
94,La Bachata,Manuel Turizo,92,67,14,2022-12-03,2022,48
95,Got It Right,Rod Wave,-,1,-,2022-12-03,2022,48
96,Die For You,Joji,72,53,3,2022-12-03,2022,48
97,Down Home,Jimmie Allen,-,88,4,2022-12-03,2022,48
98,"Going, Going, Gone",Luke Combs,99,2,99,2022-12-03,2022,48
99,Middle Of The Ocean,Drake,67,15,3,2022-12-03,2022,48
100,More M's,Drake & 21 Savage,69,18,3,2022-12-03,2022,48
1,Anti-Hero,Taylor Swift,6,6,0,2022-12-10,2022,49
2,All I Want For Christmas Is You,Mariah Carey,5,1,54,2022-12-10,2022,49
3,Rockin' Around The Christmas Tree,Brenda Lee,6,2,48,2022-12-10,2022,49
4,Unholy,Sam Smith & Kim Petras,3,1,10,2022-12-10,2022,49
5,Jingle Bell Rock,Bobby Helms,9,3,45,2022-12-10,2022,49
6,A Holly Jolly Christmas,Burl Ives,10,4,28,2022-12-10,2022,49
7,Rich Flex,Drake & 21 Savage,2,2,4,2022-12-10,2022,49
8,Bad Habit,Steve Lacy,4,1,22,2022-12-10,2022,49
9,It's The Most Wonderful Time Of The Year,Andy Williams,19,5,29,2022-12-10,2022,49
10,Last Christmas,Wham!,23,7,27,2022-12-10,2022,49
11,I'm Good (Blue),David Guetta & Bebe Rexha,7,7,14,2022-12-10,2022,49
12,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",34,11,34,2022-12-10,2022,49
13,Feliz Navidad,Jose Feliciano,42,6,22,2022-12-10,2022,49
14,As It Was,Harry Styles,8,1,35,2022-12-10,2022,49
15,Die For You,The Weeknd & Ariana Grande,12,12,18,2022-12-10,2022,49
16,Sleigh Ride,The Ronettes,40,10,18,2022-12-10,2022,49
17,Underneath The Tree,Kelly Clarkson,48,12,48,2022-12-10,2022,49
18,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,41,8,21,2022-12-10,2022,49
19,It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,43,12,14,2022-12-10,2022,49
20,Cuff It,Beyonce,16,13,16,2022-12-10,2022,49
21,Under The Influence,Chris Brown,14,14,12,2022-12-10,2022,49
22,Lift Me Up,Rihanna,11,2,5,2022-12-10,2022,49
23,Christmas (Baby Please Come Home),Darlene Love,-,16,13,2022-12-10,2022,49
24,Santa Tell Me,Ariana Grande,-,17,14,2022-12-10,2022,49
25,You Proof,Morgan Wallen,13,5,29,2022-12-10,2022,49
26,Super Freaky Girl,Nicki Minaj,15,1,16,2022-12-10,2022,49
27,I Like You (A Happier Song),Post Malone Featuring Doja Cat,18,3,26,2022-12-10,2022,49
28,Something In The Orange,Zach Bryan,17,12,32,2022-12-10,2022,49
29,It's Beginning To Look A Lot Like Christmas,Michael Buble,-,20,11,2022-12-10,2022,49
30,Deck The Halls,Nat King Cole,-,4,-,2022-12-10,2022,49
31,White Christmas (1947),Bing Crosby With Ken Darby Singers & John Scott Trotter & His Orchestra,-,12,26,2022-12-10,2022,49
32,Wasted On You,Morgan Wallen,20,9,55,2022-12-10,2022,49
33,Jingle Bells,Frank Sinatra With The Orchestra & Chorus Of Gordon Jenkins,-,5,-,2022-12-10,2022,49
34,Rudolph The Red-Nosed Reindeer,Gene Autry & The Pinafores,-,16,18,2022-12-10,2022,49
35,Just Wanna Rock,Lil Uzi Vert,21,21,7,2022-12-10,2022,49
36,Made You Look,Meghan Trainor,24,24,6,2022-12-10,2022,49
37,Tomorrow 2,GloRilla & Cardi B,22,9,10,2022-12-10,2022,49
38,Vegas,Doja Cat,25,10,26,2022-12-10,2022,49
39,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,-,26,11,2022-12-10,2022,49
40,Wait For U,Future Featuring Drake & Tems,29,1,31,2022-12-10,2022,49
41,Golden Hour,JVKE,35,35,14,2022-12-10,2022,49
42,"You're A Mean One, Mr. Grinch",Thurl Ravenscroft,-,32,5,2022-12-10,2022,49
43,Blue Christmas,Elvis Presley,-,33,4,2022-12-10,2022,49
44,Titi Me Pregunto,Bad Bunny,28,5,30,2022-12-10,2022,49
45,I Ain't Worried,OneRepublic,27,6,25,2022-12-10,2022,49
46,Jimmy Cooks,Drake Featuring 21 Savage,36,1,24,2022-12-10,2022,49
47,Sunroof,Nicky Youre & dazy,33,4,27,2022-12-10,2022,49
48,About Damn Time,Lizzo,44,1,33,2022-12-10,2022,49
49,Santa Claus Is Comin' To Town,Jackson 5,-,41,3,2022-12-10,2022,49
50,She Had Me At Heads Carolina,Cole Swindell,38,16,27,2022-12-10,2022,49
51,Fall In Love,Bailey Zimmerman,49,29,31,2022-12-10,2022,49
52,Lavender Haze,Taylor Swift,26,2,6,2022-12-10,2022,49
53,Spin Bout U,Drake & 21 Savage,31,5,4,2022-12-10,2022,49
54,Until I Found You,Stephen Sanchez,45,38,22,2022-12-10,2022,49
55,Thank God,Kane Brown With Katelyn Brown,46,22,12,2022-12-10,2022,49
56,Circo Loco,Drake & 21 Savage,37,8,4,2022-12-10,2022,49
57,Victoria's Secret,Jax,59,35,18,2022-12-10,2022,49
58,On BS,Drake & 21 Savage,39,4,4,2022-12-10,2022,49
59,Major Distribution,Drake & 21 Savage,30,3,4,2022-12-10,2022,49
60,Son Of A Sinner,Jelly Roll,61,31,22,2022-12-10,2022,49
61,Rock And A Hard Place,Bailey Zimmerman,54,24,25,2022-12-10,2022,49
62,What My World Spins Around,Jordan Davis,55,41,16,2022-12-10,2022,49
63,Star Walkin' (League Of Legends Worlds Anthem),Lil Nas X,64,32,10,2022-12-10,2022,49
