rank,name,singer,last_week,peak_pos,weeks_on_chart,chart_date,year,week
1,Hello,Adele,7,7,0,2015-12-26,2015,52
2,Sorry,Justin Bieber,7,7,0,2015-12-26,2015,52
3,Hotline Bling,Drake,2,19,2,2015-12-26,2015,52
4,What Do You Mean?,Justin Bieber,1,15,1,2015-12-26,2015,52
5,Love Yourself,Justin Bieber,7,4,4,2015-12-26,2015,52
6,The Hills,The Weeknd,5,1,29,2015-12-26,2015,52
7,Stitches,Shawn Mendes,6,4,29,2015-12-26,2015,52
8,Here,Alessia Cara,19,19,0,2015-12-26,2015,52
9,Same Old Love,Selena Gomez,10,13,10,2015-12-26,2015,52
10,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,9,8,23,2015-12-26,2015,52
11,679,Fetty Wap Featuring Remy Boyz,4,24,4,2015-12-26,2015,52
12,Ex's & Oh's,Elle King,10,23,10,2015-12-26,2015,52
13,On My Mind,Ellie Goulding,12,12,0,2015-12-26,2015,52
14,Jumpman,Drake & Future,15,12,12,2015-12-26,2015,52
15,Can't Feel My Face,The Weeknd,16,1,27,2015-12-26,2015,52
16,Antidote,Travis Scott,19,14,19,2015-12-26,2015,52
17,Lean On,Major Lazer X DJ Snake Featuring MO,20,4,36,2015-12-26,2015,52
18,Wildest Dreams,Taylor Swift,14,5,16,2015-12-26,2015,52
19,In The Night,The Weeknd,37,5,37,2015-12-26,2015,52
20,Don't,Bryson Tiller,24,11,24,2015-12-26,2015,52
21,Somebody To Love,Jordan Smith,-,1,-,2015-12-26,2015,52
22,All I Want For Christmas Is You,Mariah Carey,26,21,12,2015-12-26,2015,52
23,White Iverson,Post Malone,22,22,14,2015-12-26,2015,52
24,Focus,Ariana Grande,17,7,6,2015-12-26,2015,52
25,Die A Happy Man,Thomas Rhett,23,23,12,2015-12-26,2015,52
26,Watch Me,Silento,18,3,42,2015-12-26,2015,52
27,Trap Queen,Fetty Wap,28,2,47,2015-12-26,2015,52
28,Stressed Out,Twenty One Pilots,45,12,45,2015-12-26,2015,52
29,Roses,The Chainsmokers Featuring Rozes,36,8,36,2015-12-26,2015,52
30,Say It,Tory Lanez,8,8,0,2015-12-26,2015,52
31,Confident,Demi Lovato,21,21,10,2015-12-26,2015,52
32,Perfect,One Direction,27,10,8,2015-12-26,2015,52
33,Locked Away,R. City Featuring Adam Levine,25,6,21,2015-12-26,2015,52
34,Break Up In A Small Town,Sam Hunt,32,32,10,2015-12-26,2015,52
35,Where Ya At,Future Featuring Drake,29,28,21,2015-12-26,2015,52
36,"Me, Myself & I",G-Eazy x Bebe Rexha,66,6,66,2015-12-26,2015,52
37,No Role Modelz,J. Cole,41,17,41,2015-12-26,2015,52
38,Where Are U Now,Skrillex & Diplo With Justin Bieber,31,8,41,2015-12-26,2015,52
