rank,name,singer,last_week,peak_pos,weeks_on_chart,chart_date,year,week
40,"Sunrise, Sunburn, Sunset",Luke Bryan,47,8,47,2018-09-01,2018,35
41,Never Be The Same,Camila Cabello,37,6,36,2018-09-01,2018,35
42,In My Blood,Shawn Mendes,38,11,23,2018-09-01,2018,35
43,Life Changes,Thomas Rhett,45,9,45,2018-09-01,2018,35
44,Get Along,Kenny Chesney,40,22,20,2018-09-01,2018,35
45,I'm A Mess,Bebe Rexha,51,6,51,2018-09-01,2018,35
46,Apes**t,The Carters,41,13,10,2018-09-01,2018,35
47,Te Bote,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny",49,36,18,2018-09-01,2018,35
48,Moonlight,XXXTENTACION,50,13,19,2018-09-01,2018,35
49,Break Up In The End,Cole Swindell,78,7,78,2018-09-01,2018,35
50,Beautiful,Bazzi Featuring Camila Cabello,52,3,52,2018-09-01,2018,35
51,Broken,lovelytheband,54,6,54,2018-09-01,2018,35
52,Hotel Key,Old Dominion,55,8,55,2018-09-01,2018,35
53,Yosemite,Travis Scott,43,25,3,2018-09-01,2018,35
54,Africa,Weezer,57,6,57,2018-09-01,2018,35
55,Sweetener,Ariana Grande,-,1,-,2018-09-01,2018,35
56,You Say,Lauren Daigle,77,53,6,2018-09-01,2018,35
57,Drew Barrymore,Bryce Vine,91,2,91,2018-09-01,2018,35
58,Jackie Chan,Tiesto & Dzeko Featuring Preme & Post Malone,63,7,63,2018-09-01,2018,35
59,Solo,Clean Bandit Featuring Demi Lovato,62,58,8,2018-09-01,2018,35
60,Hooked,Dylan Scott,68,6,68,2018-09-01,2018,35
61,All Girls Are The Same,Juice WRLD,59,41,15,2018-09-01,2018,35
62,Everytime,Ariana Grande,-,1,-,2018-09-01,2018,35
63,Happier,Marshmello & Bastille,-,1,-,2018-09-01,2018,35
64,Medicine,Queen Naija,65,45,12,2018-09-01,2018,35
65,Promises,Calvin Harris & Sam Smith,-,1,-,2018-09-01,2018,35
66,Remind Me To Forget,Kygo Featuring Miguel,70,6,70,2018-09-01,2018,35
67,Trip,Ella Mai,76,3,76,2018-09-01,2018,35
68,Lean Wit Me,Juice WRLD,84,3,84,2018-09-01,2018,35
69,Level Up,Ciara,67,59,5,2018-09-01,2018,35
70,I'm Upset,Drake,74,7,13,2018-09-01,2018,35
71,1942,G-Eazy Featuring Yo Gotti & YBN Nahmir,85,70,6,2018-09-01,2018,35
72,R.E.M,Ariana Grande,-,1,-,2018-09-01,2018,35
73,That's On Me,Yella Beezy,86,4,86,2018-09-01,2018,35
74,She Got The Best Of Me,Luke Combs,95,2,95,2018-09-01,2018,35
75,Lose It,Kane Brown,82,6,82,2018-09-01,2018,35
76,Don't Go Breaking My Heart,Backstreet Boys,73,63,9,2018-09-01,2018,35
77,Blue Tacoma,Russell Dickerson,-,1,-,2018-09-01,2018,35
78,Chanel (Go Get It),Young Thug Featuring Gunna & Lil Baby,-,1,-,2018-09-01,2018,35
79,Changes,XXXTENTACION,80,18,19,2018-09-01,2018,35
80,Taking A Walk,Trippie Redd,46,46,2,2018-09-01,2018,35
81,Side Effects,The Chainsmokers Featuring Emily Warren,-,2,-,2018-09-01,2018,35
82,Best Part,Daniel Caesar Featuring H.E.R.,94,81,5,2018-09-01,2018,35
83,Drunk Me,Mitchell Tenpenny,-,2,-,2018-09-01,2018,35
84,Cry Pretty,Carrie Underwood,92,48,11,2018-09-01,2018,35
85,Ring,Cardi B Featuring Kehlani,-,28,5,2018-09-01,2018,35
86,Kiss Somebody,Morgan Evans,53,53,8,2018-09-01,2018,35
87,Goodnight N Go,Ariana Grande,-,1,-,2018-09-01,2018,35
88,Made For Now,Janet & Daddy Yankee,-,1,-,2018-09-01,2018,35
89,The Light Is Coming,Ariana Grande Featuring Nicki Minaj,-,2,-,2018-09-01,2018,35
90,High Hopes,Panic! At The Disco,-,84,3,2018-09-01,2018,35
91,Bed,Nicki Minaj Featuring Ariana Grande,42,42,10,2018-09-01,2018,35
92,Growing Pains,Alessia Cara,83,65,8,2018-09-01,2018,35
93,Take Back Home Girl,Chris Lane Featuring Tori Kelly,61,55,12,2018-09-01,2018,35
94,Desperate Man,Eric Church,-,71,4,2018-09-01,2018,35
95,This Is America,Childish Gambino,88,1,16,2018-09-01,2018,35
96,W O R K I N  M E,Quavo,72,72,2,2018-09-01,2018,35
97,Lie,NF,96,90,4,2018-09-01,2018,35
98,Sin Pijama,Becky G + Natti Natasha,93,70,11,2018-09-01,2018,35
99,Pete Davidson,Ariana Grande,-,1,-,2018-09-01,2018,35
100,Chun-Li,Nicki Minaj,44,10,16,2018-09-01,2018,35
1,In My Feelings,Drake,9,9,0,2018-09-08,2018,36
2,Girls Like You,Maroon 5 Featuring Cardi B,14,14,0,2018-09-08,2018,36
3,I Like It,"Cardi B, Bad Bunny & J Balvin",1,21,1,2018-09-08,2018,36
4,Better Now,Post Malone,5,18,5,2018-09-08,2018,36
5,FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,4,3,6,2018-09-08,2018,36
6,Lucid Dreams,Juice WRLD,3,16,3,2018-09-08,2018,36
7,Sicko Mode,Travis Scott,9,4,4,2018-09-08,2018,36
8,Taste,Tyga Featuring Offset,10,14,10,2018-09-08,2018,36
9,Love Lies,Khalid & Normani,11,28,11,2018-09-08,2018,36
10,God Is A Woman,Ariana Grande,8,8,7,2018-09-08,2018,36
11,IDOL,BTS Featuring Nicki Minaj,-,1,-,2018-09-08,2018,36
12,No Brainer,"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo",5,5,5,2018-09-08,2018,36
13,Boo'd Up,Ella Mai,5,22,5,2018-09-08,2018,36
14,No Tears Left To Cry,Ariana Grande,7,3,19,2018-09-08,2018,36
15,Youngblood,5 Seconds Of Summer,13,13,0,2018-09-08,2018,36
16,Yes Indeed,Lil Baby & Drake,14,6,14,2018-09-08,2018,36
17,Nonstop,Drake,18,2,9,2018-09-08,2018,36
18,Psycho,Post Malone Featuring Ty Dolla $ign,16,1,27,2018-09-08,2018,36
19,Back To You,Selena Gomez,23,16,23,2018-09-08,2018,36
20,Big Bank,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",24,16,13,2018-09-08,2018,36
21,Meant To Be,Bebe Rexha & Florida Georgia Line,2,45,2,2018-09-08,2018,36
22,Perfect,Ed Sheeran,20,1,53,2018-09-08,2018,36
23,Nice For What,Drake,17,1,21,2018-09-08,2018,36
24,Natural,Imagine Dragons,29,6,29,2018-09-08,2018,36
25,Delicate,Taylor Swift,19,12,19,2018-09-08,2018,36
26,The Middle,"Zedd, Maren Morris & Grey",25,5,31,2018-09-08,2018,36
27,I Like Me Better,Lauv,28,29,28,2018-09-08,2018,36
28,Eastside,"benny blanco, Halsey & Khalid",31,7,31,2018-09-08,2018,36
29,Sad!,XXXTENTACION,26,1,26,2018-09-08,2018,36
30,God's Plan,Drake,27,1,32,2018-09-08,2018,36
31,Tequila,Dan + Shay,30,21,25,2018-09-08,2018,36
32,Simple,Florida Georgia Line,36,13,36,2018-09-08,2018,36
33,Mine,Bazzi,11,32,11,2018-09-08,2018,36
34,Drowns The Whiskey,Jason Aldean Featuring Miranda Lambert,32,32,11,2018-09-08,2018,36
35,"Sunrise, Sunburn, Sunset",Luke Bryan,40,9,40,2018-09-08,2018,36
36,Life Changes,Thomas Rhett,43,10,43,2018-09-08,2018,36
37,Breathin,Ariana Grande,22,22,2,2018-09-08,2018,36
38,Mercy,Brett Young,34,29,17,2018-09-08,2018,36
39,I'm A Mess,Bebe Rexha,45,7,45,2018-09-08,2018,36
40,Stargazing,Travis Scott,35,8,4,2018-09-08,2018,36
41,Friends,Marshmello & Anne-Marie,37,11,29,2018-09-08,2018,36
42,Never Be The Same,Camila Cabello,41,6,37,2018-09-08,2018,36
43,One Kiss,Calvin Harris & Dua Lipa,39,26,21,2018-09-08,2018,36
44,Beautiful,Bazzi Featuring Camila Cabello,50,4,50,2018-09-08,2018,36
45,Barbie Dreams,Nicki Minaj,38,18,3,2018-09-08,2018,36
46,Drew Barrymore,Bryce Vine,57,3,57,2018-09-08,2018,36
47,Moonlight,XXXTENTACION,48,13,20,2018-09-08,2018,36
48,Get Along,Kenny Chesney,44,22,21,2018-09-08,2018,36
49,Te Bote,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny",47,36,19,2018-09-08,2018,36
50,Broken,lovelytheband,51,7,51,2018-09-08,2018,36
51,Hotel Key,Old Dominion,52,9,52,2018-09-08,2018,36
52,W O R K I N  M E,Quavo,96,3,96,2018-09-08,2018,36
53,Apes**t,The Carters,46,13,11,2018-09-08,2018,36
54,Trip,Ella Mai,67,4,67,2018-09-08,2018,36
55,You Say,Lauren Daigle,56,53,7,2018-09-08,2018,36
56,Africa,Weezer,54,54,7,2018-09-08,2018,36
57,Jackie Chan,Tiesto & Dzeko Featuring Preme & Post Malone,58,8,58,2018-09-08,2018,36
58,Yosemite,Travis Scott,53,25,4,2018-09-08,2018,36
59,Happier,Marshmello & Bastille,63,2,63,2018-09-08,2018,36
60,Hooked,Dylan Scott,7,7,0,2018-09-08,2018,36
61,Solo,Clean Bandit Featuring Demi Lovato,59,58,9,2018-09-08,2018,36
62,Break Up In The End,Cole Swindell,49,49,8,2018-09-08,2018,36
63,Remind Me To Forget,Kygo Featuring Miguel,66,7,66,2018-09-08,2018,36
64,All Girls Are The Same,Juice WRLD,61,41,16,2018-09-08,2018,36
65,She Got The Best Of Me,Luke Combs,74,3,74,2018-09-08,2018,36
66,Side Effects,The Chainsmokers Featuring Emily Warren,81,3,81,2018-09-08,2018,36
67,Ring,Cardi B Featuring Kehlani,85,28,6,2018-09-08,2018,36
68,Blue Tacoma,Russell Dickerson,77,2,77,2018-09-08,2018,36
69,I Am Who They Say I Am,YoungBoy Never Broke Again Featuring Kevin Gates & Quando Rondo,-,1,-,2018-09-08,2018,36
70,Medicine,Queen Naija,64,45,13,2018-09-08,2018,36
71,Lean Wit Me,Juice WRLD,68,68,4,2018-09-08,2018,36
72,Unica,Ozuna,-,1,-,2018-09-08,2018,36
73,That's On Me,Yella Beezy,5,5,0,2018-09-08,2018,36
74,Drunk Me,Mitchell Tenpenny,83,3,83,2018-09-08,2018,36
75,Lose It,Kane Brown,7,7,0,2018-09-08,2018,36
76,High Hopes,Panic! At The Disco,90,4,90,2018-09-08,2018,36
77,I'm Upset,Drake,70,7,14,2018-09-08,2018,36
78,Changes,XXXTENTACION,79,18,20,2018-09-08,2018,36
79,1942,G-Eazy Featuring Yo Gotti & YBN Nahmir,71,70,7,2018-09-08,2018,36
80,Lie,NF,97,5,97,2018-09-08,2018,36
81,Chanel (Go Get It),Young Thug Featuring Gunna & Lil Baby,78,78,2,2018-09-08,2018,36
82,Mo Bamba,Sheck Wes,-,1,-,2018-09-08,2018,36
83,Smile (Living My Best Life),Lil' Duval Featuring Snoop Dogg & Ball Greezy,-,1,-,2018-09-08,2018,36
84,Best Part,Daniel Caesar Featuring H.E.R.,82,81,6,2018-09-08,2018,36
85,Desperate Man,Eric Church,94,71,5,2018-09-08,2018,36
86,Drunk Girl,Chris Janson,-,1,-,2018-09-08,2018,36
87,The Way I Am,Charlie Puth,-,1,-,2018-09-08,2018,36
88,Dangerous,Meek Mill Featuring Jeremih & PnB Rock,-,79,2,2018-09-08,2018,36
89,Narcos,Migos,-,36,13,2018-09-08,2018,36
90,Happy Now,Zedd & Elley Duhe,-,1,-,2018-09-08,2018,36
91,Level Up,Ciara,69,59,6,2018-09-08,2018,36
92,Taking A Walk,Trippie Redd,80,46,3,2018-09-08,2018,36
93,Promises,Calvin Harris & Sam Smith,65,65,2,2018-09-08,2018,36
94,Don't Go Breaking My Heart,Backstreet Boys,76,63,10,2018-09-08,2018,36
95,Mob Ties,Drake,-,13,8,2018-09-08,2018,36
96,Hopeless Romantic,Wiz Khalifa Featuring Swae Lee,-,72,3,2018-09-08,2018,36
97,Wasted,Juice WRLD Featuring Lil Uzi Vert,-,67,6,2018-09-08,2018,36
98,OTW,"Khalid, Ty Dolla $ign & 6LACK",-,57,15,2018-09-08,2018,36
99,Sin Pijama,Becky G + Natti Natasha,98,70,12,2018-09-08,2018,36
100,This Is America,Childish Gambino,95,1,17,2018-09-08,2018,36
1,In My Feelings,Drake,10,10,0,2018-09-15,2018,37
2,Girls Like You,Maroon 5 Featuring Cardi B,15,15,0,2018-09-15,2018,37
3,I Like It,"Cardi B, Bad Bunny & J Balvin",1,22,1,2018-09-15,2018,37
4,FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,5,3,7,2018-09-15,2018,37
5,Better Now,Post Malone,4,4,19,2018-09-15,2018,37
6,Lucky You,Eminem Featuring Joyner Lucas,-,1,-,2018-09-15,2018,37
7,Lucid Dreams,Juice WRLD,6,3,17,2018-09-15,2018,37
8,The Ringer,Eminem,-,1,-,2018-09-15,2018,37
9,Sicko Mode,Travis Scott,7,4,5,2018-09-15,2018,37
10,Taste,Tyga Featuring Offset,8,8,15,2018-09-15,2018,37
11,Love Lies,Khalid & Normani,9,9,29,2018-09-15,2018,37
12,Fall,Eminem,-,1,-,2018-09-15,2018,37
13,Youngblood,5 Seconds Of Summer,15,14,15,2018-09-15,2018,37
14,Boo'd Up,Ella Mai,13,5,23,2018-09-15,2018,37
15,No Brainer,"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo",12,5,6,2018-09-15,2018,37
16,Kamikaze,Eminem,-,1,-,2018-09-15,2018,37
17,God Is A Woman,Ariana Grande,10,8,8,2018-09-15,2018,37
18,Nonstop,Drake,17,2,10,2018-09-15,2018,37
19,No Tears Left To Cry,Ariana Grande,14,3,20,2018-09-15,2018,37
20,Natural,Imagine Dragons,24,7,24,2018-09-15,2018,37
21,Yes Indeed,Lil Baby & Drake,16,6,17,2018-09-15,2018,37
22,Back To You,Selena Gomez,19,19,17,2018-09-15,2018,37
23,Greatest,Eminem,-,1,-,2018-09-15,2018,37
24,Not Alike,Eminem Featuring Royce Da 5'9,-,1,-,2018-09-15,2018,37
25,Perfect,Ed Sheeran,22,1,54,2018-09-15,2018,37
26,Meant To Be,Bebe Rexha & Florida Georgia Line,21,2,46,2018-09-15,2018,37
27,Big Bank,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",20,16,14,2018-09-15,2018,37
28,Psycho,Post Malone Featuring Ty Dolla $ign,18,1,18,2018-09-15,2018,37
29,Delicate,Taylor Swift,25,12,26,2018-09-15,2018,37
30,BEBE,6ix9ine Featuring Anuel AA,-,1,-,2018-09-15,2018,37
31,Nice For What,Drake,23,1,22,2018-09-15,2018,37
32,Trip,Ella Mai,54,5,54,2018-09-15,2018,37
33,I Like Me Better,Lauv,27,27,30,2018-09-15,2018,37
34,Eastside,"benny blanco, Halsey & Khalid",28,28,8,2018-09-15,2018,37
35,The Middle,"Zedd, Maren Morris & Grey",26,5,32,2018-09-15,2018,37
36,Sad!,XXXTENTACION,29,1,27,2018-09-15,2018,37
37,God's Plan,Drake,30,1,33,2018-09-15,2018,37
38,Tequila,Dan + Shay,31,21,26,2018-09-15,2018,37
39,Normal,Eminem,-,1,-,2018-09-15,2018,37
40,Simple,Florida Georgia Line,32,32,14,2018-09-15,2018,37
41,"Sunrise, Sunburn, Sunset",Luke Bryan,35,35,10,2018-09-15,2018,37
42,Stepping Stone,Eminem,-,1,-,2018-09-15,2018,37
43,Mine,Bazzi,33,11,33,2018-09-15,2018,37
44,I'm A Mess,Bebe Rexha,39,39,8,2018-09-15,2018,37
45,Drowns The Whiskey,Jason Aldean Featuring Miranda Lambert,34,32,12,2018-09-15,2018,37
46,Happier,Marshmello & Bastille,59,3,59,2018-09-15,2018,37
47,Beautiful,Bazzi Featuring Camila Cabello,44,44,5,2018-09-15,2018,37
48,Broken,lovelytheband,50,8,50,2018-09-15,2018,37
49,Venom,Eminem,-,1,-,2018-09-15,2018,37
50,Drew Barrymore,Bryce Vine,46,46,4,2018-09-15,2018,37
51,Life Changes,Thomas Rhett,36,36,11,2018-09-15,2018,37
52,Te Bote,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny",49,36,20,2018-09-15,2018,37
53,Hotel Key,Old Dominion,51,51,10,2018-09-15,2018,37
54,Feels Like Summer,Childish Gambino,-,1,-,2018-09-15,2018,37
55,Mercy,Brett Young,38,29,18,2018-09-15,2018,37
56,Breathin,Ariana Grande,37,22,3,2018-09-15,2018,37
57,Jackie Chan,Tiesto & Dzeko Featuring Preme & Post Malone,9,9,0,2018-09-15,2018,37
58,Africa,Weezer,56,54,8,2018-09-15,2018,37
59,Apes**t,The Carters,53,13,12,2018-09-15,2018,37
60,Hooked,Dylan Scott,8,8,0,2018-09-15,2018,37
61,Stargazing,Travis Scott,40,8,5,2018-09-15,2018,37
62,Ring,Cardi B Featuring Kehlani,67,28,7,2018-09-15,2018,37
63,Barbie Dreams,Nicki Minaj,45,18,4,2018-09-15,2018,37
64,W O R K I N  M E,Quavo,52,52,4,2018-09-15,2018,37
65,Nice Guy,Eminem & Jessie Reyez,-,1,-,2018-09-15,2018,37
66,She Got The Best Of Me,Luke Combs,65,65,4,2018-09-15,2018,37
67,Good Guy,Eminem Featuring Jessie Reyez,-,1,-,2018-09-15,2018,37
68,Blue Tacoma,Russell Dickerson,3,3,0,2018-09-15,2018,37
69,Medicine,Queen Naija,70,45,14,2018-09-15,2018,37
70,Break Up In The End,Cole Swindell,62,49,9,2018-09-15,2018,37
71,Remind Me To Forget,Kygo Featuring Miguel,63,63,8,2018-09-15,2018,37
72,You Say,Lauren Daigle,55,53,8,2018-09-15,2018,37
73,Mo Bamba,Sheck Wes,82,2,82,2018-09-15,2018,37
74,High Hopes,Panic! At The Disco,76,5,76,2018-09-15,2018,37
75,All Girls Are The Same,Juice WRLD,64,41,17,2018-09-15,2018,37
76,Solo,Clean Bandit Featuring Demi Lovato,61,58,10,2018-09-15,2018,37
77,Side Effects,The Chainsmokers Featuring Emily Warren,66,66,4,2018-09-15,2018,37
78,That's On Me,Yella Beezy,73,73,6,2018-09-15,2018,37
79,Yosemite,Travis Scott,58,25,5,2018-09-15,2018,37
80,Smile (Living My Best Life),Lil' Duval Featuring Snoop Dogg & Ball Greezy,83,2,83,2018-09-15,2018,37
81,IDOL,BTS Featuring Nicki Minaj,11,11,2,2018-09-15,2018,37
82,Lose It,Kane Brown,75,75,8,2018-09-15,2018,37
83,Drunk Me,Mitchell Tenpenny,74,74,4,2018-09-15,2018,37
84,Lean Wit Me,Juice WRLD,71,68,5,2018-09-15,2018,37
85,Lie,NF,80,80,6,2018-09-15,2018,37
86,Promises,Calvin Harris & Sam Smith,93,65,3,2018-09-15,2018,37
87,I Am Who They Say I Am,YoungBoy Never Broke Again Featuring Kevin Gates & Quando Rondo,69,69,2,2018-09-15,2018,37
88,The Way I Am,Charlie Puth,87,87,2,2018-09-15,2018,37
89,Best Part,Daniel Caesar Featuring H.E.R.,84,81,7,2018-09-15,2018,37
90,Chanel (Go Get It),Young Thug Featuring Gunna & Lil Baby,81,78,3,2018-09-15,2018,37
91,Dangerous,Meek Mill Featuring Jeremih & PnB Rock,88,79,3,2018-09-15,2018,37
92,Drunk Girl,Chris Janson,86,86,2,2018-09-15,2018,37
93,Desperate Man,Eric Church,85,71,6,2018-09-15,2018,37
94,Thunderclouds,"Labrinth, Sia & Diplo Present... LSD",-,1,-,2018-09-15,2018,37
95,I'm Upset,Drake,77,7,15,2018-09-15,2018,37
96,1942,G-Eazy Featuring Yo Gotti & YBN Nahmir,79,70,8,2018-09-15,2018,37
97,Hangin' On,Chris Young,-,1,-,2018-09-15,2018,37
98,Narcos,Migos,89,36,14,2018-09-15,2018,37
99,Hopeless Romantic,Wiz Khalifa Featuring Swae Lee,96,72,4,2018-09-15,2018,37
100,Summertime Magic,Childish Gambino,-,44,5,2018-09-15,2018,37
1,In My Feelings,Drake,11,11,0,2018-09-22,2018,38
2,Girls Like You,Maroon 5 Featuring Cardi B,16,16,0,2018-09-22,2018,38
3,I Like It,"Cardi B, Bad Bunny & J Balvin",1,23,1,2018-09-22,2018,38
4,Better Now,Post Malone,5,20,5,2018-09-22,2018,38
5,Lucid Dreams,Juice WRLD,7,3,18,2018-09-22,2018,38
6,I Love It,Kanye West & Lil Pump,-,1,-,2018-09-22,2018,38
7,FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,4,3,8,2018-09-22,2018,38
8,Sicko Mode,Travis Scott,9,4,6,2018-09-22,2018,38
9,Taste,Tyga Featuring Offset,10,8,16,2018-09-22,2018,38
10,Love Lies,Khalid & Normani,11,9,30,2018-09-22,2018,38
11,Youngblood,5 Seconds Of Summer,13,15,13,2018-09-22,2018,38
12,No Brainer,"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo",15,5,7,2018-09-22,2018,38
13,Rap Devil,Machine Gun Kelly,-,1,-,2018-09-22,2018,38
14,Boo'd Up,Ella Mai,5,24,5,2018-09-22,2018,38
15,Natural,Imagine Dragons,20,8,20,2018-09-22,2018,38
16,God Is A Woman,Ariana Grande,17,8,9,2018-09-22,2018,38
17,Nonstop,Drake,18,2,11,2018-09-22,2018,38
18,Lucky You,Eminem Featuring Joyner Lucas,6,6,2,2018-09-22,2018,38
19,Back To You,Selena Gomez,22,18,22,2018-09-22,2018,38
20,Yes Indeed,Lil Baby & Drake,21,6,18,2018-09-22,2018,38
21,No Tears Left To Cry,Ariana Grande,19,3,19,2018-09-22,2018,38
22,Perfect,Ed Sheeran,25,1,55,2018-09-22,2018,38
23,Trip,Ella Mai,32,6,32,2018-09-22,2018,38
24,Big Bank,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",27,16,15,2018-09-22,2018,38
25,Delicate,Taylor Swift,29,12,27,2018-09-22,2018,38
26,Psycho,Post Malone Featuring Ty Dolla $ign,28,1,29,2018-09-22,2018,38
27,Meant To Be,Bebe Rexha & Florida Georgia Line,26,2,47,2018-09-22,2018,38
28,Eastside,"benny blanco, Halsey & Khalid",34,9,34,2018-09-22,2018,38
29,Sad!,XXXTENTACION,36,1,28,2018-09-22,2018,38
30,Nice For What,Drake,31,1,23,2018-09-22,2018,38
31,The Middle,"Zedd, Maren Morris & Grey",35,5,33,2018-09-22,2018,38
32,I Like Me Better,Lauv,33,27,31,2018-09-22,2018,38
33,Self Care,Mac Miller,-,1,-,2018-09-22,2018,38
34,Fall,Eminem,12,12,2,2018-09-22,2018,38
35,Happier,Marshmello & Bastille,46,4,46,2018-09-22,2018,38
36,God's Plan,Drake,37,1,34,2018-09-22,2018,38
37,Tequila,Dan + Shay,38,21,27,2018-09-22,2018,38
38,Simple,Florida Georgia Line,40,32,15,2018-09-22,2018,38
39,The Ringer,Eminem,8,8,2,2018-09-22,2018,38
40,"Sunrise, Sunburn, Sunset",Luke Bryan,41,35,11,2018-09-22,2018,38
41,Broken,lovelytheband,48,9,48,2018-09-22,2018,38
42,Beautiful,Bazzi Featuring Camila Cabello,47,6,47,2018-09-22,2018,38
43,I'm A Mess,Bebe Rexha,44,39,9,2018-09-22,2018,38
44,You Say,Lauren Daigle,72,9,72,2018-09-22,2018,38
45,Barbie Dreams,Nicki Minaj,63,18,5,2018-09-22,2018,38
46,Mine,Bazzi,43,11,34,2018-09-22,2018,38
47,Drew Barrymore,Bryce Vine,50,46,5,2018-09-22,2018,38
48,Hooked,Dylan Scott,60,9,60,2018-09-22,2018,38
49,Hotel Key,Old Dominion,53,11,53,2018-09-22,2018,38
50,Te Bote,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny",52,36,21,2018-09-22,2018,38
51,Africa,Weezer,58,9,58,2018-09-22,2018,38
52,Jackie Chan,Tiesto & Dzeko Featuring Preme & Post Malone,57,10,57,2018-09-22,2018,38
53,BEBE,6ix9ine Featuring Anuel AA,30,30,2,2018-09-22,2018,38
54,Mo Bamba,Sheck Wes,73,3,73,2018-09-22,2018,38
55,Drowns The Whiskey,Jason Aldean Featuring Miranda Lambert,45,32,13,2018-09-22,2018,38
56,Ring,Cardi B Featuring Kehlani,62,28,8,2018-09-22,2018,38
57,She Got The Best Of Me,Luke Combs,66,5,66,2018-09-22,2018,38
58,Life Changes,Thomas Rhett,51,36,12,2018-09-22,2018,38
59,Blue Tacoma,Russell Dickerson,68,4,68,2018-09-22,2018,38
60,Breathin,Ariana Grande,56,22,4,2018-09-22,2018,38
61,Medicine,Queen Naija,69,45,15,2018-09-22,2018,38
62,High Hopes,Panic! At The Disco,74,6,74,2018-09-22,2018,38
63,W O R K I N  M E,Quavo,64,52,5,2018-09-22,2018,38
64,Not Alike,Eminem Featuring Royce Da 5'9,24,24,2,2018-09-22,2018,38
65,Mercy,Brett Young,55,29,19,2018-09-22,2018,38
